Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-12-28 00:20:33;786816237;41.7082;41.94601;-70262;0;18
Облако-облако;2023-12-28 00:20:33;485446559;41.79828;42.25302;-23030;7445;8
Облако-облако;2023-12-28 00:20:33;502171958;41.78855;42.11407;-14286;19387;16
Облако-земля;2023-12-28 00:24:41;533005369;42.90334;41.91843;-10398;0;11
Облако-земля;2023-12-28 00:28:56;929862925;41.86701;42.31029;-8003;0;14
Облако-земля;2023-12-28 04:51:07;596126030;41.70967;41.78553;-2632;0;6
Облако-земля;2023-12-28 04:52:35;908372538;41.69505;41.78568;-4984;0;8
Облако-земля;2023-12-28 04:54:08;504511602;41.71109;41.86902;12897;0;8
Облако-земля;2023-12-28 04:55:48;243690473;41.69428;41.81754;-5236;0;9
Облако-облако;2023-12-28 05:00:00;620493841;41.66561;41.77631;-23907;16296;11
Облако-земля;2023-12-28 05:00:39;158208173;45.32087;42.57117;-3733;0;6
Облако-облако;2023-12-28 05:00:53;562173671;41.52836;42.02236;-21729;3400;10
Облако-земля;2023-12-28 05:00:53;573684787;41.63129;42.02848;-16148;0;9
Облако-земля;2023-12-28 05:00:53;562661000;41.7458;41.7912;100471;0;19
Облако-облако;2023-12-28 05:02:19;57900380;41.75145;42.10669;-124037;6129;13
Облако-облако;2023-12-28 05:03:53;272868864;41.75;42.10995;-103609;5030;18
Облако-земля;2023-12-28 05:10:49;542418083;41.68058;41.92343;-12767;0;10
Облако-облако;2023-12-28 05:11:55;327151831;41.73364;41.71541;-11565;7001;12
Облако-облако;2023-12-28 05:15:28;655096936;41.66978;41.93392;-4126;17221;10
Облако-земля;2023-12-28 05:22:06;980794325;45.33981;42.58054;-8444;0;10
Облако-земля;2023-12-28 05:31:10;109426069;41.54756;41.86473;22076;0;14
Облако-облако;2023-12-28 05:33:13;8100497;41.49702;41.62558;3749;4310;7
Облако-земля;2023-12-28 05:35:21;895981851;41.50987;41.62383;-9044;0;10
Облако-облако;2023-12-28 05:42:06;556106763;41.51552;41.7021;-4312;8948;7
Облако-земля;2023-12-28 05:42:06;421414891;41.52143;41.5646;117624;0;15
