Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-07-05 00:00:38;90471272;41.95031;45.5641;-4326;3119;7
Облако-земля;2023-07-05 00:00:45;107781000;42.0760999;45.6517;-10334;0;7
Облако-земля;2023-07-05 00:01:33;50965321;41.99448;45.58605;-14842;0;9
Облако-земля;2023-07-05 00:01:44;634397353;42.11173;45.67216;-29969;0;13
Облако-земля;2023-07-05 00:04:38;291140000;42.0715;45.5212;10642;0;8
Облако-земля;2023-07-05 00:04:47;242417000;41.9816;45.56378;23880;0;12
Облако-облако;2023-07-05 00:04:59;548551160;41.90513;45.47223;-12148;4769;7
Облако-облако;2023-07-05 00:05:49;948825168;41.93938;45.44761;-4110;11815;8
Облако-облако;2023-07-05 00:07:43;308649349;42.16859;45.58323;-2722;5107;7
Облако-облако;2023-07-05 00:07:43;144609515;42.17648;45.45979;7327;17191;12
Облако-облако;2023-07-05 00:07:48;766880374;42.12627;45.34014;-5099;11522;7
Облако-облако;2023-07-05 00:08:26;581942585;42.20057;45.41648;-3639;18439;8
Облако-облако;2023-07-05 00:09:10;480317536;42.03629;45.38801;-6130;11512;7
Облако-земля;2023-07-05 00:10:54;581181000;42.1175;45.6026;6503;0;6
Облако-облако;2023-07-05 00:10:54;526526882;42.01003;45.26756;-5547;3012;10
Облако-земля;2023-07-05 00:11:48;672973497;41.9890199;45.65829;-11287;0;10
Облако-земля;2023-07-05 00:13:30;811481932;41.7104;45.75273;-18730;0;8
Облако-земля;2023-07-05 00:13:55;113275947;41.95356;45.47158;-9810;0;9
Облако-облако;2023-07-05 00:15:59;954045938;42.04387;45.43958;-6591;3006;7
Облако-облако;2023-07-05 00:15:59;951778593;42.01176;45.5800399;-6553;8591;10
Облако-облако;2023-07-05 00:16:00;407464807;41.88596;45.44202;-11016;5283;9
Облако-земля;2023-07-05 00:18:29;413978968;42.07552;45.30778;-7057;0;13
Облако-облако;2023-07-05 00:19:57;414925081;42.00103;45.32481;-3684;3000;7
Облако-облако;2023-07-05 00:24:50;491303461;42.24702;45.26804;-4304;10773;8
Облако-земля;2023-07-05 00:26:20;438071000;42.1269;45.5904;-13428;0;14
Облако-земля;2023-07-05 00:29:44;836178656;42.19201;45.553;-35763;0;9
Облако-земля;2023-07-05 00:30:09;353061685;41.85045;45.73678;-7819;0;7
Облако-облако;2023-07-05 00:30:45;948084456;42.32269;45.55747;-18013;3162;14
Облако-земля;2023-07-05 00:30:46;405573596;42.23514;45.6042;-13367;0;13
Облако-облако;2023-07-05 00:31:58;995934088;42.2562;45.21678;-15655;12272;7
Облако-облако;2023-07-05 00:36:07;762904125;42.0835999;45.43481;4527;3001;7
Облако-земля;2023-07-05 00:37:00;616213572;42.29636;45.22715;-5747;0;8
Облако-облако;2023-07-05 00:37:00;301589425;42.27859;45.71679;-19954;16111;10
Облако-облако;2023-07-05 00:37:01;230358462;42.17676;45.6409499;-7356;16278;10
Облако-земля;2023-07-05 00:37:01;120207656;42.06936;45.55003;-10432;0;12
Облако-земля;2023-07-05 00:40:20;373308381;42.13729;45.34308;22945;0;10
Облако-облако;2023-07-05 00:42:25;340189221;42.18886;45.4668;-6787;15158;10
Облако-земля;2023-07-05 00:44:07;638574633;42.08602;45.52772;44409;0;13
Облако-облако;2023-07-05 00:49:12;619272322;42.20788;45.37124;-6106;16864;9
Облако-облако;2023-07-05 00:50:02;134785120;42.23932;45.36878;-6252;5255;12
Облако-облако;2023-07-05 00:52:15;618855196;42.00042;45.74142;-4938;12908;8
Облако-облако;2023-07-05 00:52:15;268625840;42.24208;45.33229;-4265;4681;8
Облако-земля;2023-07-05 00:52:15;549073704;41.99474;45.60789;40598;0;13
Облако-облако;2023-07-05 00:52:15;267085772;42.27573;45.70755;8103;15725;10
Облако-облако;2023-07-05 00:52:15;265879230;42.16071;45.42159;-4983;13225;7
Облако-облако;2023-07-05 00:54:17;763301283;42.18653;45.43255;-16138;10624;10
Облако-земля;2023-07-05 00:57:51;472494530;42.28682;45.7719;17424;0;8
Облако-облако;2023-07-05 00:57:51;489561599;42.16979;45.40777;6865;10549;9
Облако-облако;2023-07-05 00:57:51;582652205;42.28479;45.3349;-4831;9530;11
Облако-облако;2023-07-05 00:59:53;779867810;42.26441;45.68648;12652;3246;7
Облако-облако;2023-07-05 01:03:31;285270021;42.16946;45.37373;-8401;6285;9
Облако-облако;2023-07-05 01:05:26;757164041;42.31639;45.2986099;6445;10916;8
Облако-земля;2023-07-05 01:05:27;3373593;42.18304;45.3591;-4888;0;10
Облако-облако;2023-07-05 03:14:48;765055528;41.43362;45.31472;-8264;14870;11
Облако-облако;2023-07-05 03:14:48;764531500;41.48876;45.5078;-7046;4867;7
Облако-облако;2023-07-05 03:21:10;547073725;41.4996099;45.50657;-33160;7217;10
Облако-земля;2023-07-05 03:21:10;547684512;41.4260499;45.3211;23367;0;11
Облако-облако;2023-07-05 03:23:47;590679135;41.4866;45.45952;-24867;3096;7
Облако-облако;2023-07-05 03:25:15;379735536;41.42744;45.28545;-5715;15963;10
Облако-земля;2023-07-05 03:26:18;636471548;41.60508;46.34949;-7891;0;13
Облако-облако;2023-07-05 04:20:05;819814174;42.50897;46.8853099;7136;13801;7
Облако-земля;2023-07-05 04:27:50;260290758;42.63509;46.64429;-3433;0;7
Облако-облако;2023-07-05 08:34:26;540618297;42.78298;46.055;-6642;16595;10
Облако-облако;2023-07-05 08:35:04;259130962;42.79119;46.04856;-5344;5879;6
Облако-земля;2023-07-05 08:35:58;984628983;42.8621;45.92338;-6012;0;8
Облако-облако;2023-07-05 08:35:58;985135501;42.97162;45.72783;-4097;6458;8
Облако-облако;2023-07-05 08:38:05;140338630;42.78399;46.07442;-3841;9367;7
Облако-облако;2023-07-05 08:40:18;815668790;42.87628;45.88223;2548;9657;5
Облако-облако;2023-07-05 08:42:02;130795131;42.8271299;46.00154;-3639;10475;6
Облако-облако;2023-07-05 09:35:09;792667425;43.14062;45.7138;-4536;5640;7
Облако-облако;2023-07-05 09:35:41;546472014;42.89402;46.22385;7154;12292;8
Облако-облако;2023-07-05 09:35:41;550118127;43.04897;45.84826;-5183;5806;7
Облако-облако;2023-07-05 09:36:01;57671519;42.97899;46.12679;-2647;11144;6
Облако-облако;2023-07-05 09:36:52;317155477;42.96007;46.11045;-15894;6139;8
Облако-земля;2023-07-05 09:36:52;317630471;42.88385;45.9539199;28317;0;7
Облако-земля;2023-07-05 09:37:02;429886830;42.9287;46.1880499;-7744;0;11
Облако-облако;2023-07-05 09:37:02;344851589;43.14398;45.70005;2470;7453;7
Облако-облако;2023-07-05 09:37:02;197631094;43.0827;45.83795;-3683;8453;7
Облако-облако;2023-07-05 09:38:04;333582856;43.0163;45.95967;-4411;8357;7
Облако-облако;2023-07-05 09:38:27;713279179;42.98371;46.00217;-4232;11158;7
Облако-земля;2023-07-05 09:39:10;21304374;43.10543;45.78739;-3081;0;7
Облако-земля;2023-07-05 09:39:10;22193069;43.01443;45.96418;-5968;0;8
Облако-облако;2023-07-05 09:40:55;681275123;43.11329;45.73841;9454;18227;9
Облако-облако;2023-07-05 09:46:08;682790805;42.89749;46.31007;-3697;13206;6
Облако-облако;2023-07-05 09:46:46;225038163;42.96934;46.30406;-2628;10894;5
Облако-облако;2023-07-05 09:46:50;266492662;42.97686;45.96409;-3590;9854;5
