Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-04-21 03:29:47;995734947;42.37959;45.21166;-11461;0;11
Облако-земля;2023-04-21 03:30:44;806901003;42.85532;43.05008;-10391;0;12
Облако-земля;2023-04-21 03:40:25;621403732;42.65028;43.62408;-10390;0;9
Облако-земля;2023-04-21 03:50:25;569816208;42.62157;43.69676;-7630;0;8
Облако-облако;2023-04-21 04:06:34;944599831;42.45413;45.35806;-5123;10421;8
Облако-земля;2023-04-21 04:13:07;393851609;42.43499;44.22792;-6745;0;11
Облако-земля;2023-04-21 05:31:30;167504425;42.4422799;45.41419;-2889;0;6
Облако-земля;2023-04-21 05:39:41;592973028;42.46674;45.31799;-7609;0;9
Облако-облако;2023-04-21 05:48:13;791739520;42.25119;45.28495;-5339;4408;10
Облако-земля;2023-04-21 05:48:14;348356483;42.35117;45.31504;-10876;0;10
Облако-земля;2023-04-21 05:54:37;784627145;42.32613;45.34095;-10936;0;12
Облако-земля;2023-04-21 05:58:38;971772492;42.3093;45.31088;-21319;0;15
Облако-облако;2023-04-21 05:59:55;439760729;42.33148;45.32049;-3728;11482;8
Облако-облако;2023-04-21 05:59:55;440347008;42.44552;45.44429;-121036;15203;19
Облако-земля;2023-04-21 06:01:23;278301707;42.42821;45.35849;-9318;0;8
Облако-земля;2023-04-21 06:05:34;168684661;42.4248199;45.38182;-3899;0;10
Облако-облако;2023-04-21 06:05:34;172080993;42.47425;45.24836;-4725;7467;11
Облако-земля;2023-04-21 06:06:35;810994884;42.41812;45.40957;-4386;0;8
Облако-земля;2023-04-21 06:11:20;472245743;42.55198;45.2979399;-4451;0;6
Облако-земля;2023-04-21 06:21:05;41689142;42.3701999;45.48506;-20374;0;14
Облако-земля;2023-04-21 06:55:06;835865346;42.24359;45.62071;-8685;0;11
Облако-земля;2023-04-21 07:08:12;50400703;42.26434;45.56372;-7677;0;10
Облако-земля;2023-04-21 07:21:10;794394398;42.1798;45.75066;-5358;0;10
Облако-земля;2023-04-21 07:32:45;411164163;42.19231;45.71939;-9789;0;11
Облако-земля;2023-04-21 07:36:56;507200541;42.18439;45.73131;-4134;0;6
Облако-земля;2023-04-21 07:38:43;663809611;42.32339;45.86434;-14961;0;10
Облако-земля;2023-04-21 08:08:06;706204345;41.64762;36.10439;-21224;0;16
Облако-облако;2023-04-21 08:10:02;269975718;41.6551;36.10451;-10048;4741;17
Облако-облако;2023-04-21 08:11:42;514814761;41.73095;36.21976;-6234;9856;11
Облако-земля;2023-04-21 08:13:08;632619689;41.65911;36.13088;-2778;0;9
Облако-облако;2023-04-21 08:15:06;345322039;41.69719;36.23431;-4401;3878;15
Облако-облако;2023-04-21 08:18:18;252790080;42.22172;36.77499;-8953;3950;10
Облако-земля;2023-04-21 08:34:27;533518487;42.4260499;45.40741;-22628;0;15
Облако-земля;2023-04-21 08:35:58;678257573;42.4255;45.37713;-7829;0;11
Облако-земля;2023-04-21 09:17:40;353122381;41.17638;36.75181;-19080;0;18
Облако-облако;2023-04-21 09:19:45;188080848;41.17485;36.74543;-17067;7603;16
Облако-земля;2023-04-21 09:23:42;714789671;41.177;36.81261;-13681;0;15
Облако-облако;2023-04-21 09:27:31;597298608;41.2105;36.70798;-16840;4226;17
Облако-облако;2023-04-21 09:28:09;56372884;41.28423;36.76483;2219;6660;8
Облако-земля;2023-04-21 09:28:15;908789125;41.14689;36.76061;-6256;0;14
Облако-облако;2023-04-21 09:30:14;231032545;41.32611;36.80908;6720;8160;15
Облако-земля;2023-04-21 09:32:46;589863177;41.31999;36.79237;-7452;0;14
Облако-облако;2023-04-21 09:32:46;555231520;41.28889;36.60231;-11502;7828;8
Облако-облако;2023-04-21 09:34:39;176236243;41.2942899;36.77961;-7357;3006;11
Облако-земля;2023-04-21 09:35:05;999553296;42.11056;46.47142;-9970;0;12
Облако-облако;2023-04-21 09:36:32;807423462;41.26179;36.54501;-6350;14166;13
Облако-облако;2023-04-21 09:38:50;128023775;41.27839;36.82157;-3951;17842;10
Облако-облако;2023-04-21 09:40:12;399455008;41.33121;36.78705;4295;5785;6
Облако-земля;2023-04-21 09:40:14;552688272;41.15813;36.82104;-3584;0;8
Облако-земля;2023-04-21 09:41:36;319646913;41.30093;36.81715;-3729;0;9
Облако-облако;2023-04-21 09:41:55;403366514;41.17302;36.85863;-3730;11968;10
Облако-земля;2023-04-21 09:44:01;823275839;41.17217;36.86196;-7010;0;13
Облако-земля;2023-04-21 09:45:00;778288308;41.13336;36.86632;-9837;0;18
Облако-земля;2023-04-21 09:47:04;183433606;41.1272;36.88013;-14493;0;16
Облако-земля;2023-04-21 09:49:08;212724845;41.13596;36.8962999;-8040;0;11
Облако-облако;2023-04-21 09:49:18;866772861;41.25859;36.86573;-4299;16922;11
Облако-земля;2023-04-21 09:50:04;654747935;42.12115;46.61806;-13506;0;14
Облако-земля;2023-04-21 09:50:26;958020978;41.17691;36.86672;-4545;0;9
Облако-земля;2023-04-21 09:51:16;853707955;41.1587699;36.89555;-5351;0;11
Облако-облако;2023-04-21 09:51:21;906468183;41.2722399;36.87206;-5069;7528;10
Облако-земля;2023-04-21 09:53:20;826363467;41.11547;36.93332;-24801;0;18
Облако-облако;2023-04-21 09:53:27;145968580;41.26554;36.89517;-2506;10648;7
Облако-облако;2023-04-21 09:56:15;908561085;41.29233;36.84812;-2025;3583;5
Облако-облако;2023-04-21 10:14:56;557264038;43.9566299;42.24166;-5663;7166;7
Облако-облако;2023-04-21 10:21:10;557081924;43.99695;42.27648;-3322;3529;6
Облако-земля;2023-04-21 10:24:28;78142628;43.98097;42.2448;-10302;0;11
Облако-земля;2023-04-21 10:25:13;504546616;41.19234;36.75317;-5418;0;12
Облако-облако;2023-04-21 10:26:54;39024581;41.11218;36.43564;-5227;11821;10
Облако-облако;2023-04-21 10:27:01;841253036;41.08589;37.11811;-2828;12997;8
Облако-облако;2023-04-21 10:27:02;164414469;41.59747;44.45602;-6972;17609;10
Облако-облако;2023-04-21 10:27:02;348800093;41.56873;44.2552499;-3973;16262;7
Облако-облако;2023-04-21 10:27:02;165245605;41.65016;44.08097;-8551;9432;11
Облако-облако;2023-04-21 10:27:29;426791260;41.61252;44.46814;-5253;4619;10
Облако-облако;2023-04-21 10:27:57;168054862;41.64053;44.1108;-3731;7755;10
Облако-облако;2023-04-21 10:28:43;965660092;41.6142899;44.44176;-21389;3777;11
Облако-облако;2023-04-21 10:31:26;519406661;41.63729;44.18327;16927;10417;8
Облако-облако;2023-04-21 10:31:46;490311219;41.05941;36.55322;-8003;18433;11
Облако-облако;2023-04-21 10:33:20;391771624;41.18602;36.75065;-15816;15057;15
Облако-облако;2023-04-21 10:33:53;422475561;41.66982;44.38863;-4008;8327;8
Облако-облако;2023-04-21 10:36:02;316817312;41.60823;44.34672;9002;5923;12
Облако-облако;2023-04-21 10:37:31;566968066;42.69616;46.91824;-5817;16526;7
Облако-облако;2023-04-21 10:37:31;568384096;42.77491;46.72807;-4864;5075;7
Облако-облако;2023-04-21 10:40:09;981080167;41.6370999;44.52975;-4517;7024;10
Облако-облако;2023-04-21 10:41:16;927173729;41.07961;36.58394;-45150;17233;19
Облако-облако;2023-04-21 10:44:51;941473510;42.80828;46.75115;-5540;11559;7
Облако-облако;2023-04-21 10:49:01;674717634;42.82664;46.64347;-5917;8399;8
Облако-земля;2023-04-21 10:51:26;884254427;42.70098;46.8949;-9285;0;8
Облако-облако;2023-04-21 10:53:48;505560318;42.80062;46.70463;-6161;13670;8
Облако-облако;2023-04-21 10:53:48;508343133;42.87111;46.56698;-3627;13050;7
Облако-земля;2023-04-21 10:55:33;107768906;44.10553;42.44305;-18834;0;12
Облако-земля;2023-04-21 10:56:47;220160087;42.73181;46.84945;-10659;0;7
Облако-облако;2023-04-21 10:57:21;10093548;42.66915;46.65156;-3979;13708;8
Облако-облако;2023-04-21 10:59:10;817727277;43.9845;42.37329;-2916;7724;6
Облако-облако;2023-04-21 11:00:01;621822063;42.65253;46.98719;-6507;17553;6
Облако-облако;2023-04-21 11:00:06;204689072;41.22731;36.10001;-8016;18143;14
Облако-облако;2023-04-21 11:00:39;594359662;43.99991;42.33844;2373;10936;6
Облако-земля;2023-04-21 11:01:10;627409476;42.66423;46.89809;-6645;0;7
Облако-облако;2023-04-21 11:03:20;563101974;43.99552;42.38722;-13912;7042;5
Облако-облако;2023-04-21 11:05:34;88170410;44.00373;42.3938;-1445;3058;6
Облако-облако;2023-04-21 11:07:17;284678707;44.00652;42.42786;-1415;10231;6
Облако-облако;2023-04-21 11:10:48;633792448;42.79105;46.86144;-8275;13155;8
Облако-земля;2023-04-21 11:11:51;223110172;43.97513;42.39955;27983;0;11
Облако-облако;2023-04-21 11:17:28;71936068;41.30956;44.58081;-4234;14409;8
Облако-облако;2023-04-21 11:18:40;312943492;44.00691;42.39376;-2152;9710;6
Облако-облако;2023-04-21 11:18:56;229393332;41.03631;43.9563;-4777;18016;10
Облако-облако;2023-04-21 11:22:07;428461873;44.04131;42.46983;-4138;10632;6
Облако-облако;2023-04-21 11:22:07;716144767;44.12779;42.60571;-6425;5400;8
Облако-земля;2023-04-21 11:24:19;873539954;44.01862;42.46967;-7299;0;11
Облако-облако;2023-04-21 11:25:54;589665275;44.06864;42.50022;-3386;9390;6
Облако-облако;2023-04-21 11:27:35;814627121;43.85817;42.35761;-1655;7889;7
Облако-земля;2023-04-21 11:28:26;146755995;44.09105;42.54215;14236;0;9
Облако-облако;2023-04-21 11:30:29;912787469;44.07393;42.53246;-4055;8623;6
Облако-облако;2023-04-21 11:33:01;122914608;44.05408;42.4932;-3071;12298;6
Облако-облако;2023-04-21 11:33:01;279038096;44.1628;42.6151;-1907;15524;5
Облако-облако;2023-04-21 11:34:48;88001969;41.06637;43.74832;-6163;13547;7
Облако-облако;2023-04-21 11:35:24;55161794;41.1209599;36.30066;-6876;3018;8
Облако-облако;2023-04-21 11:36:30;345896779;41.0131;43.95208;-15280;4709;8
Облако-земля;2023-04-21 11:42:10;165878193;41.1358;36.26312;11588;0;11
Облако-облако;2023-04-21 11:42:39;78450813;43.8758399;42.62228;-1491;9579;6
Облако-земля;2023-04-21 11:46:44;557293735;41.15088;36.36342;-7471;0;13
Облако-земля;2023-04-21 11:46:44;539775519;41.1645899;36.4934;-15005;0;14
Облако-облако;2023-04-21 11:47:11;356492747;44.15441;42.63999;-1641;3000;6
Облако-облако;2023-04-21 11:48:32;818250019;41.13818;36.3572;-18138;19753;17
Облако-облако;2023-04-21 11:48:45;368120278;44.13678;42.6081999;2646;10180;6
Облако-земля;2023-04-21 11:50:35;393664615;41.1803;36.3978899;-36070;0;18
Облако-облако;2023-04-21 11:52:12;712318742;41.01049;36.41474;5469;16904;8
Облако-облако;2023-04-21 11:53:51;761772838;41.20837;36.33705;3293;13877;8
Облако-земля;2023-04-21 11:53:52;80034988;41.1198;36.4213;-7419;0;9
Облако-облако;2023-04-21 11:55:28;411805012;41.03801;36.38158;2810;4170;6
Облако-земля;2023-04-21 11:56:16;851957711;41.10339;36.40785;-15380;0;19
Облако-земля;2023-04-21 12:00:50;553814064;41.21757;36.4478099;-79957;0;18
Облако-облако;2023-04-21 12:02:42;441851629;41.0269199;44.02165;-8020;3059;11
Облако-земля;2023-04-21 12:03:49;925013679;41.08213;36.41379;-11057;0;15
Облако-земля;2023-04-21 12:05:45;440235661;41.00558;36.38235;-8876;0;14
Облако-земля;2023-04-21 12:05:45;622363803;41.12375;36.43614;-4569;0;8
Облако-облако;2023-04-21 12:13:03;274995324;41.0063699;41.61659;-6438;4744;12
Облако-земля;2023-04-21 12:15:00;805833408;43.81628;41.66176;11739;0;9
Облако-облако;2023-04-21 12:18:02;33893759;41.03244;44.09396;-4695;16400;7
Облако-земля;2023-04-21 12:18:59;592207116;41.01973;36.52376;-11759;0;16
Облако-земля;2023-04-21 12:21:34;394972000;41.02089;44.0874;-7013;0;6
Облако-земля;2023-04-21 12:24:39;462458681;41.5439;44.40675;-5000;0;11
Облако-облако;2023-04-21 12:25:02;390867518;41.02812;44.05533;-5060;17983;9
Облако-земля;2023-04-21 12:25:30;305924211;41.01516;36.60105;-32920;0;15
Облако-земля;2023-04-21 12:26:06;168318827;43.8584;41.66664;-6773;0;11
Облако-облако;2023-04-21 12:26:51;991930491;43.85732;41.72303;5767;8405;5
Облако-облако;2023-04-21 12:26:59;507502382;41.00912;44.09219;-4561;13377;7
Облако-облако;2023-04-21 12:27:26;589564240;41.01802;44.31582;-5590;5172;9
Облако-земля;2023-04-21 12:28:08;644055984;43.85156;41.69347;-3563;0;8
Облако-земля;2023-04-21 12:29:15;101563161;43.84047;41.68246;3599;0;12
Облако-облако;2023-04-21 12:30:49;561615112;41.06593;44.26317;-5411;6345;8
Облако-облако;2023-04-21 12:30:55;636117878;43.87476;41.70442;-5524;3180;7
Облако-облако;2023-04-21 12:31:30;486316685;41.48648;44.35569;6073;10407;10
Облако-земля;2023-04-21 12:31:31;19822629;41.4125299;44.22605;-7287;0;13
Облако-облако;2023-04-21 12:31:32;819672196;41.04304;44.32245;-11600;6190;10
Облако-облако;2023-04-21 12:34:09;209879606;41.2396699;44.19041;-18802;19272;17
Облако-земля;2023-04-21 12:34:13;164358219;43.8876;41.68765;86621;0;18
Облако-облако;2023-04-21 12:35:38;442101351;41.02841;44.1824;-4632;7222;6
Облако-облако;2023-04-21 12:36:15;612295711;43.93256;41.82088;-3788;19135;7
Облако-облако;2023-04-21 12:37:06;986563761;43.82039;41.67834;-2328;8514;6
Облако-облако;2023-04-21 12:37:10;530450725;41.25228;44.87979;-16325;7772;10
Облако-земля;2023-04-21 12:37:20;377352101;41.87136;45.54675;-3818;0;8
Облако-земля;2023-04-21 12:37:38;30662743;43.74756;41.81113;-4887;0;6
Облако-земля;2023-04-21 12:38:19;46571000;41.5689;44.371;-6319;0;8
Облако-земля;2023-04-21 12:38:22;174877012;43.7383;41.80274;-5926;0;9
Облако-земля;2023-04-21 12:39:02;836185995;43.82678;41.6885199;-3356;0;6
Облако-земля;2023-04-21 12:39:20;390550145;43.74631;41.81232;3054;0;7
Облако-облако;2023-04-21 12:39:28;783012413;43.8607299;41.66956;-2238;9402;6
Облако-облако;2023-04-21 12:40:39;50509713;43.7503;41.81246;-3692;7111;6
Облако-облако;2023-04-21 12:40:51;366067867;43.85775;41.71365;6856;4432;6
Облако-земля;2023-04-21 12:41:28;665282933;41.56529;44.31714;-7919;0;12
Облако-земля;2023-04-21 12:42:12;104324261;43.88976;41.70132;4409;0;12
Облако-облако;2023-04-21 12:43:28;862831415;43.72893;41.8569699;4012;5996;9
Облако-облако;2023-04-21 12:43:30;994789063;43.99626;41.86975;-3316;3859;8
Облако-земля;2023-04-21 12:43:31;381793726;43.84969;41.66738;3396;0;7
Облако-облако;2023-04-21 12:44:19;784570692;43.86801;41.73031;-2358;9024;6
Облако-облако;2023-04-21 12:45:03;148513998;43.95617;41.63662;2990;11091;7
Облако-земля;2023-04-21 12:45:13;709729777;41.01198;44.29307;5293;0;10
Облако-облако;2023-04-21 12:46:05;181366065;43.7610699;41.8847;-2676;10196;6
Облако-облако;2023-04-21 12:46:40;487611963;43.85555;41.7144199;-6811;16419;10
Облако-облако;2023-04-21 12:48:40;575185911;43.88811;41.72819;-5562;8224;7
Облако-облако;2023-04-21 12:49:35;609681000;43.90092;41.70563;3193;7583;7
Облако-земля;2023-04-21 12:49:59;973894364;41.29057;44.12665;-4467;0;9
Облако-облако;2023-04-21 12:51:00;947212604;43.88899;41.70483;-4049;7546;7
Облако-облако;2023-04-21 12:51:01;231968940;43.97244;41.80446;2667;7301;9
Облако-облако;2023-04-21 12:51:55;92187186;43.88714;41.69289;-1639;12299;5
Облако-облако;2023-04-21 12:52:52;656942849;41.36854;43.95975;4535;4979;7
Облако-облако;2023-04-21 12:54:22;951165502;41.39951;44.00997;-4489;8702;10
Облако-земля;2023-04-21 12:55:31;179618016;43.84715;41.95447;-11052;0;13
Облако-облако;2023-04-21 12:55:39;192322031;41.40792;44.05124;-3431;12412;6
Облако-земля;2023-04-21 12:56:09;484718327;43.89831;41.69457;65018;0;18
Облако-облако;2023-04-21 12:57:01;358268603;43.98875;41.76646;3096;11148;10
Облако-облако;2023-04-21 12:57:04;377050098;43.80055;41.89306;-1532;4493;6
Облако-облако;2023-04-21 12:57:07;974316532;47.5501;36.19792;-13830;5859;21
Облако-облако;2023-04-21 12:57:51;548868845;41.2645399;44.16746;3388;13031;7
Облако-земля;2023-04-21 12:59:05;867498594;41.26303;44.17495;-3790;0;6
Облако-облако;2023-04-21 12:59:27;897031406;41.31297;44.21656;-4622;14141;9
Облако-облако;2023-04-21 12:59:39;799572378;43.91726;41.7118899;-7016;19720;9
Облако-облако;2023-04-21 12:59:53;371310515;41.2762;44.14634;3347;10492;7
Облако-облако;2023-04-21 13:02:08;626874705;43.93821;41.74857;2531;6828;6
Облако-облако;2023-04-21 13:02:21;589595003;41.29528;44.20077;-3697;16808;7
Облако-облако;2023-04-21 13:03:02;856864833;41.27899;44.18698;-4075;6926;11
Облако-облако;2023-04-21 13:03:43;340162146;41.25089;44.2509;-3432;12236;6
Облако-земля;2023-04-21 13:03:58;482680738;41.2889;44.19671;-4047;0;6
Облако-земля;2023-04-21 13:04:44;58296960;43.93236;41.71978;2460;0;6
Облако-облако;2023-04-21 13:05:06;77326102;41.34725;44.1787;2549;18783;7
Облако-облако;2023-04-21 13:05:13;406728272;41.26189;44.12376;-4389;3013;7
Облако-облако;2023-04-21 13:05:27;345395865;41.23709;44.26421;-5105;6518;7
Облако-облако;2023-04-21 13:05:36;395250888;41.45232;44.00241;-5320;4633;11
Облако-облако;2023-04-21 13:05:36;583649679;41.31586;44.26189;-4483;9336;12
Облако-облако;2023-04-21 13:06:23;630304138;43.81492;41.92429;2280;8223;5
Облако-земля;2023-04-21 13:07:17;608387000;41.3376;44.1879;7033;0;7
Облако-земля;2023-04-21 13:07:33;32076270;41.11874;44.68617;58119;0;13
Облако-облако;2023-04-21 13:08:43;162733367;41.30088;44.2963;-6037;3059;10
Облако-облако;2023-04-21 13:10:15;774263422;41.08888;44.73366;7239;5087;9
Облако-земля;2023-04-21 13:10:55;497220531;41.33568;44.2494299;-5267;0;10
Облако-земля;2023-04-21 13:11:36;675530418;41.00658;36.7815299;-67064;0;18
Облако-облако;2023-04-21 13:11:40;396111715;41.09984;44.69004;14305;6132;13
Облако-земля;2023-04-21 13:11:41;584548231;41.0210999;44.6865499;36429;0;15
Облако-облако;2023-04-21 13:11:52;676920740;41.33905;44.22031;-10101;15532;8
Облако-земля;2023-04-21 13:11:53;26589993;41.52018;44.18978;-3428;0;6
Облако-облако;2023-04-21 13:12:16;357210755;41.07581;44.72898;-5643;14898;8
Облако-облако;2023-04-21 13:12:34;92615697;41.43423;44.23054;7187;3953;9
Облако-облако;2023-04-21 13:13:06;246078153;41.15104;44.72602;-6089;6671;9
Облако-облако;2023-04-21 13:13:33;388040565;41.21373;44.50021;4528;14457;10
Облако-облако;2023-04-21 13:14:21;89444816;41.59425;43.9959599;-4592;9841;9
Облако-облако;2023-04-21 13:17:11;264122922;41.06464;44.75436;-4088;19167;8
Облако-облако;2023-04-21 13:18:27;527165145;41.06544;44.69146;-4437;3522;8
Облако-облако;2023-04-21 13:18:56;623240606;41.18013;44.54299;-6641;11611;9
Облако-облако;2023-04-21 13:19:05;653132365;41.56725;44.11888;-5385;10429;6
Облако-облако;2023-04-21 13:19:48;666768073;41.05952;44.75521;-3121;14960;5
Облако-облако;2023-04-21 13:19:58;275021564;41.45908;44.19121;-4353;18804;6
Облако-земля;2023-04-21 13:20:01;92937460;41.08293;44.77064;-3554;0;6
Облако-облако;2023-04-21 13:20:45;991397075;41.13632;44.80106;-3009;13692;6
Облако-земля;2023-04-21 13:20:54;313641314;41.34589;44.2807699;-12842;0;12
Облако-земля;2023-04-21 13:21:03;437526895;41.17219;44.77972;19257;0;10
Облако-облако;2023-04-21 13:21:45;325338073;41.37193;44.27153;9266;4191;11
Облако-земля;2023-04-21 13:22:00;416792024;41.07842;44.75613;29641;0;13
Облако-облако;2023-04-21 13:22:00;406244985;41.12623;44.59662;-6136;11087;11
Облако-земля;2023-04-21 13:22:32;11241843;41.09897;44.78337;-8643;0;8
Облако-земля;2023-04-21 13:22:34;559589664;41.48789;44.16827;-4099;0;6
Облако-земля;2023-04-21 13:22:34;297305398;41.35957;44.30501;-12269;0;12
Облако-земля;2023-04-21 13:23:35;2634996;41.08861;44.78942;-18292;0;8
Облако-земля;2023-04-21 13:24:53;252652446;41.39085;44.27443;-4029;0;5
Облако-облако;2023-04-21 13:24:59;641598310;41.15113;45.01829;-5788;6195;8
Облако-облако;2023-04-21 13:24:59;624709403;41.09237;44.81594;-8256;16108;10
Облако-облако;2023-04-21 13:25:16;273130637;41.0519;45.01978;-5175;7159;10
Облако-облако;2023-04-21 13:26:03;13911798;41.15392;44.99187;-19005;19137;10
Облако-земля;2023-04-21 13:28:00;405616139;41.27112;44.91633;-17382;0;10
Облако-облако;2023-04-21 13:28:38;901020395;47.73054;36.10372;8824;19818;7
Облако-облако;2023-04-21 13:28:42;80429801;41.00701;44.84037;-3413;9940;6
Облако-облако;2023-04-21 13:29:17;15729778;41.05682;45.08448;-6259;5651;8
Облако-облако;2023-04-21 13:30:13;998358349;41.14431;45.03786;-10282;6746;8
Облако-земля;2023-04-21 13:30:48;868716295;41.61842;44.25868;-27163;0;15
Облако-облако;2023-04-21 13:30:49;192010404;41.49413;44.5572;-22182;7418;12
Облако-облако;2023-04-21 13:30:49;185872624;41.43786;44.33012;-12279;9354;14
Облако-облако;2023-04-21 13:32:41;314779690;41.14753;44.91212;6415;15957;8
Облако-облако;2023-04-21 13:32:45;874225258;41.59066;44.20562;3763;5670;7
Облако-земля;2023-04-21 13:32:57;730486466;41.26148;43.91157;15919;0;14
Облако-земля;2023-04-21 13:33:11;766935000;41.1482;44.8869;7160;0;6
Облако-облако;2023-04-21 13:33:21;798889639;41.1032;44.87598;-6367;3692;8
Облако-облако;2023-04-21 13:34:25;786469921;41.66006;44.14752;-5383;3530;8
Облако-земля;2023-04-21 13:34:26;484853979;41.54271;44.24623;-7185;0;11
Облако-облако;2023-04-21 13:34:40;358354348;41.15513;45.0539;-7410;7268;6
Облако-облако;2023-04-21 13:35:14;488661928;41.1924599;44.8856899;-10244;12858;8
Облако-земля;2023-04-21 13:35:49;893530930;41.29986;44.95146;22788;0;12
Облако-земля;2023-04-21 13:36:05;102663874;41.85738;45.41239;57565;0;14
Облако-земля;2023-04-21 13:36:57;945091852;41.21492;44.90954;-9006;0;10
Облако-земля;2023-04-21 13:37:49;87965146;41.0544;45.10309;7285;0;9
Облако-земля;2023-04-21 13:39:37;264170803;41.83194;45.30659;-5303;0;8
Облако-облако;2023-04-21 13:39:54;389468963;41.56065;44.56433;9444;11569;10
Облако-земля;2023-04-21 13:39:54;390537276;41.58432;44.24575;-12251;0;14
Облако-земля;2023-04-21 13:40:03;300124325;41.84521;45.35287;-5024;0;7
Облако-облако;2023-04-21 13:40:26;497042308;41.8718;45.39061;-4471;17283;7
Облако-земля;2023-04-21 13:40:26;366592148;41.03459;44.9701499;16402;0;11
Облако-облако;2023-04-21 13:41:06;883969510;41.0272099;45.17196;5461;18298;7
