Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-08-23 03:30:18;934393603;42.0719;41.07951;-31725;0;13
Облако-земля;2023-08-23 08:25:17;191512494;44.39225;38.76511;24141;0;16
Облако-земля;2023-08-23 09:00:24;195163575;44.4906099;39.18751;-2132;0;7
Облако-облако;2023-08-23 09:17:55;265301339;44.2912899;38.94633;2392;4239;7
Облако-облако;2023-08-23 09:18:17;737295079;44.30616;38.9544;3917;4878;6
Облако-облако;2023-08-23 09:19:15;674604179;44.29271;38.98849;4070;5894;8
Облако-облако;2023-08-23 09:19:27;689510014;44.2896;38.96036;2139;6452;6
Облако-облако;2023-08-23 09:19:52;199556777;44.31071;38.96459;3503;6564;7
Облако-облако;2023-08-23 09:20:00;807946145;44.31025;38.99301;2873;4362;6
Облако-облако;2023-08-23 09:20:15;493603859;44.18509;38.78052;2214;6419;8
Облако-облако;2023-08-23 09:20:15;376920595;44.28869;38.95903;3047;10608;9
Облако-облако;2023-08-23 09:20:30;90006455;44.27442;39.06495;-3838;7525;6
Облако-облако;2023-08-23 09:20:36;119105979;44.30841;38.97806;-3042;5129;6
Облако-облако;2023-08-23 09:20:56;18529358;44.29256;38.96941;2471;3690;6
Облако-облако;2023-08-23 09:21:22;171458901;44.2891199;38.9728;3860;3492;11
Облако-облако;2023-08-23 09:21:44;643478362;44.3146;39.00706;5198;4598;7
Облако-облако;2023-08-23 09:22:00;167800951;44.28521;38.96567;-6653;3020;17
Облако-облако;2023-08-23 09:22:04;208959523;44.30623;38.97581;-3017;3001;7
Облако-облако;2023-08-23 09:22:23;25979714;44.29264;38.95653;-3361;3000;7
Облако-облако;2023-08-23 09:22:45;769397178;44.29741;38.97983;2689;3103;6
Облако-земля;2023-08-23 09:23:17;291143543;44.27187;38.94282;-4083;0;6
Облако-облако;2023-08-23 09:23:34;16288271;44.29199;38.9876;1646;5734;7
Облако-облако;2023-08-23 09:23:36;928026858;44.2878;38.97694;2862;9198;8
Облако-облако;2023-08-23 09:23:39;209835259;44.27737;38.99604;2494;7580;6
Облако-облако;2023-08-23 09:23:46;429412334;44.31134;38.9943;2300;6991;6
Облако-земля;2023-08-23 09:24:20;131868257;44.28587;39.0282399;6762;0;14
Облако-облако;2023-08-23 09:24:35;606619723;44.25893;39.00316;1786;11604;7
Облако-облако;2023-08-23 09:25:10;450898509;44.30372;39.08206;-2771;5953;7
Облако-земля;2023-08-23 09:25:14;119180447;44.49516;39.34024;-5947;0;13
Облако-облако;2023-08-23 09:25:55;972198222;44.28078;39.0177;3348;11241;7
Облако-облако;2023-08-23 09:27:20;552525911;44.2945;39.02287;4237;3408;8
Облако-облако;2023-08-23 09:28:45;464736152;44.30336;38.97979;1638;4232;5
Облако-облако;2023-08-23 09:29:37;493496057;44.30477;38.98506;-9043;14681;12
Облако-облако;2023-08-23 09:29:49;199675409;44.26019;39.0147;3439;16452;7
Облако-облако;2023-08-23 09:30:05;726999613;44.29643;38.96504;2195;3866;5
Облако-облако;2023-08-23 09:31:43;314795162;44.49548;39.36597;8063;7818;12
Облако-облако;2023-08-23 09:31:49;789827011;44.2856;38.98807;4634;7576;10
Облако-облако;2023-08-23 09:31:49;887628559;44.30122;39.11551;-1983;3613;7
Облако-облако;2023-08-23 09:32:34;770589473;44.27702;38.98796;2792;9361;6
Облако-облако;2023-08-23 09:32:59;448506316;44.29856;38.99457;1441;3000;6
Облако-облако;2023-08-23 09:33:43;569749989;44.28342;39.15649;-5047;3000;9
Облако-земля;2023-08-23 09:34:21;413632117;44.49921;39.3700199;11987;0;11
Облако-облако;2023-08-23 09:35:05;753234165;44.21043;39.14418;-1957;3172;9
Облако-облако;2023-08-23 09:35:05;846719968;44.27293;39.01224;9203;8452;12
Облако-облако;2023-08-23 09:35:48;88242561;44.29987;39.11108;2389;9534;6
Облако-облако;2023-08-23 09:37:24;826271588;44.28784;39.00774;2708;18912;7
Облако-облако;2023-08-23 09:40:44;674101480;44.26973;39.02399;5995;11395;10
Облако-облако;2023-08-23 09:42:25;753567280;44.29169;39.05496;3835;6719;7
Облако-облако;2023-08-23 10:16:37;480375225;44.2209;39.13762;-4853;15930;8
Облако-земля;2023-08-23 10:18:16;982327792;44.24185;39.05896;-15833;0;19
Облако-облако;2023-08-23 10:18:56;217826562;44.18776;39.06716;4935;4043;11
Облако-облако;2023-08-23 10:19:31;89309616;44.18462;39.10193;4484;3000;8
Облако-облако;2023-08-23 10:19:49;304052513;44.19011;39.07147;-3990;4444;7
Облако-земля;2023-08-23 10:20:44;983669769;44.21463;39.07726;-6418;0;12
Облако-земля;2023-08-23 10:20:45;60525107;44.29531;39.20916;-7597;0;10
Облако-облако;2023-08-23 10:23:58;759869608;44.2122;39.08618;1413;4369;5
Облако-облако;2023-08-23 10:24:11;148113630;44.18723;39.08849;5697;11052;8
Облако-земля;2023-08-23 10:25:15;631908375;44.21692;38.97138;-25248;0;7
Облако-облако;2023-08-23 10:55:00;359995576;44.16837;39.22442;4323;10742;7
Облако-облако;2023-08-23 11:06:14;582906779;44.13594;39.25512;4986;9982;7
Облако-земля;2023-08-23 11:07:14;420923655;44.16276;39.28597;-6625;0;7
Облако-облако;2023-08-23 12:54:13;56095395;44.50126;38.9501;5340;5153;9
Облако-облако;2023-08-23 12:55:57;553286663;44.49823;38.9671499;2701;7537;7
Облако-облако;2023-08-23 12:56:22;768259660;44.50767;38.96622;-6922;4311;8
Облако-облако;2023-08-23 12:57:09;962855741;44.49363;38.9666;2393;3981;6
Облако-облако;2023-08-23 12:57:52;347825693;44.50533;38.94206;2012;4960;6
Облако-облако;2023-08-23 12:58:29;948119140;44.5087;38.9804699;1984;19894;5
Облако-облако;2023-08-23 13:01:40;368628029;44.49771;39.01621;-3518;5332;7
