Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-11-20 15:11:38;541269671;41.3558499;36.61066;-11843;0;15
Облако-земля;2023-11-20 15:25:35;135295996;41.13268;38.08866;-6768;0;12
Облако-облако;2023-11-20 15:29:30;566241517;41.12581;38.09007;-9786;4887;12
Облако-земля;2023-11-20 15:44:48;92762768;41.40966;36.30392;-11342;0;12
Облако-земля;2023-11-20 15:45:46;296407025;41.40313;36.33256;-13850;0;11
Облако-земля;2023-11-20 15:46:48;693551882;41.40667;36.29728;-25453;0;16
Облако-земля;2023-11-20 15:47:51;507992828;41.40678;36.32241;-14161;0;12
Облако-земля;2023-11-20 15:49:40;14428331;41.45956;36.66289;23357;0;14
Облако-земля;2023-11-20 15:52:50;638929915;41.45972;36.69112;-5808;0;13
Облако-земля;2023-11-20 16:04:23;890739506;41.40752;36.48722;-10304;0;7
Облако-облако;2023-11-20 16:05:57;525221799;41.41313;36.5129499;5609;12062;10
Облако-земля;2023-11-20 16:08:22;874163912;41.3989199;36.53667;-6613;0;13
Облако-земля;2023-11-20 16:22:40;631569353;41.1594399;37.63879;-4713;0;11
Облако-земля;2023-11-20 16:26:07;768483346;41.15291;37.6578;-5828;0;12
Облако-облако;2023-11-20 16:27:47;834505710;41.1621499;37.68733;13536;11108;13
Облако-земля;2023-11-20 16:29:29;111205346;41.18709;37.75031;-34141;0;18
Облако-земля;2023-11-20 16:30:12;236804943;41.14192;37.75594;-19233;0;15
Облако-облако;2023-11-20 16:30:12;87210762;41.06364;37.59137;-30169;3000;12
Облако-земля;2023-11-20 16:31:43;335830794;41.20387;37.76624;-18589;0;9
Облако-земля;2023-11-20 16:34:38;822514136;41.15889;37.70412;-96326;0;18
Облако-земля;2023-11-20 16:37:44;526867757;41.12556;37.91144;-11661;0;12
Облако-облако;2023-11-20 16:38:06;585578947;41.12881;37.79007;-9004;10559;11
Облако-земля;2023-11-20 16:42:39;31432373;41.28676;37.87842;-245322;0;7
Облако-земля;2023-11-20 16:42:39;244095768;41.12268;37.8397099;-13198;0;13
Облако-облако;2023-11-20 16:43:14;531958224;41.20036;37.81432;-12947;11196;13
Облако-земля;2023-11-20 16:43:14;588251886;41.14843;37.9371;-7063;0;12
Облако-земля;2023-11-20 16:44:34;379480666;41.18532;37.75;-12486;0;8
Облако-облако;2023-11-20 16:45:00;315004096;41.38737;37.7091;-13004;19469;7
Облако-земля;2023-11-20 16:47:42;384745922;41.14157;37.84542;-7806;0;12
Облако-земля;2023-11-20 16:50:16;646828923;41.19837;37.60451;-5809;0;7
Облако-земля;2023-11-20 16:51:23;189207132;41.13868;37.8730199;-151147;0;17
Облако-земля;2023-11-20 16:52:34;196214464;41.18798;37.65307;-8000;0;13
Облако-земля;2023-11-20 16:54:26;223290953;41.13232;38.09221;-11900;0;12
Облако-облако;2023-11-20 16:54:26;177773489;41.2431399;37.9355;-6828;13515;13
Облако-земля;2023-11-20 16:56:07;997505934;41.14884;37.83984;9980;0;12
Облако-земля;2023-11-20 16:56:45;746016372;41.15079;38.12576;-5117;0;11
Облако-земля;2023-11-20 16:57:35;941395561;41.16634;37.79376;-4544;0;7
Облако-земля;2023-11-20 16:57:40;46386448;41.13853;38.10239;-8554;0;13
Облако-земля;2023-11-20 16:58:17;868003534;41.15056;37.97199;-7577;0;13
Облако-облако;2023-11-20 17:00:03;194970972;41.13444;38.14454;-3425;13147;8
Облако-земля;2023-11-20 17:01:30;295531419;41.14618;38.11186;-5662;0;12
Облако-земля;2023-11-20 17:01:48;850731237;41.16222;37.97807;-7271;0;11
Облако-земля;2023-11-20 17:03:59;500907523;41.15844;37.84671;30578;0;15
Облако-земля;2023-11-20 17:05:33;125785779;41.12955;38.12679;-6534;0;7
Облако-земля;2023-11-20 17:05:33;117998042;41.16931;37.85793;-104636;0;12
Облако-облако;2023-11-20 17:05:44;509218248;41.15581;37.83061;-15179;11221;14
Облако-облако;2023-11-20 17:05:44;494385951;41.24216;38.29064;-22849;12892;16
Облако-земля;2023-11-20 17:06:59;756808795;41.1644999;37.85006;-13026;0;15
Облако-земля;2023-11-20 17:08:02;960554129;41.14492;37.87001;-9848;0;11
Облако-земля;2023-11-20 17:08:54;857722500;41.19362;38.00809;-5683;0;6
Облако-земля;2023-11-20 17:09:22;444641998;41.16053;37.86076;-11287;0;16
Облако-земля;2023-11-20 17:11:36;452009000;41.168;37.8008;-95536;0;9
Облако-земля;2023-11-20 17:12:31;816715850;41.16273;38.06265;-57044;0;20
Облако-земля;2023-11-20 17:13:14;945114178;41.15528;37.89312;-36461;0;17
Облако-земля;2023-11-20 17:13:54;372317268;41.1497699;37.93335;-9331;0;12
Облако-облако;2023-11-20 17:14:29;472185516;41.13834;38.01952;-62162;15460;11
Облако-облако;2023-11-20 17:15:03;101886050;41.12118;37.93741;4383;10751;6
Облако-земля;2023-11-20 17:16:01;151161785;41.19016;37.93645;-20617;0;17
Облако-облако;2023-11-20 17:17:33;418847975;41.1806399;38.07203;-16393;12207;9
Облако-земля;2023-11-20 17:18:51;239901000;41.1343;37.7451;-94143;0;7
Облако-облако;2023-11-20 17:18:51;239454768;41.25593;37.82051;-24974;6678;11
Облако-облако;2023-11-20 17:18:51;615550772;41.19397;38.05319;-5588;19488;8
Облако-облако;2023-11-20 17:21:12;4545494;41.14331;38.30577;13281;13359;15
Облако-облако;2023-11-20 17:21:13;691937420;41.16758;38.01762;3500;12523;8
Облако-облако;2023-11-20 17:21:54;995254383;41.2641;38.1993;-8601;11449;9
Облако-земля;2023-11-20 17:21:54;996207265;41.1672;38.07552;-65445;0;19
Облако-облако;2023-11-20 17:22:53;270634209;41.29247;38.21154;-23924;4004;13
Облако-земля;2023-11-20 17:22:53;274607070;41.1552;38.01672;-8353;0;12
Облако-облако;2023-11-20 17:23:59;406058030;41.16828;38.03049;3114;7560;6
Облако-земля;2023-11-20 17:24:17;264109586;41.13814;38.29675;-8283;0;11
Облако-земля;2023-11-20 17:25:01;466354000;41.2817;37.9608;-17622;0;5
Облако-облако;2023-11-20 17:25:01;463829756;41.17424;38.0818;16090;11441;13
Облако-земля;2023-11-20 17:25:21;970136835;41.14559;38.3333;-8330;0;11
Облако-земля;2023-11-20 17:25:37;238189127;41.19026;38.07882;-4230;0;10
Облако-облако;2023-11-20 17:26:55;251858277;41.27861;38.16069;12845;13619;8
Облако-облако;2023-11-20 17:27:03;704373964;41.21608;38.65697;-20345;13029;10
Облако-земля;2023-11-20 17:27:04;191330946;41.09394;38.41186;-38090;0;15
Облако-облако;2023-11-20 17:28:05;24042042;41.15796;38.08827;13708;18725;7
Облако-облако;2023-11-20 17:31:10;65312386;41.08566;38.10463;-7850;3005;7
Облако-земля;2023-11-20 17:31:10;87899170;41.28675;38.2761799;-6533;0;12
Облако-облако;2023-11-20 17:32:43;966368278;41.27491;38.29226;-4989;15050;9
