Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-04-19 00:25:30;543426615;41.24071;36.73718;-9909;15695;16
Облако-облако;2023-04-19 00:27:43;330003185;41.4387;36.41028;2419;11794;6
Облако-облако;2023-04-19 00:29:22;55314819;41.4966099;36.38761;4732;3118;6
Облако-земля;2023-04-19 00:31:16;37199943;41.54731;36.41604;-6524;0;11
Облако-земля;2023-04-19 00:33:28;537360426;41.5366;36.58007;-8235;0;14
Облако-облако;2023-04-19 00:34:57;109598900;41.47964;36.47829;3098;3007;9
Облако-облако;2023-04-19 00:37:28;70836780;41.69009;36.2583399;4519;7009;7
Облако-облако;2023-04-19 03:42:00;334950254;43.66245;40.45317;6360;3001;13
Облако-облако;2023-04-19 04:06:04;776067164;42.89731;43.28457;-3878;5669;6
Облако-земля;2023-04-19 04:54:37;645448515;43.26634;41.50358;-9833;0;16
Облако-земля;2023-04-19 04:58:58;635251387;43.28388;41.48305;-5239;0;7
Облако-облако;2023-04-19 05:09:41;320986996;43.23026;41.82689;-4185;16920;8
Облако-земля;2023-04-19 06:28:59;906853173;43.01987;40.7161199;-2997;0;7
Облако-облако;2023-04-19 06:32:11;975226890;43.3226;40.47968;3517;10306;10
Облако-облако;2023-04-19 06:35:33;274721613;43.00483;40.68883;3271;13318;8
Облако-облако;2023-04-19 06:41:53;921038061;43.09119;40.83557;-10651;19070;7
Облако-облако;2023-04-19 06:45:24;365924247;43.40714;40.54529;7013;17729;13
Облако-земля;2023-04-19 06:57:19;477540199;43.14149;40.98305;-134233;0;13
Облако-земля;2023-04-19 07:05:24;879481385;43.4216399;40.98046;-5607;0;10
Облако-облако;2023-04-19 07:21:33;332952119;43.3563199;41.24696;-36966;18279;11
Облако-земля;2023-04-19 07:22:56;512651816;43.28615;41.16586;-6558;0;11
Облако-земля;2023-04-19 07:23:51;828794413;43.2751499;41.19179;-1553;0;5
Облако-земля;2023-04-19 07:24:54;452378115;43.38589;41.15811;-8263;0;11
Облако-земля;2023-04-19 07:27:45;52733571;43.38966;41.20785;-10046;0;13
Облако-облако;2023-04-19 07:28:51;297065747;43.18519;41.3222;-5909;3534;13
Облако-земля;2023-04-19 07:29:32;172513745;43.36619;41.23201;-6256;0;11
Облако-земля;2023-04-19 07:30:56;748882399;43.36787;41.23122;-7530;0;11
Облако-земля;2023-04-19 07:34:06;915998084;43.34584;41.2668899;-3863;0;9
Облако-облако;2023-04-19 07:35:15;18595898;43.18517;41.31082;-2445;12104;7
Облако-земля;2023-04-19 07:35:16;365909717;43.37503;41.27782;-5748;0;7
Облако-облако;2023-04-19 07:35:16;342847701;43.48679;41.3757;-3810;7456;11
Облако-земля;2023-04-19 07:43:11;406467070;43.2509299;41.32262;-6035;0;14
Облако-облако;2023-04-19 07:44:06;753229850;43.2229;41.38208;-3450;18937;8
Облако-облако;2023-04-19 07:46:57;923762580;43.21729;41.40601;-3873;15273;8
Облако-облако;2023-04-19 07:48:45;626069562;43.30023;41.54996;-6863;17817;8
Облако-земля;2023-04-19 07:51:57;778338709;43.23515;41.44939;-10558;0;12
Облако-земля;2023-04-19 07:52:21;334263118;43.22343;41.46436;-3444;0;8
Облако-облако;2023-04-19 07:53:43;428139407;43.22919;41.46497;-1908;15182;6
Облако-земля;2023-04-19 07:55:04;484301976;43.28734;41.49187;-3203;0;8
Облако-земля;2023-04-19 07:55:41;868026264;43.27884;41.49415;-2991;0;6
Облако-земля;2023-04-19 07:55:51;770945659;43.24224;41.54844;-4395;0;11
Облако-земля;2023-04-19 07:55:55;226742130;43.21752;41.56077;-3897;0;14
Облако-земля;2023-04-19 07:56:13;870049854;43.25717;41.54055;-29691;0;16
Облако-облако;2023-04-19 07:56:24;459190461;43.24807;41.5643699;-3138;18209;8
Облако-облако;2023-04-19 07:56:26;788174090;43.2629;41.46062;-1708;12500;7
Облако-земля;2023-04-19 07:57:01;146560450;43.30828;41.50646;-6217;0;12
Облако-облако;2023-04-19 07:57:38;807361511;43.26516;41.52971;3053;14119;7
Облако-облако;2023-04-19 07:58:00;599044054;43.25061;41.54621;1796;11550;5
Облако-облако;2023-04-19 07:58:26;111517761;43.25899;41.54487;-5180;18825;9
Облако-облако;2023-04-19 07:58:39;742369975;43.2595;41.55995;1541;11213;5
Облако-земля;2023-04-19 07:58:55;792108632;43.26814;41.48932;-4521;0;11
Облако-облако;2023-04-19 07:59:16;664456573;43.25326;41.56606;2009;11690;5
Облако-облако;2023-04-19 08:00:18;246259654;43.2740099;41.56915;1829;3028;6
Облако-облако;2023-04-19 08:00:19;652124037;43.22492;41.66181;-2389;12287;7
Облако-облако;2023-04-19 08:00:47;897916522;43.27198;41.57356;1258;11392;5
Облако-облако;2023-04-19 08:01:09;468241339;43.32622;41.6851;-4025;6358;14
Облако-облако;2023-04-19 08:01:09;285323874;43.22227;41.57728;-5218;9641;11
