"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2020-11-01 00:00:10";625618000;42.4619;39.6849;28616;0;8
Облако-земля;"2020-11-01 00:00:10";702408000;42.4635;39.6776;24317;0;5
Облако-облако;"2020-11-01 00:00:10";831501182;42.48677;39.636;-12235;16147;6
Облако-земля;"2020-11-01 00:00:20";228880400;41.77967;39.05531;-27313;0;13
Облако-земля;"2020-11-01 00:00:25";452964000;42.5065;39.7352;-11306;0;5
Облако-облако;"2020-11-01 00:00:41";920670090;41.59898;38.86339;12029;17998;8
Облако-земля;"2020-11-01 00:00:43";213404000;42.4299;39.6465;29771;0;6
Облако-земля;"2020-11-01 00:00:43";230885736;42.44144;39.69812;-5800;0;8
Облако-облако;"2020-11-01 00:00:44";114972642;41.83811;39.14626;23354;19139;5
Облако-облако;"2020-11-01 00:00:53";741885134;42.45915;39.72172;23724;16445;8
Облако-земля;"2020-11-01 00:00:56";295659000;42.494;39.5996;18276;0;6
Облако-земля;"2020-11-01 00:00:56";535762000;42.5903;39.4995;-9475;0;5
Облако-земля;"2020-11-01 00:00:56";409921054;42.4757;39.69126;-16857;0;11
Облако-земля;"2020-11-01 00:01:13";984371988;41.853;39.21439;-38442;0;7
Облако-земля;"2020-11-01 00:01:17";130349000;42.4863;39.7156;76679;0;9
Облако-земля;"2020-11-01 00:01:17";232849000;42.4957;39.711;20148;0;7
Облако-земля;"2020-11-01 00:01:17";190649640;42.47345;39.77866;-36765;0;10
Облако-земля;"2020-11-01 00:01:19";151214128;42.46134;39.72135;-5580;0;6
Облако-земля;"2020-11-01 00:01:29";558658252;42.4022;41.07295;-6739;0;5
Облако-земля;"2020-11-01 00:01:35";250875000;43.0441;40.3011;-1650;0;7
Облако-земля;"2020-11-01 00:01:35";666286000;43.0325;39.9215;21812;0;11
Облако-земля;"2020-11-01 00:01:35";756192000;42.8622;39.8287;-15139;0;5
Облако-облако;"2020-11-01 00:01:35";35420961;42.93939;40.30852;24456;11086;9
Облако-земля;"2020-11-01 00:01:37";578182000;42.6624;39.6292;17777;0;6
Облако-земля;"2020-11-01 00:01:47";443762000;42.4558;41.0497;15772;0;7
Облако-земля;"2020-11-01 00:01:47";544104000;42.5302;41.0055;-5155;0;7
Облако-облако;"2020-11-01 00:01:47";978933410;42.37959;41.0235;7333;8954;6
Облако-земля;"2020-11-01 00:01:48";108230000;42.3753;40.9882;-10788;0;5
Облако-земля;"2020-11-01 00:01:48";765533000;42.6325;41.0389;-11471;0;5
Облако-земля;"2020-11-01 00:01:48";315075000;42.4084999;40.9997;-12412;0;5
Облако-земля;"2020-11-01 00:01:51";133913000;42.4562;39.6778;35784;0;7
Облако-земля;"2020-11-01 00:01:51";166365551;42.48073;39.75661;-27013;0;8
Облако-земля;"2020-11-01 00:02:04";235855000;42.5103;39.682;20985;0;8
Облако-земля;"2020-11-01 00:02:04";175340000;42.4413;39.7209999;21565;0;7
Облако-земля;"2020-11-01 00:02:04";629720000;42.4923;39.7253;-13429;0;8
Облако-облако;"2020-11-01 00:02:04";143883060;42.38905;40.91209;6685;11559;6
Облако-облако;"2020-11-01 00:02:04";275034268;42.48657;39.763;9767;14145;6
Облако-земля;"2020-11-01 00:02:16";759268000;42.4474;41.1317;16674;0;5
Облако-облако;"2020-11-01 00:02:27";447625613;42.39291;41.14353;15849;6392;6
Облако-земля;"2020-11-01 00:02:29";875449000;42.4529;39.6405;22355;0;5
Облако-земля;"2020-11-01 00:02:29";819974000;42.5113;39.6914;22870;0;5
Облако-земля;"2020-11-01 00:02:36";445910000;42.4264;40.9669;-16248;0;9
Облако-земля;"2020-11-01 00:02:36";419406000;42.4393;40.9655;-12002;0;6
Облако-земля;"2020-11-01 00:02:39";916767371;42.47916;39.76527;-35615;0;10
Облако-земля;"2020-11-01 00:02:39";860937000;42.6232;39.6541;-14051;0;7
Облако-облако;"2020-11-01 00:02:39";982989128;42.39029;41.06519;13017;15777;8
Облако-земля;"2020-11-01 00:02:41";621456635;41.83967;39.16817;-24120;0;17
Облако-земля;"2020-11-01 00:02:41";789055000;41.908;39.1546;16769;0;6
Облако-облако;"2020-11-01 00:02:46";198037500;42.45545;41.19543;-9506;16174;5
Облако-земля;"2020-11-01 00:02:53";260370000;42.5334999;39.753;28084;0;7
Облако-облако;"2020-11-01 00:02:53";326983848;42.5096;39.6757;16060;8634;6
Облако-земля;"2020-11-01 00:03:05";50077000;42.5054;39.7268;43657;0;7
Облако-земля;"2020-11-01 00:03:05";280407000;42.5535;39.7549;17874;0;7
Облако-земля;"2020-11-01 00:03:05";146818000;42.5031;39.6988;27240;0;7
Облако-облако;"2020-11-01 00:03:06";897923894;42.43808;40.96044;-6625;16148;5
Облако-земля;"2020-11-01 00:03:16";844671000;42.4236;41.0257999;22307;0;7
Облако-облако;"2020-11-01 00:03:17";469283662;41.73993;39.19624;-7995;16369;5
Облако-земля;"2020-11-01 00:03:22";226483589;42.47116;39.70647;-24964;0;14
Облако-облако;"2020-11-01 00:03:39";440548176;41.74519;39.26498;3402;11718;5
Облако-земля;"2020-11-01 00:03:40";614506000;42.503;39.7004;31775;0;7
Облако-земля;"2020-11-01 00:03:40";655566000;42.5733;39.7161;60920;0;12
Облако-облако;"2020-11-01 00:03:40";671362815;42.51268;39.77171;8644;17650;7
Облако-земля;"2020-11-01 00:03:54";871166000;42.4953;39.6922;32146;0;7
Облако-облако;"2020-11-01 00:03:57";799943953;41.87786;39.74803;11831;14012;8
Облако-земля;"2020-11-01 00:04:03";86370000;42.4504;41.0259;40645;0;10
Облако-земля;"2020-11-01 00:04:03";197565000;42.5603;41.0382;25144;0;10
Облако-земля;"2020-11-01 00:04:14";593557000;42.6251;39.5711;33568;0;7
Облако-земля;"2020-11-01 00:04:14";621745000;42.5683;39.8651;-14956;0;6
Облако-облако;"2020-11-01 00:04:14";906564120;42.55249;39.80998;-3740;19371;5
