Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-03-26 06:56:42;922496720;42.84278;41.86828;-17014;0;15
Облако-земля;2023-03-26 10:50:25;562940444;44.40811;40.67011;-3267;0;8
Облако-земля;2023-03-26 10:51:17;920715933;44.36083;40.6875799;-17052;0;15
Облако-земля;2023-03-26 10:52:27;481293372;44.39745;40.67326;-8457;0;14
Облако-земля;2023-03-26 10:54:08;79920231;44.38013;40.7112399;-10578;0;13
Облако-облако;2023-03-26 10:57:54;706776462;44.38344;40.7155;-9143;3000;14
Облако-облако;2023-03-26 12:54:56;145228739;41.00981;44.62332;-3405;17261;7
Облако-земля;2023-03-26 12:56:49;196337581;41.00537;44.79139;55509;0;14
Облако-облако;2023-03-26 12:58:31;341571768;41.02128;44.82583;-4119;18106;8
Облако-облако;2023-03-26 13:01:26;402006246;41.83293;44.04278;-4961;12305;14
Облако-облако;2023-03-26 13:01:26;299558230;41.87445;43.8954499;-4554;9603;11
Облако-облако;2023-03-26 13:02:40;699818147;41.06385;44.93221;-4397;5666;9
Облако-облако;2023-03-26 13:02:59;472757665;41.0102199;44.75565;-3074;17137;6
Облако-облако;2023-03-26 13:03:31;896517147;41.14253;44.50989;3823;12514;7
Облако-облако;2023-03-26 13:04:27;417125173;41.05809;44.64632;-3491;6975;8
Облако-облако;2023-03-26 13:04:41;315560150;41.06909;44.8969499;-10081;18089;8
Облако-земля;2023-03-26 13:04:58;684270867;41.09071;44.57839;-3039;0;6
Облако-облако;2023-03-26 13:05:06;581800801;41.06024;44.65876;-3101;10732;7
Облако-облако;2023-03-26 13:05:14;241968929;41.01709;44.80032;-5556;4230;10
Облако-облако;2023-03-26 13:05:56;716834617;41.0257;44.62416;-4053;17157;6
Облако-облако;2023-03-26 13:06:20;500478277;41.03253;44.54969;-5277;7499;12
Облако-облако;2023-03-26 13:06:33;467776132;41.0515;44.6248999;-5493;7915;7
Облако-облако;2023-03-26 13:09:39;176290795;41.05982;44.70076;-4163;3631;6
Облако-облако;2023-03-26 13:09:39;228246928;41.01477;44.87176;-4192;18433;8
Облако-облако;2023-03-26 13:09:45;868354014;41.01675;44.85766;-5993;10803;10
Облако-облако;2023-03-26 13:10:28;839315000;41.01788;44.88035;-4263;12955;8
Облако-облако;2023-03-26 13:10:29;336194653;41.01726;44.70443;-3168;18979;7
Облако-земля;2023-03-26 13:10:38;116087092;41.78198;44.05389;-8541;0;11
Облако-земля;2023-03-26 13:11:42;800510678;41.75441;44.06624;-17052;0;12
Облако-облако;2023-03-26 13:11:43;303990905;41.05344;44.60116;-4651;19622;11
Облако-земля;2023-03-26 13:11:47;777707432;41.12151;44.46498;-4487;0;9
Облако-облако;2023-03-26 13:12:22;763993545;41.00024;44.67724;-2473;18144;5
Облако-облако;2023-03-26 13:12:45;319964731;41.13981;44.58466;-3080;16821;7
Облако-облако;2023-03-26 13:12:59;895038890;41.1457;45.02572;-3960;7808;12
Облако-земля;2023-03-26 13:14:52;211778030;41.77818;44.04334;-6053;0;10
Облако-облако;2023-03-26 13:15:12;965797105;41.07937;44.6041;-4396;15577;7
Облако-облако;2023-03-26 13:15:46;534981468;41.00921;45.01131;-7840;15468;12
Облако-облако;2023-03-26 13:19:50;135658728;41.0644599;44.84905;-2829;12392;7
Облако-облако;2023-03-26 13:22:13;638995189;41.0557;44.9504499;-8545;4055;8
Облако-облако;2023-03-26 13:25:55;568295857;41.06889;44.6231099;-7187;5759;10
Облако-облако;2023-03-26 13:25:55;567599386;41.01479;44.90381;-24716;7233;12
Облако-облако;2023-03-26 13:34:07;444595631;41.0179199;44.78033;-6280;19554;7
Облако-земля;2023-03-26 13:35:54;469193167;41.00019;44.29595;7377;0;10
Облако-облако;2023-03-26 13:35:54;441987038;41.03167;44.48922;-15427;7481;12
Облако-облако;2023-03-26 13:37:54;326130553;41.01882;44.98791;-5800;19451;12
