Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-09-13 00:00:17;290360591;42.5240099;41.3230099;5114;3012;11
Облако-земля;2023-09-13 00:00:31;584473998;42.49447;41.1257499;-13964;0;8
Облако-облако;2023-09-13 00:00:44;366856707;42.46413;41.13893;5965;4058;6
Облако-облако;2023-09-13 00:01:01;402097367;43.20526;39.6528599;9434;5537;12
Облако-земля;2023-09-13 00:01:01;400712218;43.27734;39.76714;30374;0;7
Облако-земля;2023-09-13 00:01:19;95611190;42.64953;40.71731;-13020;0;7
Облако-облако;2023-09-13 00:01:19;87905119;42.73117;40.82616;-13011;4581;13
Облако-облако;2023-09-13 00:01:46;658419831;42.4794;41.07679;-2814;7912;6
Облако-облако;2023-09-13 00:01:47;561472167;42.48334;41.14252;3596;18123;8
Облако-облако;2023-09-13 00:02:08;760798298;42.47666;41.1518299;4225;18112;9
Облако-облако;2023-09-13 00:02:08;865072665;42.53726;41.29425;-4160;17165;7
Облако-облако;2023-09-13 00:02:09;359312793;43.20743;39.65217;-4358;4419;8
Облако-облако;2023-09-13 00:02:40;457059994;42.5978;41.23909;4443;7979;9
Облако-земля;2023-09-13 00:02:52;28967882;42.42407;41.04658;-8178;0;10
Облако-облако;2023-09-13 00:03:42;465990269;42.59328;41.20517;3229;17324;6
Облако-облако;2023-09-13 00:03:42;472492525;42.49025;41.14738;3289;4645;6
Облако-облако;2023-09-13 00:04:01;977885632;42.48028;41.1371899;4859;3092;10
Облако-облако;2023-09-13 00:04:32;529237993;42.48653;41.13218;4243;16632;10
Облако-земля;2023-09-13 00:05:00;10623919;42.49827;41.13669;-4824;0;9
Облако-облако;2023-09-13 00:05:23;770468849;42.44652;41.14584;6493;17820;9
Облако-облако;2023-09-13 00:05:46;490222072;42.51458;41.35646;9326;15391;11
Облако-облако;2023-09-13 00:05:46;484652136;42.5296499;41.19107;-3211;3008;7
Облако-облако;2023-09-13 00:06:01;888652183;42.45968;41.14605;-2183;3001;6
Облако-облако;2023-09-13 00:06:09;108228818;43.25757;39.73205;-18201;3748;14
Облако-облако;2023-09-13 00:06:10;215612141;42.46465;41.15796;6197;17592;13
Облако-облако;2023-09-13 00:06:23;420599079;42.49264;41.08849;8997;5009;10
Облако-земля;2023-09-13 00:06:34;147738562;42.47598;41.13304;-7433;0;6
Облако-облако;2023-09-13 00:06:38;155530744;42.50136;41.29126;-4275;13007;10
Облако-земля;2023-09-13 00:07:01;839192656;42.46543;41.12703;-19588;0;10
Облако-облако;2023-09-13 00:07:07;303054672;42.47263;41.16371;4517;6083;11
Облако-облако;2023-09-13 00:07:57;63261506;42.53902;41.31112;5366;14478;7
Облако-облако;2023-09-13 00:08:09;759717675;42.58281;41.2185;3586;7090;7
Облако-земля;2023-09-13 00:08:34;903861972;43.23442;39.5809;-12383;0;6
Облако-облако;2023-09-13 00:08:34;877330618;43.28532;39.7122;5236;4661;9
Облако-облако;2023-09-13 00:08:38;753188703;42.46161;41.16375;7700;18133;11
Облако-облако;2023-09-13 00:08:38;738248140;42.53338;41.2845;8564;4810;15
Облако-облако;2023-09-13 00:09:03;882891973;42.45699;41.15993;6298;19580;7
Облако-облако;2023-09-13 00:09:03;884037726;42.56313;41.21342;7317;4520;7
Облако-облако;2023-09-13 00:09:13;366882320;42.37223;41.06698;5483;14595;12
Облако-облако;2023-09-13 00:09:23;188208030;42.4670599;41.15116;3674;3227;9
Облако-облако;2023-09-13 00:09:59;550934156;42.54475;41.27228;15252;4321;8
Облако-облако;2023-09-13 00:09:59;566412294;42.47235;41.13533;6790;16528;7
Облако-облако;2023-09-13 00:10:40;213795277;42.46455;41.17507;7927;3883;13
Облако-облако;2023-09-13 00:10:40;214438370;42.51867;41.32821;15331;6556;15
Облако-облако;2023-09-13 00:11:16;146932563;43.26499;39.73259;-8507;9800;14
Облако-облако;2023-09-13 00:11:16;148151651;43.19038;39.63675;3331;5973;9
Облако-земля;2023-09-13 00:11:19;930879708;42.47164;41.18147;-10913;0;13
Облако-облако;2023-09-13 00:11:37;871027082;42.47578;41.14135;9279;9395;14
Облако-облако;2023-09-13 00:11:37;872286337;42.52834;41.27597;8068;3026;13
Облако-облако;2023-09-13 00:12:55;886097437;42.5589299;41.26075;10226;3326;15
Облако-земля;2023-09-13 00:14:34;542159146;43.21622;39.58658;-31516;0;15
Облако-земля;2023-09-13 00:14:34;678096682;42.4231;41.22673;-33753;0;18
Облако-облако;2023-09-13 00:14:34;690775558;42.55768;41.2487799;9341;6131;12
Облако-облако;2023-09-13 00:14:55;303296216;42.5634;41.2294;5844;3289;8
Облако-земля;2023-09-13 00:15:10;503361770;42.51786;41.18331;-6712;0;10
Облако-облако;2023-09-13 00:16:02;226179077;42.5539599;41.27926;4381;4657;13
Облако-облако;2023-09-13 00:16:30;338267763;42.48015;41.33591;3312;3296;7
Облако-облако;2023-09-13 00:16:42;797019050;42.54681;41.18708;-3839;7917;8
Облако-облако;2023-09-13 00:17:08;9678329;42.51411;41.30196;8155;14977;7
Облако-облако;2023-09-13 00:17:08;345320493;42.60206;41.21694;3648;9536;8
Облако-облако;2023-09-13 00:17:28;465916936;42.54212;41.30594;7598;16291;10
Облако-облако;2023-09-13 00:17:48;849544357;42.47989;41.15019;3534;19581;8
Облако-облако;2023-09-13 00:17:48;617522232;42.58565;41.21596;4779;4597;11
Облако-облако;2023-09-13 00:18:02;787706997;42.56705;41.21469;3070;14161;7
Облако-земля;2023-09-13 00:18:03;351190480;42.4799099;41.15163;-5704;0;11
Облако-облако;2023-09-13 00:18:21;472920306;42.47964;41.15507;5372;4146;10
Облако-облако;2023-09-13 00:19:05;654402457;42.55181;41.38059;3801;7545;12
Облако-земля;2023-09-13 00:19:06;263775117;42.43141;41.0652199;-12796;0;14
Облако-земля;2023-09-13 00:19:47;38884747;42.47919;41.1551199;-6594;0;7
Облако-облако;2023-09-13 00:19:47;48309971;42.59426;41.2293;8327;4314;9
Облако-облако;2023-09-13 00:20:17;883112528;42.50677;41.35208;5279;12152;8
Облако-облако;2023-09-13 00:20:17;847098521;42.59164;41.18565;-3273;6500;7
Облако-облако;2023-09-13 00:20:17;711646624;42.4838499;41.1441;2697;19304;7
Облако-земля;2023-09-13 00:22:38;695412247;42.47649;41.2617199;25813;0;9
Облако-земля;2023-09-13 00:22:38;695928368;42.5456999;41.43155;29038;0;10
Облако-земля;2023-09-13 00:23:15;745099109;42.48622;41.27947;-3500;0;9
Облако-земля;2023-09-13 00:24:36;342407622;42.48631;41.13318;-3602;0;7
Облако-облако;2023-09-13 00:26:47;818959171;42.48185;41.14969;5893;18305;11
Облако-облако;2023-09-13 00:26:47;932182369;42.37845;41.06072;4119;6165;9
Облако-облако;2023-09-13 00:28:24;335595148;42.472;41.20274;5115;19547;9
Облако-облако;2023-09-13 00:28:24;329687517;42.55236;41.31284;13087;15592;15
Облако-облако;2023-09-13 00:29:09;6948244;42.51396;41.35672;8275;16650;11
Облако-облако;2023-09-13 00:29:09;10910530;42.47642;41.20306;8916;19199;14
Облако-облако;2023-09-13 00:29:47;646200519;42.5915899;41.27829;5825;6916;8
Облако-земля;2023-09-13 00:29:47;637356657;42.4807;41.19906;-7295;0;7
Облако-облако;2023-09-13 00:31:01;286093045;42.5419399;41.44976;18756;3009;16
Облако-облако;2023-09-13 00:32:24;731717752;42.59969;41.2705;3861;4782;7
Облако-земля;2023-09-13 00:33:37;752557425;42.49692;41.1819;25754;0;15
Облако-земля;2023-09-13 00:34:11;948818000;42.4992;41.2323;-19389;0;6
Облако-облако;2023-09-13 00:34:12;432497679;42.62944;41.39145;10373;3009;8
Облако-облако;2023-09-13 00:35:07;618835095;42.33873;41.10458;5509;5411;8
