"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2022-01-29 15:44:00";993169000;44.2620999;38.8175;-1828;0;7
Облако-земля;"2022-01-29 15:44:59";607999000;44.0932;38.6133;-2548;0;5
Облако-земля;"2022-01-29 15:44:59";602487000;43.9289;38.8115;-14667;0;5
Облако-облако;"2022-01-29 15:45:23";257147075;44.10765;38.8916899;7576;12056;9
Облако-земля;"2022-01-29 15:45:23";238033000;44.0918;38.8476;21978;0;9
Облако-земля;"2022-01-29 15:47:09";141298499;43.82033;39.1504;-16091;0;10
Облако-земля;"2022-01-29 15:47:09";127871000;43.9196;39.2639;74678;0;6
Облако-земля;"2022-01-29 15:47:09";299983000;43.84;39.1193;45769;0;9
Облако-земля;"2022-01-29 15:47:09";242695000;43.8426;39.0626;92133;0;8
Облако-земля;"2022-01-29 15:47:09";105476000;43.8289;39.0674;-185989;0;5
Облако-земля;"2022-01-29 15:51:40";451933000;44.3654;38.9341;-150208;0;9
Облако-земля;"2022-01-29 15:52:46";634712000;44.1755;38.9245;-437141;0;12
Облако-земля;"2022-01-29 15:52:47";152948000;44.2897;39.167;-7608;0;5
Облако-земля;"2022-01-29 16:08:13";382104000;43.6136;39.1039;56319;0;9
Облако-земля;"2022-01-29 16:08:13";449761000;43.9625;39.3363;-101910;0;5
Облако-земля;"2022-01-29 16:08:13";791511000;43.8044;39.3128;-29636;0;8
Облако-земля;"2022-01-29 16:08:14";154921000;43.7421999;39.2501;40068;0;9
Облако-облако;"2022-01-29 16:09:51";700820446;43.67901;39.23956;17840;17462;18
Облако-земля;"2022-01-29 16:09:51";762801000;43.9032;39.3504;-16218;0;5
Облако-земля;"2022-01-29 16:09:51";711767000;43.686;39.1762;108116;0;9
Облако-земля;"2022-01-29 16:11:49";555727985;43.64859;39.16945;-13087;0;10
Облако-облако;"2022-01-29 16:11:49";606702248;43.78022;39.26644;-10117;18779;15
Облако-земля;"2022-01-29 16:11:49";479223000;43.8051;39.0583;120239;0;6
Облако-земля;"2022-01-29 16:16:16";140668009;43.66534;39.30648;167129;0;19
Облако-земля;"2022-01-29 16:16:16";120828000;43.6569999;39.2351;58417;0;7
Облако-земля;"2022-01-29 16:16:16";241751000;43.8433;39.3267;-14223;0;6
Облако-облако;"2022-01-29 16:18:47";660381067;43.77405;38.96216;-20684;17017;5
Облако-земля;"2022-01-29 16:18:47";645380450;43.72466;39.2962599;-61113;0;16
Облако-земля;"2022-01-29 16:18:47";650356000;43.7158;39.2853;21613;0;5
Облако-земля;"2022-01-29 16:20:46";139922324;43.8015199;39.34259;-32221;0;8
Облако-земля;"2022-01-29 16:21:40";543473247;43.66193;39.24406;-50274;0;12
Облако-земля;"2022-01-29 16:21:40";640298000;43.8414;39.3083;16054;0;5
Облако-облако;"2022-01-29 16:22:25";361130330;43.72698;39.2742999;-20289;15332;10
Облако-земля;"2022-01-29 16:22:25";450431000;43.685;39.1808;-7925;0;5
Облако-земля;"2022-01-29 16:23:00";921592000;43.7241;39.2061;19802;0;10
Облако-облако;"2022-01-29 16:23:54";861682070;43.7091;39.26981;-20684;19004;18
Облако-земля;"2022-01-29 16:23:54";913522000;43.6855;39.2412;-14140;0;7
Облако-земля;"2022-01-29 16:23:55";90469000;43.6913;39.2081;18245;0;12
Облако-облако;"2022-01-29 16:24:39";249348676;43.72985;39.2981;-11070;18837;8
Облако-облако;"2022-01-29 16:25:21";243870734;43.76768;39.3287199;11584;17941;6
Облако-земля;"2022-01-29 16:25:21";287623000;43.7154;39.2855;31129;0;9
Облако-облако;"2022-01-29 16:25:56";906553091;43.71485;39.26679;-10799;12628;12
Облако-облако;"2022-01-29 16:27:02";149881063;43.73738;39.33941;-6173;16892;8
Облако-земля;"2022-01-29 16:27:02";295598000;44.1173;39.3037;-32382;0;10
Облако-облако;"2022-01-29 16:29:00";574587035;43.73721;39.26788;13513;15861;13
Облако-земля;"2022-01-29 16:29:00";577307000;43.7836;39.2211;84507;0;8
Облако-земля;"2022-01-29 16:31:14";186744000;44.2814;38.8867;-200522;0;5
Облако-земля;"2022-01-29 16:35:30";683807356;44.4296099;36.95613;-7568;0;7
Облако-земля;"2022-01-29 16:37:55";58365000;44.3876;39.0459;-31228;0;5
Облако-облако;"2022-01-29 16:42:44";734489883;44.3273;37.2782399;-28114;10374;7
Облако-земля;"2022-01-29 16:42:44";763732000;44.43;37.2238;35391;0;5
Облако-земля;"2022-01-29 16:42:44";745104000;44.2894999;37.321;-5215;0;6
Облако-земля;"2022-01-29 16:42:58";670638000;43.6939;39.1601;-86580;0;5
Облако-земля;"2022-01-29 16:42:58";738275000;43.8717;39.486;41786;0;5
Облако-земля;"2022-01-29 16:42:59";416900000;43.8051;39.5452;-5284;0;5
Облако-земля;"2022-01-29 16:42:59";297253000;43.9534;39.7551;17816;0;5
Облако-облако;"2022-01-29 16:45:29";816850264;43.69424;39.23848;12325;19157;10
Облако-земля;"2022-01-29 16:52:59";476292000;44.4651;37.0841;-110262;0;9
Облако-земля;"2022-01-29 16:55:06";409097000;44.4857;37.031;51251;0;8
Облако-земля;"2022-01-29 17:09:33";552149000;44.4558;37.1328;26965;0;7
Облако-земля;"2022-01-29 19:10:20";944965000;44.549;38.6587;-32;0;8
Облако-земля;"2022-01-29 19:10:20";908886000;44.3874;38.5891;-10189;0;8
Облако-земля;"2022-01-29 19:10:20";795280000;44.3631;38.5618;-289170;0;9
Облако-земля;"2022-01-29 19:13:45";814399808;44.42781;38.71376;17625;0;14
Облако-земля;"2022-01-29 19:13:45";769033000;44.4112;38.6293;-240187;0;12
Облако-земля;"2022-01-29 19:13:46";12590000;44.4211;38.6352;20183;0;11
Облако-земля;"2022-01-29 19:17:49";178980000;44.4246;38.6744;-12238;0;7
Облако-земля;"2022-01-29 19:17:49";93992000;44.4525;38.6481;-201337;0;14
Облако-земля;"2022-01-29 21:01:57";288466465;44.93396;40.11658;-23416;0;19
Облако-земля;"2022-01-29 21:01:57";304706000;44.97;40.0638999;19483;0;5
Облако-земля;"2022-01-29 21:04:10";273315900;44.92541;40.0296499;-16663;0;10
Облако-земля;"2022-01-29 22:06:27";854287764;43.6387;39.35875;-330941;0;17
Облако-облако;"2022-01-29 22:12:10";271081227;43.62487;39.37201;-8133;17226;8
Облако-земля;"2022-01-29 22:12:10";266219000;43.7093;39.3387;-83012;0;5
Облако-земля;"2022-01-29 22:15:53";287133000;43.6898;39.3238;362579;0;14
Облако-земля;"2022-01-30 07:39:00";269363000;43.1370999;39.7667;-21530;0;6
Облако-земля;"2022-01-30 07:39:00";264192000;43.1788;39.6958;-33520;0;5
Облако-земля;"2022-01-30 07:39:00";208841000;43.0875;39.6779;-279574;0;10
Облако-земля;"2022-01-30 13:22:38";930611000;44.3933;38.609;-12942;0;6
Облако-земля;"2022-01-30 13:23:23";95205000;44.435;38.5846;-11099;0;5
Облако-земля;"2022-01-30 13:23:23";70608000;44.4319;38.6038;-45111;0;6
Облако-земля;"2022-01-30 13:52:35";177497000;44.4213;38.2531;60392;0;8
Облако-земля;"2022-01-30 13:53:26";357145000;44.5341;38.2533;-4765;0;5
Облако-облако;"2022-01-30 13:54:33";85148196;44.45481;38.20364;-5320;15609;8
Облако-облако;"2022-01-30 13:55:38";426091383;44.51447;38.33713;-10068;19156;6
Облако-земля;"2022-01-30 14:12:48";232337000;44.5556;38.3320999;78992;0;5
Облако-облако;"2022-01-30 14:14:49";297896622;44.63187;38.55328;-11215;18566;6
Облако-земля;"2022-01-30 14:14:49";316455000;44.5456999;38.4845;-10880;0;5
Облако-земля;"2022-01-30 14:14:49";309475000;44.6577;38.3816;16951;0;5
Облако-земля;"2022-01-30 14:14:49";152737000;44.5754;38.3527;-2368;0;5
Облако-облако;"2022-01-30 21:42:58";508574371;44.84637;37.74736;8572;10253;9
Облако-земля;"2022-01-30 21:42:58";451880000;44.8819;37.7294;-10816;0;5
Облако-земля;"2022-01-30 21:42:58";436831000;44.8933;37.7793;-10201;0;5
Облако-земля;"2022-01-30 21:42:58";418612000;44.8699;37.7384;-14221;0;6
Облако-земля;"2022-01-30 21:42:58";496317000;44.7965;37.8045;-40263;0;5
Облако-земля;"2022-01-31 00:02:40";715704000;44.2656;38.6815;-14629;0;6
Облако-земля;"2022-01-31 00:02:40";638930000;43.9458;38.634;-181614;0;5
Облако-земля;"2022-01-31 00:04:09";50478000;44.1565;38.5973;38533;0;11
Облако-земля;"2022-01-31 00:05:34";967682283;44.10567;38.69471;-27558;0;13
Облако-облако;"2022-01-31 00:07:16";101080176;44.14446;38.64062;17348;17400;11
Облако-земля;"2022-01-31 00:07:16";149653000;44.1174;38.6402;44059;0;8
Облако-земля;"2022-01-31 00:23:08";380259000;43.7342;38.5714;19464;0;6
Облако-облако;"2022-01-31 00:25:05";780335762;43.78864;38.58514;-14317;10754;10
Облако-облако;"2022-01-31 00:29:06";401146369;43.77431;38.64531;-6251;15836;8
Облако-облако;"2022-01-31 00:29:06";379616452;43.77143;38.63351;29638;18834;7
Облако-земля;"2022-01-31 00:29:06";413398000;43.7034;38.55;26388;0;8
Облако-земля;"2022-01-31 00:29:06";518679000;43.9127;38.5724;-24891;0;5
Облако-земля;"2022-01-31 00:31:06";666215982;43.77814;38.65831;-68461;0;26
Облако-земля;"2022-01-31 00:31:48";820503000;44.3367;38.8482;-42996;0;10
Облако-земля;"2022-01-31 00:31:48";783648000;44.079;38.9232;-30400;0;8
Облако-земля;"2022-01-31 00:33:04";369541774;43.80668;38.67062;53038;0;7
Облако-земля;"2022-01-31 00:33:04";382511000;43.8127;38.643;-12836;0;6
Облако-земля;"2022-01-31 00:33:51";807042000;43.6488;38.5298;-8069;0;5
Облако-земля;"2022-01-31 00:37:01";536893311;43.8422399;38.6822299;-54594;0;11
Облако-земля;"2022-01-31 00:37:36";373893823;43.57036;38.52801;102348;0;18
Облако-облако;"2022-01-31 00:41:40";207508280;43.94988;38.82134;11182;15682;13
Облако-земля;"2022-01-31 00:41:40";301569000;43.9491;38.6975;-9113;0;6
Облако-облако;"2022-01-31 00:44:15";606698027;43.88374;38.76311;8416;13022;11
Облако-земля;"2022-01-31 00:44:15";440081000;43.8355;38.6716;-14059;0;6
Облако-земля;"2022-01-31 00:46:08";32367000;43.9456;38.755;47495;0;9
Облако-земля;"2022-01-31 00:48:39";802522100;43.93894;38.77931;-47452;0;14
Облако-облако;"2022-01-31 00:48:39";841677381;43.82861;38.7153599;7537;9564;8
Облако-земля;"2022-01-31 00:48:39";816078000;43.959;38.7692;-116525;0;5
Облако-земля;"2022-01-31 00:49:42";459648000;44.4437;38.3718;16576;0;5
Облако-облако;"2022-01-31 00:49:57";369339247;43.84232;39.05539;5353;12027;6
Облако-земля;"2022-01-31 00:49:57";286219743;43.95173;38.78276;-46827;0;20
Облако-земля;"2022-01-31 00:49:57";483908000;43.9162;38.7526;-22942;0;10
Облако-земля;"2022-01-31 00:51:15";427782581;43.91263;38.72736;-9414;0;24
Облако-земля;"2022-01-31 00:51:15";452250000;43.8733;38.6628;-21968;0;6
Облако-облако;"2022-01-31 00:52:50";405569354;44.4788;38.45754;25878;14659;13
Облако-земля;"2022-01-31 00:52:50";445984000;44.5623;38.3741;22144;0;6
Облако-облако;"2022-01-31 00:54:26";407385487;43.8514;39.00452;6193;13423;6
Облако-облако;"2022-01-31 00:54:26";392053922;44.23655;39.30252;7621;18740;5
Облако-облако;"2022-01-31 00:54:26";393950151;44.01075;38.82899;5238;19680;7
Облако-земля;"2022-01-31 00:54:26";356544000;43.997;38.9981;-18329;0;5
Облако-облако;"2022-01-31 00:55:37";783620136;44.06837;38.89004;13962;8772;12
Облако-земля;"2022-01-31 00:55:37";865778000;44.0559;38.9138;17879;0;6
Облако-облако;"2022-01-31 00:56:23";942412948;43.93502;38.79355;-4184;14267;6
Облако-облако;"2022-01-31 00:56:24";154830681;44.17239;39.04351;-5022;16261;9
Облако-земля;"2022-01-31 00:57:05";997720000;44.1014;38.875;19971;0;8
Облако-облако;"2022-01-31 00:57:06";56631344;44.00253;38.82107;-10749;16458;10
Облако-земля;"2022-01-31 00:57:06";150767000;44.2263;38.6873;-9277;0;6
Облако-земля;"2022-01-31 00:57:06";92896000;43.999;38.7811;-12910;0;7
Облако-облако;"2022-01-31 00:58:04";660076362;44.25521;39.05297;-9516;5218;16
Облако-земля;"2022-01-31 00:58:04";538580327;44.05489;38.9507199;-8753;0;15
Облако-облако;"2022-01-31 00:58:04";617105095;44.11845;39.0520799;4478;19295;7
Облако-облако;"2022-01-31 00:58:48";887153112;44.06932;38.9500699;-5639;15056;13
Облако-земля;"2022-01-31 01:00:07";973846416;44.1125;38.94168;-18188;0;18
Облако-облако;"2022-01-31 01:00:08";182309665;44.22913;39.10562;7453;13129;10
Облако-земля;"2022-01-31 01:00:08";36356000;44.0368;38.7555;-5732;0;5
Облако-земля;"2022-01-31 01:00:08";40549000;44.242;38.9974;-23477;0;6
Облако-земля;"2022-01-31 02:02:33";920657449;43.78752;39.0706;-216977;0;11
Облако-облако;"2022-01-31 02:02:33";895252152;43.79763;39.04482;8740;15169;13
Облако-земля;"2022-01-31 02:03:52";755218000;43.7635;39.047;29212;0;5
Облако-облако;"2022-01-31 02:06:42";618928194;43.6540899;39.04605;-4518;12804;6
Облако-земля;"2022-01-31 02:06:42";367520470;43.83273;39.02241;35383;0;17
Облако-земля;"2022-01-31 02:06:42";290833000;43.8257;39.008;-167403;0;7
Облако-земля;"2022-01-31 02:06:42";789824000;43.6643;38.9906999;20490;0;7
Облако-земля;"2022-01-31 02:06:42";811864000;43.6074;38.9941;-4614;0;5
Облако-земля;"2022-01-31 02:06:42";574567000;43.8163;39.0557;53315;0;6
Облако-земля;"2022-01-31 02:06:42";316761000;43.8621;39.0435;32944;0;6
Облако-земля;"2022-01-31 02:08:25";793873000;43.4823;38.9555999;-133303;0;11
Облако-земля;"2022-01-31 02:09:58";897225000;43.4484;38.9991;34380;0;8
Облако-земля;"2022-01-31 02:41:42";787215918;43.62972;39.10625;-6987;0;10
Облако-облако;"2022-01-31 02:41:42";815994373;43.73293;39.19212;26808;19713;9
Облако-земля;"2022-01-31 02:43:12";342907771;43.67304;39.15005;-7453;0;8
Облако-земля;"2022-01-31 02:43:12";402862000;43.6969;39.084;-7953;0;6
Облако-земля;"2022-01-31 02:43:57";814926950;43.70479;39.11067;-12750;0;8
Облако-облако;"2022-01-31 02:44:41";961857565;43.67695;39.11037;-5533;15724;10
Облако-облако;"2022-01-31 02:45:08";440259651;43.66728;39.12394;13467;15895;13
Облако-облако;"2022-01-31 02:45:37";757979640;43.7075699;39.15836;-4878;18313;5
Облако-земля;"2022-01-31 02:48:21";530360959;44.10608;39.07822;-6289;0;11
Облако-земля;"2022-01-31 02:48:21";78983048;43.71498;39.16287;-30547;0;17
Облако-земля;"2022-01-31 02:48:21";290766000;44.0514;39.142;-45599;0;8
Облако-земля;"2022-01-31 02:48:21";80386000;43.7186;39.127;26174;0;5
Облако-земля;"2022-01-31 02:48:21";491810000;44.2194999;39.3438;-14128;0;10
Облако-облако;"2022-01-31 02:50:23";764600774;43.67063;39.20772;-12904;18565;13
Облако-облако;"2022-01-31 02:56:27";243853922;43.8227199;39.09582;-8012;16507;9
Облако-облако;"2022-01-31 02:56:27";325678660;44.07432;39.14809;8592;15281;10
Облако-облако;"2022-01-31 02:56:27";105819342;43.7671599;39.25035;27110;10780;6
Облако-земля;"2022-01-31 02:56:27";307310000;44.1584999;39.1638;66115;0;5
Облако-земля;"2022-01-31 03:03:38";323021798;43.83935;39.23428;-11266;0;13
Облако-облако;"2022-01-31 03:03:38";70455021;43.66571;39.15925;-18746;8688;13
Облако-земля;"2022-01-31 03:03:38";219390000;43.6878;39.175;-12534;0;5
Облако-земля;"2022-01-31 03:03:38";56631000;43.6602;39.1735;23458;0;12
Облако-земля;"2022-01-31 03:04:43";895239000;43.751;39.1971;-9729;0;5
Облако-земля;"2022-01-31 03:05:49";880842000;43.713;39.2209;-13075;0;7
Облако-облако;"2022-01-31 03:10:10";90354596;43.7047;39.23746;-7730;16906;8
Облако-земля;"2022-01-31 06:52:53";939123000;44.5302;38.5255;69678;0;5
Облако-земля;"2022-01-31 06:52:53";932324000;44.5186;38.5279;-11350;0;5
Облако-земля;"2022-01-31 07:58:35";349094000;44.5663;38.0146;-65445;0;7
Облако-облако;"2022-01-31 08:07:01";860569539;44.50504;37.90141;5351;16644;7
Облако-земля;"2022-01-31 08:07:01";847012000;44.7188;38.0621;-3383;0;6
Облако-земля;"2022-01-31 08:07:01";813933000;44.7176;38.0801;-46170;0;6
Облако-земля;"2022-01-31 09:05:36";442304000;44.6089;38.0822999;-11541;0;6
Облако-земля;"2022-01-31 09:09:11";275851000;44.6609;38.0629;-5845;0;5
Облако-земля;"2022-01-31 09:11:30";133912000;44.6495;38.9011;-15596;0;5
Облако-земля;"2022-01-31 09:11:30";187839000;44.5254;38.8003;-9912;0;7
Облако-земля;"2022-01-31 09:11:30";86984000;44.5378;38.893;527931;0;9
