Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-04-04 13:40:13;82184985;41.0552;36.79064;-3823;19665;12
Облако-облако;2023-04-04 13:42:09;968543594;41.06257;36.79907;-2995;7777;10
Облако-облако;2023-04-04 13:43:18;906962190;41.0429;36.71788;-2490;14210;7
Облако-земля;2023-04-04 13:44:06;314199224;41.09652;36.7902;-3307;0;12
Облако-облако;2023-04-04 13:45:24;163709317;41.10983;36.80839;-3285;10489;5
Облако-земля;2023-04-04 13:47:01;240305031;41.0975899;36.79956;-7785;0;15
Облако-облако;2023-04-04 13:48:47;763991434;41.11244;36.70905;-4982;18830;13
Облако-облако;2023-04-04 13:48:58;422836640;41.11046;36.81487;-3405;15905;10
Облако-облако;2023-04-04 13:50:28;169613618;41.12442;36.79508;-6067;18797;12
Облако-земля;2023-04-04 13:51:36;555739042;41.13955;36.8174;-2644;0;7
Облако-облако;2023-04-04 13:55:11;30293811;41.1313699;36.73342;-6594;18629;15
Облако-земля;2023-04-04 14:00:17;880408890;41.18692;36.75119;-7071;0;15
Облако-облако;2023-04-04 14:01:14;975075231;41.2006;36.83127;3027;6251;7
Облако-земля;2023-04-04 14:02:51;302780671;41.19109;36.79938;-11788;0;14
Облако-земля;2023-04-04 14:05:09;289244492;41.2095399;36.75171;-14513;0;18
Облако-земля;2023-04-04 14:06:18;31855445;41.2806;36.81849;-3527;0;10
Облако-земля;2023-04-04 14:06:42;229597855;41.24632;36.76468;-12039;0;14
Облако-земля;2023-04-04 14:07:37;783140060;41.22402;36.77654;-5744;0;11
Облако-облако;2023-04-04 14:08:14;850921215;41.04913;36.34534;-2060;5329;7
Облако-облако;2023-04-04 14:08:14;534847825;41.28146;36.85089;-3105;17598;9
Облако-облако;2023-04-04 14:08:14;532696582;41.20519;36.66099;-2071;7523;7
Облако-облако;2023-04-04 14:08:38;944656899;41.25407;36.74491;2912;12724;8
Облако-земля;2023-04-04 14:09:10;826612344;41.27134;36.81495;-6379;0;15
Облако-облако;2023-04-04 14:10:13;990715949;41.22356;36.67687;-2320;11442;7
Облако-земля;2023-04-04 14:10:13;997649805;41.29659;36.81694;-2092;0;6
Облако-земля;2023-04-04 14:11:45;723315341;41.23163;36.76531;-9412;0;12
Облако-земля;2023-04-04 14:13:27;49912196;41.28093;36.80726;7323;0;13
Облако-земля;2023-04-04 14:14:31;602063488;41.27368;36.85645;-7447;0;14
Облако-земля;2023-04-04 14:15:34;277127266;41.33728;36.79515;-10228;0;14
Облако-облако;2023-04-04 14:16:48;475107394;41.34148;36.8832499;-3249;13576;9
Облако-облако;2023-04-04 14:19:01;946669711;41.31441;36.81405;-17746;7549;16
Облако-земля;2023-04-04 14:20:43;36994480;41.33106;36.80165;-6577;0;16
Облако-земля;2023-04-04 14:21:19;789026718;41.3263;36.9065299;-13720;0;18
Облако-земля;2023-04-04 14:22:18;368952640;41.32437;36.86329;-6868;0;16
Облако-облако;2023-04-04 14:22:18;573935426;41.41948;36.79361;-3332;19545;10
Облако-облако;2023-04-04 14:22:28;134820170;41.26065;37.04245;-6556;17503;10
Облако-земля;2023-04-04 14:23:29;294524984;41.39399;36.92044;-15717;0;15
Облако-облако;2023-04-04 14:23:49;322854656;41.35343;36.9356;-2047;16789;6
Облако-облако;2023-04-04 14:25:35;757492118;41.39806;36.89247;4665;7146;5
Облако-земля;2023-04-04 14:25:47;195019757;41.3807199;36.94333;-3373;0;12
Облако-земля;2023-04-04 14:26:28;635899598;41.39945;36.94742;-17092;0;17
Облако-облако;2023-04-04 14:26:29;48853301;41.46878;37.02919;-3023;18673;7
Облако-земля;2023-04-04 14:27:14;435007107;41.39232;36.91872;-8020;0;14
Облако-облако;2023-04-04 14:27:35;611712285;41.39222;36.9729;6209;18392;13
Облако-облако;2023-04-04 14:27:36;519604695;41.46525;36.88617;4058;12349;8
Облако-облако;2023-04-04 14:28:16;758225550;41.39079;36.96421;1962;13918;5
Облако-земля;2023-04-04 14:28:24;632177272;41.34898;36.91233;-6168;0;12
Облако-земля;2023-04-04 14:28:24;647266831;41.46602;36.98781;-2701;0;9
Облако-облако;2023-04-04 14:28:24;644919416;41.5902;37.16007;-2822;14260;8
Облако-облако;2023-04-04 14:28:43;202413987;41.45799;36.90487;-3521;9451;8
Облако-облако;2023-04-04 14:28:59;54928362;41.42761;36.97171;2488;5335;6
Облако-облако;2023-04-04 14:29:20;56721059;41.41123;36.96931;-2254;8598;8
Облако-облако;2023-04-04 14:29:42;466589166;41.57286;36.78843;-3102;3039;8
Облако-земля;2023-04-04 14:29:43;549237374;41.38936;36.97847;-13045;0;16
Облако-земля;2023-04-04 14:30:05;204385806;41.36381;36.90686;-9805;0;18
Облако-облако;2023-04-04 14:30:07;628589874;41.49481;36.90878;-3346;8656;8
Облако-земля;2023-04-04 14:30:09;945485032;41.40303;36.94911;-5581;0;14
Облако-земля;2023-04-04 14:30:41;16860702;41.35568;36.9849;-12790;0;18
Облако-земля;2023-04-04 14:30:46;908245183;41.37909;36.90377;-9221;0;14
Облако-облако;2023-04-04 14:30:47;93400646;41.4686499;36.98559;2982;10249;7
Облако-земля;2023-04-04 14:30:53;273074967;41.44838;36.93161;-8143;0;14
Облако-земля;2023-04-04 14:31:24;51358713;41.36958;36.91737;-12029;0;16
Облако-облако;2023-04-04 14:32:06;93482513;41.48965;36.91433;-3542;18726;9
Облако-земля;2023-04-04 14:32:15;441640695;41.44668;36.94572;-9247;0;16
Облако-облако;2023-04-04 14:32:36;433987627;41.49214;36.90692;-2747;9288;7
Облако-земля;2023-04-04 14:32:45;729040781;41.42539;36.9607;-15851;0;17
Облако-облако;2023-04-04 14:32:58;866789929;41.44778;36.8923599;-3411;19390;13
Облако-земля;2023-04-04 14:33:22;654307113;41.35611;36.97681;-6823;0;13
Облако-земля;2023-04-04 14:33:26;848451831;41.48268;36.95664;-4432;0;12
Облако-земля;2023-04-04 14:34:05;739506805;41.34456;36.95239;-13144;0;17
Облако-земля;2023-04-04 14:34:28;302993755;41.50746;36.9285799;-5378;0;13
Облако-облако;2023-04-04 14:34:28;870797523;41.43609;37.04986;-3239;10787;12
Облако-земля;2023-04-04 14:34:28;547636000;41.3778;36.905;1158;0;9
Облако-земля;2023-04-04 14:34:42;657273054;41.422;36.9199399;-12294;0;13
Облако-облако;2023-04-04 14:35:07;294671710;41.42685;36.97237;-2579;18582;9
Облако-земля;2023-04-04 14:35:09;681341522;41.48893;36.91442;-2720;0;6
Облако-земля;2023-04-04 14:35:21;280706891;41.37222;36.92304;-10404;0;14
Облако-земля;2023-04-04 14:35:25;468616266;41.40851;36.94269;-2995;0;7
Облако-земля;2023-04-04 14:35:45;592512324;41.4886399;36.91285;-3905;0;10
Облако-облако;2023-04-04 14:36:20;335348548;41.48569;36.91556;2950;6076;8
Облако-облако;2023-04-04 14:36:22;889983465;41.44887;36.97719;4744;3713;5
Облако-облако;2023-04-04 14:36:37;971970296;41.39281;36.94223;2623;9900;6
Облако-земля;2023-04-04 14:37:10;246428582;41.41705;36.9385199;-30402;0;19
Облако-земля;2023-04-04 14:37:24;498525657;41.38688;36.98234;-13228;0;20
Облако-земля;2023-04-04 14:37:36;528981632;41.42671;36.89134;-3658;0;13
Облако-земля;2023-04-04 14:37:37;569685948;41.46153;37.0414699;3559;0;7
Облако-земля;2023-04-04 14:38:14;39055268;41.42521;36.94328;-11199;0;12
Облако-земля;2023-04-04 14:38:16;809909355;41.49555;36.97587;-4996;0;10
Облако-облако;2023-04-04 14:38:49;399476814;41.64516;37.02763;-11205;4596;10
Облако-земля;2023-04-04 14:39:02;160571301;41.4737099;37.02562;-27688;0;16
Облако-земля;2023-04-04 14:39:34;841402710;41.42449;36.93894;-13102;0;16
Облако-облако;2023-04-04 14:39:47;270034422;41.53553;36.93105;-3578;17800;8
Облако-земля;2023-04-04 14:39:56;43856059;41.4165;36.9945499;-11844;0;16
Облако-земля;2023-04-04 14:40:01;293095650;41.44503;37.0687;-22344;0;15
Облако-облако;2023-04-04 14:40:01;253627856;41.6953;37.01676;-3683;19949;12
Облако-облако;2023-04-04 14:40:10;515324074;41.41688;36.99903;2967;3013;10
