Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-11-12 17:41:21;604163609;41.67921;36.52489;-10201;0;14
Облако-облако;2023-11-12 17:50:54;198611653;41.6276;36.66856;-37057;17571;14
Облако-земля;2023-11-12 17:52:53;364339080;41.64271;36.73137;-8139;0;12
Облако-земля;2023-11-12 17:57:29;508615356;41.61764;36.73756;-8619;0;11
Облако-земля;2023-11-12 18:00:01;441078974;41.63249;36.76671;-22546;0;13
Облако-земля;2023-11-12 18:02:11;806265794;41.63759;36.778;-16228;0;8
Облако-земля;2023-11-12 18:03:49;511009526;41.68439;36.74754;-16334;0;13
Облако-земля;2023-11-12 18:07:58;846080955;41.81896;36.97719;63967;0;13
Облако-земля;2023-11-12 18:11:26;156756614;41.68952;36.84129;-18598;0;15
Облако-облако;2023-11-12 22:25:16;293398627;43.26208;41.58281;-5029;19923;7
Облако-земля;2023-11-12 22:26:51;506630654;43.2630399;41.58406;-3139;0;7
