"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-облако;"2021-01-12 14:47:08";12972097;41.33526;40.76053;-6768;7946;5
Облако-земля;"2021-01-12 14:47:32";445210000;41.546;41.0412;-7743;0;7
Облако-земля;"2021-01-12 14:47:32";517228000;41.4417;41.0749;-14447;0;6
Облако-земля;"2021-01-12 14:48:33";478587000;41.6659;41.1071;-11938;0;6
Облако-облако;"2021-01-12 14:48:33";448987524;41.43871;41.12357;-10461;18871;6
Облако-земля;"2021-01-12 14:48:37";875267000;41.5646;41.1972;-14024;0;5
Облако-земля;"2021-01-12 14:49:24";597985000;41.4444;41.0495;-16303;0;6
Облако-земля;"2021-01-12 14:49:24";579081000;41.5141;41.09;-10634;0;7
Облако-земля;"2021-01-12 14:49:24";549949000;41.4325;41.0638999;22378;0;6
Облако-земля;"2021-01-12 14:49:24";642810000;41.459;41.0672;-12911;0;9
Облако-земля;"2021-01-12 14:49:24";682201000;41.5681;41.1095;-7147;0;5
Облако-облако;"2021-01-12 14:49:30";283320656;41.43593;41.1918099;-10306;16862;5
Облако-земля;"2021-01-12 14:51:03";442711000;41.438;41.1018;19589;0;8
Облако-земля;"2021-01-12 14:51:07";804663000;41.4422;41.1509;-9569;0;8
Облако-земля;"2021-01-12 14:51:42";780366000;41.4073;41.1413;16753;0;8
Облако-облако;"2021-01-12 14:51:42";756368319;41.41014;41.17715;-8047;11773;8
Облако-земля;"2021-01-12 14:52:20";768988000;41.4266;41.1258;-19496;0;5
Облако-земля;"2021-01-12 14:52:52";54193000;41.4227;41.1205;21322;0;8
Облако-земля;"2021-01-12 14:52:52";73516032;41.44776;41.17837;-11971;0;8
Облако-земля;"2021-01-12 14:53:02";203739000;41.4179;41.2474;15624;0;5
Облако-земля;"2021-01-12 14:53:43";751374000;41.4088;41.2564;27758;0;5
Облако-земля;"2021-01-12 14:54:17";682927000;41.7387;41.4299;71801;0;5
Облако-земля;"2021-01-12 14:54:17";731622000;41.5172;41.2199;-11732;0;7
Облако-земля;"2021-01-12 14:54:17";715789000;41.4286;41.189;26391;0;8
Облако-земля;"2021-01-12 14:54:56";597106000;41.4704;41.0905;37185;0;7
Облако-земля;"2021-01-12 14:55:58";977965563;41.39904;41.01772;-22900;0;6
Облако-земля;"2021-01-12 14:55:59";62431000;41.4565;41.152;17553;0;9
Облако-облако;"2021-01-12 14:56:31";705397076;41.44033;41.22468;-13201;15183;13
Облако-земля;"2021-01-12 14:56:47";440540000;41.4164;41.2134;19175;0;7
Облако-земля;"2021-01-12 14:56:47";520911000;41.4874;41.1462;21955;0;9
Облако-земля;"2021-01-12 14:56:47";733188000;41.4986;41.1928;-6790;0;6
Облако-земля;"2021-01-12 14:57:13";991976000;41.4903;41.2129;51129;0;9
Облако-земля;"2021-01-12 14:57:14";40540000;41.4822;41.2604;26941;0;11
Облако-земля;"2021-01-12 14:57:14";73907000;41.501;41.1492;22506;0;11
Облако-земля;"2021-01-12 14:57:14";186296249;41.49262;41.26934;-33801;0;17
Облако-земля;"2021-01-12 14:57:29";239359000;41.3972;41.1106;-12752;0;8
Облако-земля;"2021-01-12 14:57:29";263495000;41.5388;41.2063;-10385;0;8
Облако-земля;"2021-01-12 14:57:32";945016000;41.5057;41.2197;-5747;0;6
Облако-земля;"2021-01-12 14:58:03";349775000;41.451;41.2063;31918;0;7
Облако-земля;"2021-01-12 14:58:03";296066000;41.502;41.2031;32773;0;6
Облако-земля;"2021-01-12 14:58:03";573652709;41.49089;41.26526;-33790;0;15
Облако-земля;"2021-01-12 14:58:28";247833000;41.4614;41.2136;40183;0;11
Облако-земля;"2021-01-12 14:58:28";344507000;41.4212;41.1168;17320;0;5
Облако-земля;"2021-01-12 14:58:28";387192000;41.4284;41.2213;-13010;0;5
Облако-земля;"2021-01-12 14:58:28";264765000;41.4793;41.1804;-11335;0;6
Облако-земля;"2021-01-12 14:58:28";303938000;41.4189999;41.2573;-17082;0;6
Облако-земля;"2021-01-12 14:58:41";358513000;41.351;41.2127;-43820;0;6
Облако-земля;"2021-01-12 14:59:11";854011000;41.4168;41.0505;61432;0;5
Облако-земля;"2021-01-12 14:59:38";179542000;41.4027;41.192;43756;0;6
Облако-облако;"2021-01-12 14:59:38";223856104;41.57943;41.83756;8287;16542;5
Облако-земля;"2021-01-12 14:59:38";224756139;41.48439;41.32081;-30201;0;13
Облако-земля;"2021-01-12 14:59:53";30213000;41.4382;41.2914;-13734;0;7
Облако-земля;"2021-01-12 15:00:22";669764000;41.4411;41.2311;23365;0;5
Облако-облако;"2021-01-12 15:00:22";656745454;41.44072;41.2602199;-13514;15988;17
Облако-земля;"2021-01-12 15:00:37";762521000;41.4227;41.2015;-11798;0;5
Облако-земля;"2021-01-12 15:01:34";595735749;41.44048;41.30379;-12002;0;10
Облако-земля;"2021-01-12 15:02:12";903246000;41.5108;41.2624;-10055;0;8
Облако-земля;"2021-01-12 15:02:36";978619000;41.4525;41.0645;41078;0;6
Облако-земля;"2021-01-12 15:02:37";17673000;41.4486;41.2199;-12395;0;6
Облако-земля;"2021-01-12 15:02:37";59304000;41.3801;41.306;15810;0;6
Облако-земля;"2021-01-12 15:03:03";289823734;41.44872;41.31389;-28677;0;15
Облако-земля;"2021-01-12 15:03:46";559978000;41.4057;41.2124;27207;0;5
Облако-земля;"2021-01-12 15:03:46";597397000;41.4739999;41.2958;-605;0;9
Облако-земля;"2021-01-12 15:03:46";578681000;41.4801;41.2483;-18900;0;6
Облако-облако;"2021-01-12 15:04:31";206452691;41.45879;41.35991;-10792;16475;13
Облако-земля;"2021-01-12 15:05:09";163663000;41.4129;41.2806;64442;0;8
Облако-облако;"2021-01-12 15:05:09";320880662;41.48023;41.33617;-18655;10624;9
Облако-земля;"2021-01-12 15:05:40";805659000;41.3277;41.1935;111062;0;5
Облако-земля;"2021-01-12 15:05:40";808497325;41.45501;41.35942;-37393;0;13
Облако-земля;"2021-01-12 15:06:05";814034000;41.3924;41.3131;-25155;0;9
Облако-земля;"2021-01-12 15:06:05";847597000;41.5456;41.1673;-12359;0;5
Облако-земля;"2021-01-12 15:06:05";878918000;41.3995;41.2862;16384;0;5
Облако-земля;"2021-01-12 15:06:05";746496000;41.504;41.436;100915;0;5
Облако-земля;"2021-01-12 15:06:05";787261307;41.43719;41.39622;-42753;0;13
Облако-земля;"2021-01-12 15:06:06";8742000;41.6387;41.425;-6336;0;6
Облако-облако;"2021-01-12 15:06:51";28761528;41.45745;41.37414;7830;9378;10
Облако-земля;"2021-01-12 15:07:32";734961000;41.5462;41.298;-13930;0;9
Облако-облако;"2021-01-12 15:07:32";713834868;41.46099;41.4076;-7246;17916;14
Облако-земля;"2021-01-12 15:08:05";672610000;41.411;41.2954;21463;0;5
Облако-земля;"2021-01-12 15:08:43";720803000;41.4829999;41.3459999;-22384;0;11
Облако-земля;"2021-01-12 15:08:43";690490000;41.4752;41.2909999;39854;0;10
Облако-облако;"2021-01-12 15:08:43";685558064;41.46032;41.39492;28535;18866;10
Облако-земля;"2021-01-12 15:09:31";918135000;41.429;41.4450999;16430;0;7
Облако-земля;"2021-01-12 15:09:31";538616000;41.305;41.341;304561;0;5
Облако-земля;"2021-01-12 15:09:31";751590000;41.4355;41.3504999;36061;0;8
Облако-облако;"2021-01-12 15:09:31";596763747;41.44204;41.47018;3569;17009;6
Облако-земля;"2021-01-12 15:09:59";915289000;41.4084;41.3877;-13875;0;5
Облако-земля;"2021-01-12 15:10:30";474577000;41.4472;41.4102;-11909;0;6
Облако-земля;"2021-01-12 15:10:30";469229000;41.5631;41.428;-9810;0;6
Облако-облако;"2021-01-12 15:10:50";734802225;41.45783;41.65717;-2902;14731;5
Облако-земля;"2021-01-12 15:11:25";552369000;41.4365;41.3752;41942;0;6
Облако-земля;"2021-01-12 15:11:25";582048000;41.4662;41.3798;-18283;0;7
Облако-земля;"2021-01-12 15:11:25";590253000;41.4704;41.4652;-14658;0;5
Облако-земля;"2021-01-12 15:11:25";611148204;41.43896;41.40266;-17989;0;13
Облако-земля;"2021-01-12 15:11:45";317323000;41.4858;41.4433;-14719;0;8
Облако-земля;"2021-01-12 15:12:37";785233000;41.4657;41.3569;37957;0;6
Облако-земля;"2021-01-12 15:12:37";878754000;41.4895;41.4246;-19939;0;8
Облако-облако;"2021-01-12 15:12:37";818641203;41.34788;41.58139;-6129;19161;5
Облако-земля;"2021-01-12 15:13:25";455323000;41.5969;41.3365;31955;0;8
Облако-земля;"2021-01-12 15:13:25";500524000;41.506;41.4135;-9811;0;7
Облако-земля;"2021-01-12 15:13:25";244139168;41.45139;41.55854;-8518;0;10
Облако-земля;"2021-01-12 15:14:03";291769000;41.4846999;41.2689;34171;0;5
Облако-земля;"2021-01-12 15:14:29";428542000;41.6125;41.3194;35874;0;5
Облако-земля;"2021-01-12 15:14:29";444777000;41.4704;41.4346;-11925;0;6
Облако-облако;"2021-01-12 15:14:51";822536252;41.4855;41.45959;-21479;16972;7
Облако-земля;"2021-01-12 15:15:25";625625000;41.4317;41.3924;29065;0;9
Облако-земля;"2021-01-12 15:15:25";596108000;41.461;41.4139;-90209;0;10
Облако-земля;"2021-01-12 15:15:25";648838000;41.5236;41.426;29205;0;6
Облако-земля;"2021-01-12 15:15:25";687605000;41.6177;41.4059;-12644;0;6
Облако-облако;"2021-01-12 15:15:58";899481847;41.44214;41.56759;-7526;12823;9
Облако-земля;"2021-01-12 15:16:57";33902078;41.51185;41.50489;-30576;0;16
Облако-земля;"2021-01-12 15:16:57";406229000;41.4794;41.5058999;29826;0;7
Облако-земля;"2021-01-12 15:17:42";297143000;41.6328;41.6685;30154;0;5
Облако-земля;"2021-01-12 15:17:58";343584000;41.6897;37.4499;51252;0;9
Облако-земля;"2021-01-12 15:17:58";410175000;41.7917;37.5922;-12322;0;6
Облако-земля;"2021-01-12 15:17:58";365124000;41.6858;37.4406;21093;0;6
Облако-облако;"2021-01-12 15:17:58";336857810;41.67966;37.48129;-13306;12301;18
Облако-облако;"2021-01-12 15:18:14";10803455;41.42513;41.52342;-6930;11019;7
Облако-облако;"2021-01-12 15:18:50";667569801;41.45295;41.65297;-11494;19707;15
Облако-земля;"2021-01-12 15:18:51";71707000;41.4396;41.5803;-3740;0;5
Облако-земля;"2021-01-12 15:19:40";773033000;41.4836;41.4164;128935;0;6
Облако-облако;"2021-01-12 15:19:40";788856755;41.4776;41.57714;-8337;18963;9
Облако-облако;"2021-01-12 15:20:13";307299999;41.46784;41.65936;15976;18196;8
Облако-земля;"2021-01-12 15:20:48";117467705;41.47335;41.70763;-30367;0;14
Облако-земля;"2021-01-12 15:21:10";72696000;41.4982;41.5804;51575;0;12
Облако-земля;"2021-01-12 15:21:10";155710000;41.5101;41.5852999;-7072;0;7
Облако-земля;"2021-01-12 15:21:10";111135000;41.4679;41.6537999;21004;0;8
Облако-земля;"2021-01-12 15:22:06";794055000;41.2774;41.7243;-12606;0;5
Облако-земля;"2021-01-12 15:22:06";820714000;41.671;41.6903999;-14453;0;6
Облако-земля;"2021-01-12 15:22:06";760825490;41.46951;41.77727;-33525;0;12
Облако-земля;"2021-01-12 15:22:25";531868000;41.6482;37.3622;95208;0;9
Облако-земля;"2021-01-12 15:22:25";583516000;41.553;37.5682;18703;0;6
Облако-облако;"2021-01-12 15:22:25";554090045;41.6938;37.54012;3921;18234;6
Облако-земля;"2021-01-12 15:22:31";890449000;41.4436;41.5749;-7075;0;5
Облако-земля;"2021-01-12 15:22:53";965529000;41.4955;41.6605;42781;0;8
Облако-земля;"2021-01-12 15:22:54";10381000;41.5313;41.79;-27679;0;7
Облако-земля;"2021-01-12 15:22:54";107977000;41.451;41.6622;-30613;0;10
Облако-земля;"2021-01-12 15:22:54";28632000;41.4733;41.6651;-12029;0;11
Облако-земля;"2021-01-12 15:22:54";137516000;41.4214;41.626;-10043;0;6
Облако-земля;"2021-01-12 15:23:17";169544000;41.5126;41.6301;-14577;0;5
Облако-земля;"2021-01-12 15:23:17";125313000;41.5065;41.5675;-16046;0;8
Облако-земля;"2021-01-12 15:23:17";235063000;41.5120999;41.5693;-13622;0;9
Облако-облако;"2021-01-12 15:23:17";19867923;41.51182;41.597;-4662;8819;7
Облако-земля;"2021-01-12 15:23:47";784225000;41.4424;41.6007;-34577;0;6
Облако-земля;"2021-01-12 15:23:47";747300000;41.4236999;41.6413;-10640;0;7
Облако-земля;"2021-01-12 15:23:47";848181000;41.4656;41.7209;22595;0;6
Облако-земля;"2021-01-12 15:23:47";643217000;41.3592;41.6316;42048;0;5
Облако-земля;"2021-01-12 15:23:47";691863000;41.1502;41.6636;-21237;0;5
Облако-земля;"2021-01-12 15:23:47";714628535;41.44943;41.6909599;-21270;0;14
Облако-земля;"2021-01-12 15:24:13";723829000;41.5126;41.5855;71827;0;5
Облако-облако;"2021-01-12 15:24:13";743803954;41.45565;41.69881;6123;16279;7
Облако-земля;"2021-01-12 15:24:39";808418000;41.4284;41.5634;66371;0;13
Облако-земля;"2021-01-12 15:24:39";853789000;41.5141;41.6937;-11622;0;7
Облако-облако;"2021-01-12 15:24:39";823653507;41.49629;41.8473;-7442;12467;5
Облако-облако;"2021-01-12 15:24:39";915757896;41.4356099;41.71257;11663;10655;7
Облако-земля;"2021-01-12 15:24:40";57652000;41.5038;41.7329999;-12198;0;9
Облако-земля;"2021-01-12 15:24:50";685597000;41.303;41.2898;21936;0;5
Облако-облако;"2021-01-12 15:24:50";683561135;41.48476;41.64834;12616;15639;10
Облако-земля;"2021-01-12 15:25:17";64140460;41.47084;41.71749;-49906;0;20
Облако-земля;"2021-01-12 15:25:37";369478000;41.4498;41.6498;-17356;0;7
Облако-земля;"2021-01-12 15:25:37";332047000;41.5937;41.7864999;15302;0;6
Облако-земля;"2021-01-12 15:25:37";299109000;41.3665;41.5566;35891;0;5
Облако-земля;"2021-01-12 15:25:58";807966000;41.4885;41.7304;-14269;0;5
Облако-земля;"2021-01-12 15:25:58";905675000;41.6950999;41.5185;22353;0;5
Облако-земля;"2021-01-12 15:25:58";782390000;41.8804;41.7483;53215;0;5
Облако-земля;"2021-01-12 15:25:58";857589000;41.4856;41.7034;-25153;0;5
Облако-земля;"2021-01-12 15:25:59";25924000;41.4709;41.6948999;-10817;0;9
Облако-земля;"2021-01-12 15:25:59";73977000;41.5653;41.8072;-3419;0;5
Облако-земля;"2021-01-12 15:25:59";374416000;41.4482;41.753;-16989;0;7
Облако-облако;"2021-01-12 15:25:59";375861281;41.56178;41.77104;-10161;17450;9
Облако-земля;"2021-01-12 15:26:16";150516000;41.4268;41.5563999;35673;0;8
Облако-земля;"2021-01-12 15:26:16";92576000;41.4463;41.7844;22702;0;5
Облако-земля;"2021-01-12 15:26:16";269149000;41.5022;41.7085999;15665;0;5
Облако-земля;"2021-01-12 15:26:16";419046000;41.4807;41.6594;-38551;0;7
Облако-земля;"2021-01-12 15:26:16";52866000;41.49;41.6888;43704;0;5
Облако-земля;"2021-01-12 15:26:16";303128731;41.43757;41.70543;-11571;0;10
Облако-земля;"2021-01-12 15:26:27";286036000;41.4376;41.6647;-14715;0;8
Облако-земля;"2021-01-12 15:26:27";304030000;41.5841;41.7477;-8376;0;6
Облако-земля;"2021-01-12 15:26:27";348533000;41.4962;41.7335;-12412;0;10
Облако-земля;"2021-01-12 15:26:38";964618000;41.4506;41.6937;28424;0;7
Облако-облако;"2021-01-12 15:26:45";944199253;41.4709;41.81554;4931;13465;5
Облако-земля;"2021-01-12 15:26:53";714449000;41.4564;41.7924;31719;0;8
Облако-земля;"2021-01-12 15:26:53";953806000;41.65;41.6813999;-13265;0;5
Облако-земля;"2021-01-12 15:26:54";483076000;41.5392;41.7812;-7568;0;7
Облако-земля;"2021-01-12 15:26:54";246392000;41.4705;41.7242;-11807;0;9
Облако-земля;"2021-01-12 15:26:54";229979000;41.4191;41.6818;-16597;0;6
Облако-облако;"2021-01-12 15:26:54";44317077;41.45984;41.78531;3189;12515;5
Облако-земля;"2021-01-12 15:27:05";788351000;41.7974;41.9233;-18227;0;5
Облако-земля;"2021-01-12 15:27:05";832431000;41.4662;41.7299999;-29679;0;5
Облако-земля;"2021-01-12 15:27:06";101805000;41.8006;42.3853;-22746;0;6
Облако-земля;"2021-01-12 15:27:06";155782000;41.5271;41.7525;-6443;0;7
Облако-земля;"2021-01-12 15:27:06";406651000;41.3745;41.711;-10440;0;7
Облако-земля;"2021-01-12 15:27:06";495658000;41.5419;41.682;-6717;0;5
Облако-земля;"2021-01-12 15:27:06";196526000;41.4715;41.7336;-9439;0;7
Облако-земля;"2021-01-12 15:27:18";572748000;41.4602999;41.7706;36860;0;7
Облако-земля;"2021-01-12 15:27:18";686471000;41.4411;41.7012;-16391;0;8
Облако-облако;"2021-01-12 15:27:18";614547331;41.46428;41.77118;-27383;9822;5
Облако-земля;"2021-01-12 15:27:27";622793000;41.5168;41.5815;-12076;0;5
Облако-облако;"2021-01-12 15:27:27";492403041;41.44863;41.70328;-9864;15988;7
Облако-облако;"2021-01-12 15:27:27";697614030;41.47971;41.66006;6945;13167;12
Облако-земля;"2021-01-12 15:27:33";344015000;41.4891999;41.7402;-11271;0;6
Облако-земля;"2021-01-12 15:27:33";388904000;41.4646;41.7027;-10383;0;7
Облако-земля;"2021-01-12 15:27:48";493011000;41.3974;41.4979;-27916;0;6
Облако-земля;"2021-01-12 15:27:48";557712000;41.4795;41.7435;-28930;0;10
Облако-земля;"2021-01-12 15:27:48";510891000;41.3941;41.7049;-11851;0;8
Облако-земля;"2021-01-12 15:27:48";641361000;41.4714;41.7316;-8835;0;6
Облако-земля;"2021-01-12 15:27:48";602257000;41.4291;41.7620999;-23273;0;10
Облако-облако;"2021-01-12 15:27:48";503041971;41.45214;41.74219;4547;16080;10
Облако-земля;"2021-01-12 15:28:07";127546000;41.3611;41.4672;46577;0;5
Облако-земля;"2021-01-12 15:28:07";197958000;41.5046;41.7055;-9576;0;6
Облако-земля;"2021-01-12 15:28:07";168798000;41.469;41.6978;-21021;0;8
Облако-облако;"2021-01-12 15:28:07";667281701;41.44938;41.71908;11576;14554;5
Облако-земля;"2021-01-12 15:28:23";832070000;41.5191;41.7191;-12942;0;7
Облако-земля;"2021-01-12 15:28:23";789187000;41.5053;41.6736999;77717;0;13
Облако-облако;"2021-01-12 15:28:24";618771245;41.50726;41.69561;-4289;16200;7
Облако-облако;"2021-01-12 15:28:24";533110973;41.47773;41.54479;-4428;13189;5
Облако-земля;"2021-01-12 15:28:35";503061000;41.4673;41.6334;-14988;0;5
Облако-земля;"2021-01-12 15:28:35";541259000;41.2819;41.6209;27999;0;5
Облако-облако;"2021-01-12 15:28:35";516313734;41.4871;41.68979;-10888;18494;7
Облако-земля;"2021-01-12 15:29:01";427541000;41.4675;41.7238;-15817;0;5
Облако-земля;"2021-01-12 15:29:01";378790000;41.5366;41.7251;-13712;0;10
Облако-земля;"2021-01-12 15:29:01";237154000;41.4605;41.6985;79742;0;5
Облако-земля;"2021-01-12 15:29:01";265813000;41.433;41.6614;68239;0;7
Облако-земля;"2021-01-12 15:29:01";514709000;41.4607;41.6982;-11245;0;5
Облако-земля;"2021-01-12 15:29:01";338287735;41.46431;41.74916;-33390;0;5
Облако-земля;"2021-01-12 15:29:25";789045000;41.5192;41.7123;-11909;0;5
Облако-земля;"2021-01-12 15:29:25";813247000;41.4082;41.7665;-14005;0;9
Облако-земля;"2021-01-12 15:29:25";754518000;41.4542;41.6989;146076;0;6
Облако-земля;"2021-01-12 15:29:48";774458000;41.4901;41.6455;-59044;0;6
Облако-земля;"2021-01-12 15:29:48";826042000;41.5252;41.7262;19891;0;8
Облако-земля;"2021-01-12 15:29:48";921146000;41.4086;41.6637;-16298;0;5
Облако-земля;"2021-01-12 15:29:48";800866000;41.4278;41.7572;24280;0;7
Облако-земля;"2021-01-12 15:29:48";866525000;41.5889;41.8085;-13964;0;6
Облако-земля;"2021-01-12 15:30:12";186193000;41.47;41.6686;75590;0;6
Облако-земля;"2021-01-12 15:30:12";405875000;41.6374;41.6824;21040;0;6
Облако-земля;"2021-01-12 15:30:12";440779000;41.2813;41.5705;-19647;0;5
Облако-земля;"2021-01-12 15:30:12";466412000;41.519;41.6936;-19087;0;12
Облако-земля;"2021-01-12 15:30:12";488076000;41.55;41.7207;-12912;0;9
Облако-земля;"2021-01-12 15:30:31";822096000;41.4554;41.7369;18845;0;7
Облако-земля;"2021-01-12 15:30:31";856981000;41.5647;41.729;-12812;0;5
Облако-земля;"2021-01-12 15:30:31";775651618;41.4844;41.77435;-48328;0;22
Облако-земля;"2021-01-12 15:30:32";152461000;41.4658;41.7757;-12773;0;8
Облако-земля;"2021-01-12 15:30:32";224711000;41.4557;41.7738;-11859;0;7
Облако-земля;"2021-01-12 15:30:32";315604000;41.4144999;41.8044;-13950;0;6
Облако-земля;"2021-01-12 15:30:54";349768000;41.4521;41.7629;-45630;0;15
Облако-земля;"2021-01-12 15:30:54";363623801;41.45788;41.84359;-10134;0;13
Облако-земля;"2021-01-12 15:31:02";917957000;41.4917;41.7243;-13279;0;6
Облако-земля;"2021-01-12 15:31:21";356207000;41.427;41.7735;47447;0;12
Облако-земля;"2021-01-12 15:31:21";427993000;41.4476;41.8244;-23593;0;12
Облако-земля;"2021-01-12 15:31:21";392709000;41.5356;41.9105;-15809;0;5
Облако-земля;"2021-01-12 15:31:21";733817000;41.4758;41.8488;-24760;0;7
Облако-земля;"2021-01-12 15:31:21";785525000;41.7273;41.7213;-22309;0;7
Облако-земля;"2021-01-12 15:31:21";808147000;41.4619;41.7733;-7340;0;5
Облако-земля;"2021-01-12 15:31:49";841873000;41.4229;41.6394;69094;0;6
Облако-земля;"2021-01-12 15:31:49";917909000;41.3927;41.7872;-8715;0;5
Облако-земля;"2021-01-12 15:31:49";951935000;41.6081;41.7792;-22173;0;8
Облако-земля;"2021-01-12 15:31:49";930835000;41.4336;41.8012;-29741;0;6
Облако-земля;"2021-01-12 15:31:49";980515000;41.4509;41.7087;21002;0;7
Облако-земля;"2021-01-12 15:31:49";877369759;41.46703;41.84716;-14741;0;9
Облако-земля;"2021-01-12 15:31:50";4977000;41.5189;41.8808;-10783;0;5
Облако-земля;"2021-01-12 15:32:07";502373000;41.5115;41.8262;-26422;0;5
Облако-земля;"2021-01-12 15:32:29";236408000;41.6817;41.643;31597;0;5
Облако-земля;"2021-01-12 15:32:29";335156000;41.4661;41.8136;-16484;0;7
Облако-земля;"2021-01-12 15:32:29";262511000;41.6;41.7747;-10367;0;7
Облако-земля;"2021-01-12 15:32:29";277601000;41.4938;41.7465;-13776;0;5
Облако-земля;"2021-01-12 15:32:49";343761000;41.5537;41.7819;-12877;0;6
Облако-земля;"2021-01-12 15:32:49";291631000;41.5259;41.8859;60567;0;7
Облако-земля;"2021-01-12 15:32:49";372139000;41.445;41.7767;-23061;0;6
Облако-земля;"2021-01-12 15:32:49";305307013;41.46858;41.85469;-17385;0;12
Облако-земля;"2021-01-12 15:33:17";920422000;41.6262;41.7998;-104074;0;8
Облако-земля;"2021-01-12 15:33:18";100517000;41.4378;41.7710999;-13409;0;7
Облако-земля;"2021-01-12 15:33:18";158040000;41.4754;41.7827;-14421;0;5
Облако-земля;"2021-01-12 15:33:18";129382000;41.5191;41.8152;-9648;0;6
Облако-земля;"2021-01-12 15:33:18";102996993;41.4562;41.8423299;-20313;0;15
Облако-земля;"2021-01-12 15:33:45";644257000;41.5031;41.4458;-56779;0;5
Облако-облако;"2021-01-12 15:33:46";41363367;41.48443;41.79607;-3532;18409;7
Облако-земля;"2021-01-12 15:34:15";450563720;41.46676;41.87889;45780;0;15
Облако-земля;"2021-01-12 15:34:46";88036000;41.37;41.692;48807;0;7
Облако-земля;"2021-01-12 15:34:46";108069000;41.4744;41.7785;25017;0;5
Облако-земля;"2021-01-12 15:34:46";125397080;41.49017;41.8294;-17732;0;12
Облако-земля;"2021-01-12 15:35:20";602195000;41.6312;41.6641;-33316;0;5
Облако-облако;"2021-01-12 15:35:20";804613105;41.46974;41.84232;6946;17806;5
Облако-земля;"2021-01-12 15:35:21";107106000;41.4764;41.799;-12655;0;10
Облако-земля;"2021-01-12 15:35:21";145405000;41.4901;41.8859;-8622;0;5
Облако-земля;"2021-01-12 15:36:14";500490000;41.5372;42.0552;-14473;0;7
Облако-земля;"2021-01-12 15:36:14";474631000;41.4758;41.9051;66686;0;13
Облако-земля;"2021-01-12 15:36:14";581161000;41.4488;41.8743;-8672;0;8
Облако-земля;"2021-01-12 15:36:14";495339000;41.4445;41.865;-23831;0;6
Облако-земля;"2021-01-12 15:36:50";623953000;41.5764;41.7569;-47053;0;6
Облако-облако;"2021-01-12 15:36:50";638118384;41.46986;41.84623;6410;8917;9
Облако-облако;"2021-01-12 15:37:21";796776472;41.51545;41.7846;4485;18067;7
Облако-земля;"2021-01-12 15:37:49";758118000;41.4671;41.8537;-14080;0;9
Облако-земля;"2021-01-12 15:37:49";782164000;41.5182;41.8587;-9227;0;6
