"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2020-12-06 03:34:30";75129809;41.65983;41.15459;-19318;0;12
Облако-земля;"2020-12-06 03:44:25";172226842;41.52691;40.92535;-15243;0;12
Облако-земля;"2020-12-06 03:52:07";322436000;41.6092;41.0612;-81793;0;10
Облако-облако;"2020-12-06 03:52:07";251406767;41.67286;41.18465;-13053;14924;6
Облако-облако;"2020-12-06 03:52:07";649350696;41.52758;41.12926;6435;14293;9
Облако-облако;"2020-12-06 04:00:00";990023719;41.47523;40.95667;17197;19386;5
Облако-облако;"2020-12-06 04:00:01";221419;41.40435;40.78443;-7987;18359;7
Облако-земля;"2020-12-06 04:12:16";605460204;41.20312;40.20351;-49866;0;13
Облако-земля;"2020-12-06 04:13:50";515591000;41.292;40.1353;-23758;0;9
Облако-земля;"2020-12-06 04:13:50";545976000;41.2631;40.1569;-24967;0;9
Облако-земля;"2020-12-06 04:13:50";564492159;41.28566;40.21412;-10932;0;8
Облако-земля;"2020-12-06 04:15:10";722347000;41.3954;40.2187;17765;0;5
Облако-земля;"2020-12-06 04:15:10";630366000;41.2846;40.1775;-19017;0;9
Облако-земля;"2020-12-06 04:15:10";661909000;41.2827;40.185;-12365;0;7
Облако-облако;"2020-12-06 04:15:10";750638896;41.21529;40.19714;-4747;16446;5
Облако-земля;"2020-12-06 04:15:10";682348898;41.30169;40.24723;-23546;0;11
Облако-земля;"2020-12-06 04:17:43";85955000;41.232;40.1766999;-172629;0;8
Облако-облако;"2020-12-06 04:17:43";99759670;41.20209;40.19594;7326;6133;9
Облако-земля;"2020-12-06 04:23:02";12361877;41.22202;40.2095399;41339;0;5
Облако-земля;"2020-12-06 04:26:11";736270832;41.66839;41.0374;-102606;0;14
Облако-земля;"2020-12-06 04:27:47";814227000;41.247;40.3426;-13620;0;6
Облако-земля;"2020-12-06 04:27:48";36403000;41.2147;40.2705;-43237;0;10
Облако-облако;"2020-12-06 04:28:01";426738725;41.63644;40.97104;-13447;16167;11
Облако-земля;"2020-12-06 04:28:20";180324000;41.4075;40.8941;-47477;0;13
Облако-земля;"2020-12-06 04:29:33";861047000;41.2443;40.3112;18086;0;8
Облако-земля;"2020-12-06 04:29:39";951534523;41.20176;40.36829;-9187;0;9
Облако-земля;"2020-12-06 04:31:02";336662624;41.65697;41.06064;-30651;0;6
Облако-земля;"2020-12-06 04:31:15";769846121;41.00629;40.04293;-5433;0;5
Облако-земля;"2020-12-06 04:32:04";135900000;41.4911;40.954;-12626;0;5
Облако-земля;"2020-12-06 04:32:04";184786300;41.50592;40.9570099;-4709;0;9
Облако-земля;"2020-12-06 04:32:13";624218327;41.23113;40.23421;-12794;0;9
Облако-облако;"2020-12-06 04:32:50";411612167;41.2327299;40.36439;19026;18596;9
Облако-земля;"2020-12-06 04:33:23";517802000;41.373;40.7806;-8616;0;5
Облако-облако;"2020-12-06 04:33:26";110145934;41.42865;40.91773;-13101;14267;12
Облако-земля;"2020-12-06 04:34:05";261194000;41.3813;40.8105;-37843;0;12
Облако-земля;"2020-12-06 04:34:58";810920044;41.38595;40.84979;-8344;0;9
Облако-земля;"2020-12-06 04:35:29";907988000;41.3697;40.1768;-19483;0;10
Облако-земля;"2020-12-06 04:35:34";541105000;41.424;40.8913;0;0;9
Облако-земля;"2020-12-06 04:35:34";531579000;41.3941;40.9279;0;0;5
Облако-земля;"2020-12-06 04:35:34";698958320;41.40582;40.94539;-10897;0;9
Облако-земля;"2020-12-06 04:36:11";497307506;41.27089;40.40968;-141496;0;17
Облако-земля;"2020-12-06 04:37:12";564528000;41.4013;40.945;-7974;0;8
Облако-облако;"2020-12-06 04:37:12";398970941;41.43469;40.98006;4062;19025;6
Облако-облако;"2020-12-06 04:37:12";572439333;41.46636;41.22743;-5199;17063;5
Облако-земля;"2020-12-06 04:37:13";23729000;41.6018;40.9671;-16185;0;8
Облако-земля;"2020-12-06 04:37:51";975753000;41.332;40.2822;-51439;0;8
Облако-облако;"2020-12-06 04:37:52";326331783;41.18524;40.27048;-7008;14537;6
Облако-облако;"2020-12-06 04:38:31";208932362;41.39196;40.89468;6984;19744;5
Облако-земля;"2020-12-06 04:39:28";582258981;41.2842399;40.41893;27832;0;11
Облако-земля;"2020-12-06 04:39:46";295257000;41.2434;40.2293;45972;0;6
Облако-земля;"2020-12-06 04:39:46";304783000;41.2496;40.2174;-9156;0;6
Облако-облако;"2020-12-06 04:40:04";413850058;41.4428;40.91331;-3016;16341;6
Облако-земля;"2020-12-06 04:40:05";69504000;41.5698;40.984;-8305;0;6
Облако-облако;"2020-12-06 04:40:05";51919021;41.53956;40.96535;10170;18624;9
Облако-земля;"2020-12-06 04:40:26";660119000;41.2823;40.3244;-24907;0;8
Облако-земля;"2020-12-06 04:41:21";306564000;41.2494;40.2055999;-16537;0;6
Облако-облако;"2020-12-06 04:41:21";294121196;41.2374099;40.2234;-11901;17858;5
Облако-земля;"2020-12-06 04:42:16";306733000;41.3791;40.9;-12337;0;7
Облако-облако;"2020-12-06 04:42:40";288069720;41.32956;40.62942;-3525;7483;5
Облако-облако;"2020-12-06 04:43:24";905571726;41.42235;40.94149;-9587;17407;6
Облако-облако;"2020-12-06 04:44:00";328902023;41.33465;40.82904;19898;11271;10
Облако-земля;"2020-12-06 04:44:45";32643000;41.5539;40.9058;-14366;0;5
Облако-земля;"2020-12-06 04:44:45";315022000;41.3778999;40.8575;-10352;0;6
Облако-облако;"2020-12-06 04:45:25";457296549;41.38525;40.8801;-7212;14975;10
Облако-земля;"2020-12-06 04:46:39";314512000;41.2498;40.3305;-7691;0;5
Облако-облако;"2020-12-06 04:46:39";352474787;41.2229;40.25291;-8134;15303;10
Облако-земля;"2020-12-06 04:48:24";357413000;41.4285;40.8992999;-42360;0;10
Облако-облако;"2020-12-06 04:48:24";438240368;41.39006;40.86407;6152;10524;10
Облако-земля;"2020-12-06 04:50:02";380703000;41.3748999;40.8159;-5161;0;8
Облако-облако;"2020-12-06 04:51:22";826423264;41.35074;40.7935299;10773;11216;11
Облако-облако;"2020-12-06 04:51:22";948855229;41.36939;41.01752;3290;11151;6
Облако-земля;"2020-12-06 04:57:02";254482000;41.4504;40.9494;24733;0;8
Облако-облако;"2020-12-06 04:57:02";512051518;41.35199;40.80694;9978;16679;9
Облако-земля;"2020-12-06 04:58:34";508349000;41.364;40.7342;-38483;0;10
Облако-земля;"2020-12-06 04:58:34";520559413;41.33589;40.78278;-8972;0;8
Облако-облако;"2020-12-06 04:58:34";853419695;41.43224;40.93875;-14936;19212;9
Облако-земля;"2020-12-06 05:00:07";843921000;41.5150999;40.9024;31604;0;8
Облако-облако;"2020-12-06 05:00:07";740421223;41.48619;40.91064;19503;17498;13
Облако-земля;"2020-12-06 05:00:08";87591000;41.4018;40.7481;-15992;0;8
Облако-облако;"2020-12-06 05:00:08";74763857;41.36922;40.86376;-15958;12278;11
Облако-земля;"2020-12-06 05:01:02";522513000;41.3881;40.4306;-11417;0;6
Облако-облако;"2020-12-06 05:02:09";967276136;41.393;40.84249;4014;18412;5
Облако-облако;"2020-12-06 05:03:02";737793177;41.3624099;40.82067;15879;15187;10
Облако-земля;"2020-12-06 05:03:19";897984000;41.4765;40.8941;16206;0;6
Облако-облако;"2020-12-06 05:03:32";271281674;41.25061;40.26091;18338;10426;9
Облако-земля;"2020-12-06 05:04:03";807827000;41.2592;40.249;-10178;0;5
Облако-облако;"2020-12-06 05:04:08";496723971;41.33193;40.77115;6271;18639;7
Облако-земля;"2020-12-06 05:04:33";295574000;41.5055;40.8853;28973;0;7
Облако-земля;"2020-12-06 05:04:33";316658337;41.49237;40.85148;-10392;0;9
Облако-облако;"2020-12-06 05:04:41";705912023;41.23458;40.27847;-7957;19197;6
Облако-облако;"2020-12-06 05:04:41";694026191;41.20552;40.24093;-6358;19528;5
Облако-облако;"2020-12-06 05:05:22";372211102;41.35959;40.80939;4557;11962;7
Облако-земля;"2020-12-06 05:05:39";743992000;41.1983;40.2457;-22361;0;7
Облако-земля;"2020-12-06 05:05:58";394489000;41.5464;40.9462;-19376;0;8
Облако-облако;"2020-12-06 05:05:58";345954355;41.43448;40.9637;3047;15845;6
Облако-земля;"2020-12-06 05:06:32";201029000;41.3662;40.176;-20967;0;5
Облако-облако;"2020-12-06 05:06:41";500860092;41.33015;40.54424;-2602;10267;5
Облако-земля;"2020-12-06 05:06:47";110088000;41.3646;40.8174;-14954;0;6
Облако-земля;"2020-12-06 05:07:14";549921000;41.2624;40.2387;-20200;0;6
Облако-земля;"2020-12-06 05:07:14";609787000;41.4385;40.1834;-25150;0;7
Облако-земля;"2020-12-06 05:07:14";567413060;41.25085;40.27798;-10356;0;11
Облако-земля;"2020-12-06 05:07:42";421356000;41.5069;40.8793;19844;0;9
Облако-земля;"2020-12-06 05:07:42";324025892;41.37655;40.8099;-12139;0;8
Облако-облако;"2020-12-06 05:07:42";419203039;41.49302;40.9355199;-19479;12909;15
Облако-земля;"2020-12-06 05:09:16";107972000;41.3498;40.2286;-21454;0;10
Облако-облако;"2020-12-06 05:09:16";119610749;41.22091;40.23675;-7989;13251;9
Облако-облако;"2020-12-06 05:09:44";146551009;41.363;40.83678;17938;15076;9
Облако-земля;"2020-12-06 05:10:19";339441000;41.5113;40.8546;42696;0;13
Облако-земля;"2020-12-06 05:10:19";478384000;41.4136;40.9166;15898;0;6
Облако-облако;"2020-12-06 05:10:19";338210220;41.5007499;40.98194;-15472;16818;8
Облако-земля;"2020-12-06 05:10:41";550130000;41.5082;40.8581;16716;0;6
Облако-облако;"2020-12-06 05:10:41";151101473;41.37158;40.80305;-6695;16667;6
Облако-облако;"2020-12-06 05:12:01";775897905;41.30677;40.8639;-7580;16626;7
Облако-земля;"2020-12-06 05:12:18";404500000;41.3509;40.7845;19610;0;8
Облако-облако;"2020-12-06 05:13:01";222677730;41.27253;41.00334;-16748;19940;15
Облако-облако;"2020-12-06 05:13:22";457564827;41.12191;40.49823;-6952;15970;7
Облако-облако;"2020-12-06 05:13:22";464335485;41.3666;40.90487;-11039;12329;9
Облако-облако;"2020-12-06 05:14:35";749720403;41.33558;40.79894;12692;10162;6
Облако-облако;"2020-12-06 05:15:03";987976251;41.37872;40.88112;-16461;13764;11
Облако-земля;"2020-12-06 05:16:02";663761000;41.4339;41.0308;-14376;0;5
Облако-земля;"2020-12-06 05:16:02";651927000;41.3351;40.9055;-41757;0;5
Облако-облако;"2020-12-06 05:16:02";673596070;41.2937;40.87448;-3250;17714;5
Облако-земля;"2020-12-06 05:16:30";498090000;41.3515;40.7768;-4892;0;6
Облако-облако;"2020-12-06 05:17:46";132929639;41.37222;40.8806;-16713;17447;11
Облако-облако;"2020-12-06 05:17:46";353925612;41.27279;40.94803;7385;13683;9
Облако-облако;"2020-12-06 05:19:36";892672425;41.33464;40.78305;12952;4383;15
Облако-земля;"2020-12-06 05:20:38";723586207;41.2737;40.81406;-17947;0;8
Облако-земля;"2020-12-06 05:22:14";434768712;41.3524699;40.8123999;-42710;0;15
Облако-облако;"2020-12-06 05:23:53";998436334;41.37559;40.88512;9120;17815;12
Облако-земля;"2020-12-06 05:23:54";305406000;41.3385;40.8803;17560;0;10
Облако-земля;"2020-12-06 05:25:04";812555000;41.3208;40.7871;15476;0;5
Облако-земля;"2020-12-06 05:26:09";849270000;41.3225;40.7798;-15111;0;5
Облако-земля;"2020-12-06 05:26:09";824756000;41.4642;40.8164;-19774;0;6
Облако-земля;"2020-12-06 05:26:09";864984471;41.34048;40.7639799;-7722;0;6
Облако-земля;"2020-12-06 05:27:32";843735186;41.31835;40.82725;-16955;0;8
Облако-земля;"2020-12-06 05:27:33";292515000;41.2999;40.7864999;-14793;0;8
Облако-облако;"2020-12-06 05:28:52";508318297;41.32716;40.84541;-10121;17220;9
Облако-земля;"2020-12-06 05:29:33";792279000;41.3286;40.8359;-6704;0;5
Облако-облако;"2020-12-06 05:29:33";648848658;41.31752;40.78496;9034;17311;6
Облако-облако;"2020-12-06 05:30:00";907128152;41.28418;40.82081;-10991;10697;12
Облако-земля;"2020-12-06 05:30:53";492603000;41.3121;40.7121;-7514;0;6
Облако-земля;"2020-12-06 05:32:17";357673000;41.4315;40.6703;19300;0;6
Облако-земля;"2020-12-06 05:32:17";374335573;41.31362;40.79637;-10430;0;5
Облако-земля;"2020-12-06 05:32:57";719827425;41.22578;40.18947;53894;0;5
Облако-облако;"2020-12-06 05:34:43";162689537;41.40155;40.928;-13003;18954;13
Облако-облако;"2020-12-06 05:34:43";230646856;41.30935;40.769;18543;17339;12
Облако-облако;"2020-12-06 05:35:45";368184754;41.21122;40.26521;-8665;17946;10
Облако-земля;"2020-12-06 05:36:25";620913000;41.4238;40.749;-72461;0;9
Облако-земля;"2020-12-06 05:36:25";656701000;41.2902;40.8086;-6438;0;6
Облако-облако;"2020-12-06 05:36:25";634777157;41.2839699;40.79567;3938;17960;5
Облако-земля;"2020-12-06 05:36:54";275624000;41.33;40.6743;-6723;0;5
Облако-облако;"2020-12-06 05:37:26";535495238;41.29119;40.78873;-14399;14613;19
Облако-облако;"2020-12-06 05:37:26";764437934;41.39501;40.9072699;-5901;20064;7
Облако-облако;"2020-12-06 05:38:09";740798458;41.28606;40.81533;-16732;12934;9
Облако-облако;"2020-12-06 05:38:11";20702825;41.21755;40.3179;-4739;12660;5
Облако-облако;"2020-12-06 05:39:03";210937510;41.29994;40.81662;-6607;18300;6
Облако-облако;"2020-12-06 05:39:04";1943483;41.22586;40.91097;-5718;9917;8
Облако-облако;"2020-12-06 05:39:42";476522991;41.1955;40.24501;-9953;14884;5
Облако-земля;"2020-12-06 05:40:14";487738967;41.31485;40.75853;-6058;0;5
Облако-облако;"2020-12-06 05:41:11";551141785;41.19415;40.23861;-19764;15645;5
Облако-земля;"2020-12-06 05:41:29";932931601;41.33628;40.77103;-8642;0;12
Облако-земля;"2020-12-06 05:41:30";127968000;41.1851;40.7513;-15522;0;6
Облако-облако;"2020-12-06 05:42:14";364471532;41.19505;40.24641;-7786;6279;6
Облако-земля;"2020-12-06 05:42:38";475734000;41.3230999;40.7618;-9854;0;9
Облако-облако;"2020-12-06 05:42:38";757377846;41.24519;40.83676;-7679;18304;6
Облако-облако;"2020-12-06 05:43:42";679826924;41.3763;40.76892;-10079;7887;8
Облако-земля;"2020-12-06 05:43:43";70932000;41.3406;40.8352999;-7418;0;5
Облако-облако;"2020-12-06 05:43:43";623627672;41.35031;40.95911;-7606;10249;5
Облако-земля;"2020-12-06 05:43:43";769171974;41.25231;40.93444;-4036;0;5
Облако-земля;"2020-12-06 05:44:40";800464000;41.3304;40.6694;46907;0;6
Облако-земля;"2020-12-06 05:44:40";823166000;41.3351;40.7331;-9223;0;5
Облако-облако;"2020-12-06 05:44:40";798621338;41.32882;40.72002;-17241;18917;11
Облако-земля;"2020-12-06 05:45:54";837426000;41.3576;40.6762;-10106;0;6
Облако-земля;"2020-12-06 05:46:16";550128000;41.4906;41.0096;-9258;0;6
Облако-облако;"2020-12-06 05:46:16";806596219;41.35779;40.89421;-4445;10152;5
Облако-земля;"2020-12-06 05:46:39";709157000;41.3447;40.6985;-26953;0;5
Облако-земля;"2020-12-06 05:46:40";131365000;41.2879999;40.7661;-6346;0;5
Облако-земля;"2020-12-06 05:47:50";232169000;41.3403;40.6247;-17566;0;5
Облако-облако;"2020-12-06 05:47:50";570527196;41.3083699;40.74732;4624;4849;11
Облако-земля;"2020-12-06 05:48:19";51313000;41.3274;40.6376;-7608;0;7
Облако-облако;"2020-12-06 05:48:34";843444389;41.32749;40.7111;7338;14567;11
Облако-облако;"2020-12-06 05:49:16";886720547;41.34592;40.71817;-17721;12112;14
Облако-земля;"2020-12-06 05:49:39";475865000;41.3482;40.826;-7425;0;5
Облако-облако;"2020-12-06 05:49:56";585358719;41.30361;40.80798;-3672;13541;7
Облако-облако;"2020-12-06 05:50:01";262436424;41.33554;40.7242;12359;17489;7
Облако-облако;"2020-12-06 05:50:25";217728494;41.33151;40.74571;14719;12131;7
Облако-земля;"2020-12-06 05:50:35";730892169;41.31721;40.66726;-9106;0;8
Облако-земля;"2020-12-06 05:50:36";144021223;41.25742;40.76526;-6193;0;6
Облако-земля;"2020-12-06 05:50:52";99213000;41.2509;40.284;-15437;0;6
Облако-земля;"2020-12-06 05:50:52";417444000;41.2068;40.2089;-28008;0;9
Облако-земля;"2020-12-06 05:50:52";438593000;41.3456;40.2487;-25908;0;5
Облако-облако;"2020-12-06 05:51:13";412050159;41.36179;40.77538;-15920;14053;10
Облако-облако;"2020-12-06 05:51:42";435562059;41.34208;40.74684;8187;19531;9
Облако-земля;"2020-12-06 05:52:14";519211000;41.5331;40.6513;55662;0;6
Облако-земля;"2020-12-06 05:52:14";923739000;41.2985;40.735;-6355;0;7
Облако-земля;"2020-12-06 05:52:14";542332000;41.3448;40.6348;-16654;0;7
Облако-земля;"2020-12-06 05:52:53";502609000;41.4959;40.7144;-24054;0;8
Облако-земля;"2020-12-06 05:52:53";938451621;41.343;40.64201;-4388;0;10
Облако-облако;"2020-12-06 05:53:19";713993025;41.21267;40.63647;-3333;15348;5
Облако-земля;"2020-12-06 05:53:20";47080000;41.1443;40.8676;-7225;0;5
Облако-облако;"2020-12-06 05:53:40";748622279;41.36907;40.81313;-6506;17486;8
Облако-облако;"2020-12-06 05:53:40";734389589;41.318;40.70095;-7423;18817;5
Облако-земля;"2020-12-06 05:54:11";370301488;41.34322;40.71394;-16051;0;15
Облако-облако;"2020-12-06 05:54:57";505290483;41.2435;40.48838;-6059;11258;7
Облако-земля;"2020-12-06 05:54:57";498328660;41.33165;40.74284;-64796;0;14
Облако-земля;"2020-12-06 05:55:13";893578000;41.2914;40.7265;-10177;0;8
Облако-облако;"2020-12-06 05:55:14";69268113;41.30324;40.83055;-8800;18891;8
Облако-земля;"2020-12-06 05:55:48";579504000;41.3346;40.7528;-8653;0;5
Облако-облако;"2020-12-06 05:55:48";342686548;41.27807;40.76435;-7505;17712;16
Облако-земля;"2020-12-06 05:56:23";287099383;41.31721;40.83657;-20633;0;10
Облако-земля;"2020-12-06 05:56:42";934342000;41.6659999;40.5967;-127116;0;5
Облако-земля;"2020-12-06 05:56:42";952709000;41.3334;40.7115;-10333;0;7
Облако-земля;"2020-12-06 05:56:42";939483000;41.326;40.6544;-12635;0;5
Облако-облако;"2020-12-06 05:56:51";82824286;41.30198;40.79989;-18820;14207;19
Облако-земля;"2020-12-06 05:57:29";659463000;41.2909;40.7633;-14146;0;5
Облако-земля;"2020-12-06 05:57:29";604446000;41.2875;40.8027;-17590;0;8
Облако-земля;"2020-12-06 05:57:49";286015810;41.34033;40.70098;-48395;0;17
Облако-земля;"2020-12-06 05:58:18";563462000;41.3615;40.802;-17325;0;7
Облако-земля;"2020-12-06 05:58:18";835331000;41.2956;40.6696;-24594;0;6
Облако-земля;"2020-12-06 05:58:18";516508242;41.28478;40.78527;-7819;0;17
Облако-земля;"2020-12-06 05:58:54";360864000;41.2561;40.8247;-6784;0;6
Облако-облако;"2020-12-06 05:58:54";336310339;41.23951;40.74649;-6398;15664;5
Облако-облако;"2020-12-06 06:00:24";578644568;41.19197;40.95022;-9318;14852;8
Облако-облако;"2020-12-06 06:00:24";790969022;41.28983;40.90401;20069;15087;11
Облако-земля;"2020-12-06 06:00:39";423752000;41.2302;40.2789;114800;0;6
Облако-облако;"2020-12-06 06:00:39";402759177;41.25689;40.39033;4900;16534;5
Облако-облако;"2020-12-06 06:00:39";490066613;41.20626;40.16379;15554;17197;13
Облако-земля;"2020-12-06 06:01:01";623818000;41.339;40.5921;-20283;0;6
Облако-земля;"2020-12-06 06:01:01";603814000;41.3758;40.4028;-14339;0;5
Облако-земля;"2020-12-06 06:01:08";662624000;41.3489999;40.6719;-13458;0;8
Облако-земля;"2020-12-06 06:01:37";791221000;41.4425;40.6688;-28271;0;10
Облако-земля;"2020-12-06 06:01:37";803525000;41.4587;40.7917;-3976;0;5
Облако-земля;"2020-12-06 06:01:37";842190000;41.3219;40.7405;-11523;0;6
Облако-земля;"2020-12-06 06:02:46";840003000;41.3067;40.7061;-150615;0;5
Облако-земля;"2020-12-06 06:02:47";136588000;41.2141;40.6464;-8971;0;6
Облако-земля;"2020-12-06 06:02:47";101774000;41.3396;40.6547;-15827;0;5
Облако-земля;"2020-12-06 06:02:47";121263000;41.2537;40.659;-6284;0;5
Облако-облако;"2020-12-06 06:02:47";146850813;41.26712;40.64566;-12537;4146;6
Облако-облако;"2020-12-06 06:02:47";113764205;41.09636;40.23236;-4963;18839;6
Облако-облако;"2020-12-06 06:02:55";731302710;41.23494;40.29248;-12200;19043;9
Облако-земля;"2020-12-06 06:02:55";753794756;41.22352;40.27307;-5717;0;7
Облако-земля;"2020-12-06 06:03:47";313048000;41.3718999;40.7291;-44633;0;9
Облако-облако;"2020-12-06 06:03:47";38297222;41.3352099;40.73247;-19089;11459;9
Облако-земля;"2020-12-06 06:05:46";874888000;41.3181;40.6519;-157309;0;6
Облако-земля;"2020-12-06 06:05:46";842699232;41.27488;40.77558;-33595;0;14
Облако-земля;"2020-12-06 06:07:02";720787000;41.4515;40.6995999;-13858;0;7
Облако-земля;"2020-12-06 06:07:02";678463000;41.2866;40.6316;-9630;0;7
Облако-облако;"2020-12-06 06:07:02";395654156;41.23812;40.72082;-3365;19538;5
Облако-земля;"2020-12-06 06:08:38";705335000;41.2474;40.8069;-9511;0;9
Облако-земля;"2020-12-06 06:08:38";834296000;41.2849;40.6115;-5319;0;5
Облако-облако;"2020-12-06 06:08:38";624282848;41.29289;40.7363;-6651;9334;10
Облако-земля;"2020-12-06 06:09:13";288554000;41.4567;40.7153;-6894;0;7
Облако-земля;"2020-12-06 06:09:25";188636993;41.20086;40.8538799;-3533;0;5
Облако-земля;"2020-12-06 06:09:53";103860000;41.2956999;40.6903999;-15048;0;7
Облако-земля;"2020-12-06 06:09:53";203105000;41.2863;40.6946;-7363;0;5
Облако-земля;"2020-12-06 06:10:53";489626000;41.3584;40.7316;-10445;0;5
Облако-облако;"2020-12-06 06:11:19";160858953;41.2265;40.7999;-3388;8864;6
Облако-облако;"2020-12-06 06:12:19";82296994;41.2581;40.84189;7825;17095;9
Облако-облако;"2020-12-06 06:13:51";922350870;41.22916;40.80379;-17738;15399;7
Облако-земля;"2020-12-06 06:15:04";772275000;41.2406;40.7565;33708;0;10
Облако-земля;"2020-12-06 06:18:19";200662000;41.2872;40.6758;37009;0;9
Облако-земля;"2020-12-06 06:18:19";501788000;41.3427999;40.6061;-13040;0;6
Облако-облако;"2020-12-06 06:18:19";199035576;41.2558999;40.65823;16758;16587;14
Облако-облако;"2020-12-06 06:18:19";388859734;41.37112;40.68636;11465;15841;6
Облако-облако;"2020-12-06 06:18:19";535767728;41.34546;40.87381;4077;8924;5
Облако-земля;"2020-12-06 06:22:57";731008000;41.4502;40.7319;-16677;0;6
Облако-земля;"2020-12-06 06:22:57";574624875;41.30233;40.68173;-3989;0;9
Облако-земля;"2020-12-06 06:25:02";801734000;41.3128;40.6397;49349;0;7
Облако-земля;"2020-12-06 06:25:03";71491000;41.5406;40.6933999;-7564;0;7
Облако-земля;"2020-12-06 06:29:19";962855000;41.2695999;40.1734;20168;0;8
Облако-облако;"2020-12-06 06:29:20";135048852;41.22262;40.1928;-10624;15856;14
Облако-облако;"2020-12-06 06:30:22";887290169;41.27088;40.25303;-8788;16703;11
