"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2021-03-06 12:55:26";378759000;45.5815;39.0289;-3458;0;5
Облако-земля;"2021-03-06 13:06:42";471345000;45.5882;39.1683;-10632;0;5
Облако-земля;"2021-03-06 13:07:56";407703000;45.6355999;39.0563;-17115;0;5
Облако-земля;"2021-03-06 13:07:56";233679000;45.5873;39.2096;-6780;0;7
Облако-земля;"2021-03-06 13:09:13";261770000;45.6019999;39.2296;-6225;0;5
Облако-земля;"2021-03-06 13:09:55";530309000;45.6085;39.1076;-6655;0;5
Облако-земля;"2021-03-06 13:09:55";460598000;45.8496;39.2043;16592;0;5
Облако-земля;"2021-03-06 13:09:55";488848810;45.58629;39.18098;-10771;0;14
Облако-земля;"2021-03-06 13:11:08";215205298;45.5941199;39.19645;-4968;0;5
Облако-земля;"2021-03-06 13:16:01";121105000;45.6629999;39.347;-8156;0;7
Облако-земля;"2021-03-06 13:17:53";740611445;45.68304;39.29974;-11958;0;8
Облако-земля;"2021-03-06 13:18:45";716178000;45.6435;39.2932;-9208;0;5
Облако-земля;"2021-03-06 13:19:22";70656000;45.6626;39.3453;-12076;0;7
Облако-земля;"2021-03-06 13:20:18";18194432;45.63561;39.37245;-7540;0;5
Облако-земля;"2021-03-06 13:21:13";243840000;45.6751999;39.3556;-11223;0;7
Облако-земля;"2021-03-06 13:21:13";205837423;45.64306;39.32868;-11041;0;5
Облако-облако;"2021-03-06 13:21:44";579426518;45.67837;39.38695;-4087;11742;5
Облако-земля;"2021-03-06 13:22:12";534443848;45.65219;39.38988;-4933;0;5
Облако-земля;"2021-03-06 13:23:42";858997540;45.66549;39.39547;-11214;0;13
Облако-земля;"2021-03-06 13:24:30";204102000;45.6637;39.3608;-10454;0;5
Облако-облако;"2021-03-06 13:24:30";190697127;45.6477099;39.50551;-8323;18486;5
Облако-облако;"2021-03-06 13:25:30";121501797;45.63378;39.40115;6324;18156;12
Облако-земля;"2021-03-06 13:29:25";452153050;45.67989;39.44024;-7451;0;15
Облако-земля;"2021-03-06 13:30:03";933513000;45.6693;39.4858;-5799;0;6
Облако-облако;"2021-03-06 13:32:11";344921907;45.49949;39.39203;-5268;19429;5
Облако-облако;"2021-03-06 13:32:11";587058721;45.62959;39.51908;3415;9633;6
Облако-земля;"2021-03-06 13:37:03";996175000;45.5822999;39.4905;-9139;0;6
Облако-земля;"2021-03-06 13:38:56";518602436;45.57316;39.43901;-5568;0;8
Облако-земля;"2021-03-06 13:49:46";912759000;45.6054;39.6331;-20542;0;12
Облако-земля;"2021-03-06 13:49:46";936230000;45.5884;39.6501;-8883;0;7
Облако-земля;"2021-03-06 13:49:46";957302000;45.6325999;39.6468;-9720;0;7
Облако-земля;"2021-03-06 13:49:47";396435000;45.6109;39.636;-8340;0;6
Облако-земля;"2021-03-06 13:49:47";508116000;45.5878;39.6026;-8855;0;5
Облако-облако;"2021-03-06 13:50:27";240363902;45.60363;39.65065;9034;16252;8
Облако-земля;"2021-03-06 13:51:14";781547000;45.6582;39.685;-10560;0;8
Облако-земля;"2021-03-06 13:51:15";514236000;45.7542;39.8034;28096;0;5
Облако-облако;"2021-03-06 13:51:47";805609001;45.5805;39.69698;7377;13544;5
Облако-земля;"2021-03-06 13:52:40";778678000;45.6028;39.6415;-19111;0;5
Облако-земля;"2021-03-06 13:53:32";360257439;45.55916;39.7307599;-6165;0;5
Облако-земля;"2021-03-06 13:55:10";483784000;45.5306;39.7794;-6761;0;5
Облако-земля;"2021-03-06 13:55:11";178136000;45.6916;39.8113;-2465;0;8
Облако-земля;"2021-03-06 13:56:24";372602000;45.642;39.7534;-10552;0;6
Облако-земля;"2021-03-06 13:56:24";483339000;45.5482;39.8068;-7536;0;5
Облако-земля;"2021-03-06 14:01:45";446430000;45.7132;39.8793;-28407;0;11
