Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-08-07 08:47:22;42607679;41.00485;44.08762;-5936;14096;11
Облако-земля;2023-08-07 08:53:21;712549000;41.0018;44.0501999;-8550;0;11
Облако-облако;2023-08-07 09:01:18;107805287;41.00625;44.01268;5268;3056;9
Облако-облако;2023-08-07 09:05:52;343570121;41.06033;44.1129;6468;15101;7
Облако-облако;2023-08-07 09:42:10;434491007;41.06665;44.0921499;-6665;6164;11
Облако-земля;2023-08-07 10:38:11;89479821;43.51667;42.9402199;-4573;0;7
Облако-облако;2023-08-07 10:40:00;679999620;43.52551;42.93845;-2816;4798;7
Облако-земля;2023-08-07 10:41:28;518945586;43.5454;42.92158;-3687;0;6
Облако-облако;2023-08-07 10:41:40;873407229;43.54299;42.93541;1809;17467;5
Облако-облако;2023-08-07 10:41:58;147541970;43.53584;42.90634;-1899;5092;6
Облако-облако;2023-08-07 10:42:22;340359729;43.53746;42.92138;1733;3001;5
Облако-облако;2023-08-07 10:42:30;178816935;43.51536;42.92909;-2686;3006;6
Облако-облако;2023-08-07 10:43:00;963981663;43.51176;42.95423;-2562;3844;6
Облако-облако;2023-08-07 10:43:05;536812552;43.53428;42.92432;2591;3003;8
Облако-облако;2023-08-07 10:43:10;600809204;43.51192;42.93575;-2308;4916;7
Облако-облако;2023-08-07 10:43:29;172823795;43.523;42.93275;-3302;5298;7
Облако-облако;2023-08-07 10:43:34;435526374;43.44732;42.97543;-1988;3270;6
Облако-облако;2023-08-07 10:43:40;5855865;43.52081;42.9284;-1721;5081;5
Облако-облако;2023-08-07 10:44:00;914253270;43.50805;42.9331;-2387;4256;6
Облако-облако;2023-08-07 10:44:12;704099345;43.51546;42.92557;-2777;4214;7
Облако-облако;2023-08-07 10:44:20;329344537;43.54957;42.91487;-3333;5363;7
Облако-облако;2023-08-07 10:44:23;269529285;43.54457;42.92303;-5035;4139;7
Облако-облако;2023-08-07 10:44:26;551195346;43.6425399;42.98636;-3256;3016;7
Облако-облако;2023-08-07 10:44:36;638505254;43.52094;42.90372;-3527;19279;7
Облако-облако;2023-08-07 10:44:45;766680041;43.52525;42.93733;-3146;3866;7
Облако-облако;2023-08-07 10:44:55;917668752;43.51409;42.93678;-3821;4841;7
Облако-облако;2023-08-07 10:45:14;363602028;43.55918;42.93585;-2731;7904;7
Облако-облако;2023-08-07 10:45:30;191349535;43.5219499;42.9319599;-2253;3617;5
Облако-облако;2023-08-07 10:45:41;902260109;43.50635;42.93652;-2764;5338;5
Облако-облако;2023-08-07 10:45:41;891449153;43.62342;42.96276;-5345;14597;12
Облако-облако;2023-08-07 10:45:52;566190096;43.51511;42.92659;-2617;4425;7
