Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-05-09 08:18:46;218321694;42.73901;46.7815299;-5440;0;7
Облако-облако;2023-05-09 08:20:37;993319036;42.6800799;46.87069;-4401;15721;7
Облако-земля;2023-05-09 08:24:19;345792368;42.69296;46.89349;-4289;0;7
Облако-земля;2023-05-09 08:42:53;388427116;41.02713;44.78261;-4617;0;7
Облако-облако;2023-05-09 09:05:49;35211861;41.05001;45.12995;-6755;3045;8
Облако-облако;2023-05-09 09:15:42;37465325;41.0185699;45.24501;-3096;18811;7
Облако-облако;2023-05-09 09:18:18;585550426;41.01464;45.08532;-5863;5638;10
Облако-земля;2023-05-09 09:21:44;808021886;42.81314;46.80897;-3707;0;6
Облако-облако;2023-05-09 09:25:12;879184162;42.79327;46.87954;-3841;15435;5
Облако-облако;2023-05-09 09:45:34;570997325;41.24728;43.96029;-4964;3001;13
Облако-облако;2023-05-09 09:45:34;472939033;41.27714;44.20852;-4361;7737;10
Облако-облако;2023-05-09 09:47:47;35589191;41.27541;44.26776;-8208;10856;11
Облако-земля;2023-05-09 09:59:30;504947122;42.69496;46.82179;-16344;0;16
Облако-земля;2023-05-09 10:03:39;803461752;41.3826899;44.14761;-13220;0;13
Облако-облако;2023-05-09 10:03:39;457504117;41.456;43.99921;-6892;12288;11
Облако-облако;2023-05-09 10:05:12;652579364;41.38636;44.12408;-7309;13245;12
Облако-облако;2023-05-09 10:06:18;493020551;41.3940399;44.21079;-3470;7456;10
Облако-земля;2023-05-09 10:08:08;909411872;41.39056;44.12992;-4765;0;10
Облако-облако;2023-05-09 10:11:21;169576462;41.41051;44.29084;-7137;3770;10
Облако-облако;2023-05-09 10:12:32;830533642;41.48468;44.0316;-16217;11627;10
Облако-облако;2023-05-09 10:12:32;849459883;41.42146;44.36837;-23252;3836;10
Облако-облако;2023-05-09 10:13:32;894991711;41.41803;44.29174;-5705;16898;8
Облако-земля;2023-05-09 10:15:58;457166296;41.3929;44.1542;52524;0;18
Облако-облако;2023-05-09 10:15:58;508315531;41.39003;43.98322;-5960;5345;10
Облако-земля;2023-05-09 10:19:08;711082728;41.48229;44.14852;-3280;0;6
Облако-земля;2023-05-09 10:25:42;368738902;41.50086;44.21665;-7167;0;10
Облако-облако;2023-05-09 10:26:05;825901036;41.48097;44.31112;-20920;3508;13
Облако-облако;2023-05-09 10:29:05;935671888;41.61983;44.29517;-5317;3012;13
Облако-земля;2023-05-09 10:29:57;309784360;41.4683599;44.13846;-6087;0;8
Облако-облако;2023-05-09 10:32:54;136528760;41.51619;44.23853;11254;14035;16
Облако-облако;2023-05-09 10:33:16;125036306;41.58086;44.1054699;-8050;15241;10
Облако-облако;2023-05-09 10:33:55;785740695;41.62431;44.29098;-4243;18080;7
Облако-облако;2023-05-09 10:33:55;916973149;41.55471;44.43103;-5586;17469;7
Облако-облако;2023-05-09 10:33:55;766156959;41.59744;44.16308;-13668;12112;9
Облако-облако;2023-05-09 10:36:14;45069802;41.48742;44.24197;-6667;3006;14
Облако-облако;2023-05-09 10:36:37;597014650;41.55049;44.2883799;-4459;3010;8
Облако-облако;2023-05-09 10:37:36;340115722;41.45605;44.22717;-4064;16256;10
Облако-облако;2023-05-09 10:37:55;407193894;41.48425;44.21459;-3704;12214;8
Облако-земля;2023-05-09 10:39:37;608440175;41.51829;44.38416;-30141;0;10
Облако-земля;2023-05-09 10:40:28;955348763;41.51343;44.2401399;8363;0;11
Облако-облако;2023-05-09 10:41:10;936970267;41.4851699;44.24954;-7546;12000;9
Облако-земля;2023-05-09 10:41:54;151129000;41.4942;44.1579;-3770;0;6
Облако-облако;2023-05-09 10:41:54;117878737;41.56094;44.33195;-5177;13679;11
Облако-облако;2023-05-09 10:42:31;527463307;41.54526;44.35249;-27380;5731;9
Облако-облако;2023-05-09 10:43:51;882755857;41.53239;44.41039;-9911;18029;11
Облако-облако;2023-05-09 10:44:39;931921663;41.57348;44.3452399;-5092;3015;9
Облако-облако;2023-05-09 10:44:40;80112785;41.5144499;44.25057;-3391;12042;8
Облако-земля;2023-05-09 10:45:34;363139716;41.5161299;44.24096;-9749;0;14
Облако-облако;2023-05-09 10:45:34;362635494;41.59941;44.3685199;-7924;6755;10
Облако-облако;2023-05-09 10:46:44;847720599;41.56951;44.3371;-7367;13853;9
Облако-облако;2023-05-09 10:48:57;561742476;41.5714;44.39557;-4429;11370;7
Облако-земля;2023-05-09 10:50:49;500503112;41.52429;44.24937;-2293;0;6
Облако-облако;2023-05-09 10:51:47;555678092;41.55213;44.41689;-5391;6453;8
