Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-земля;2023-04-07 01:43:49;285745577;42.01632;46.23549;-10338;0;10
Облако-земля;2023-04-07 01:50:34;239581565;41.98433;46.26625;-6072;0;8
Облако-земля;2023-04-07 02:23:45;792593651;42.03314;46.29886;-13307;0;10
Облако-земля;2023-04-07 02:38:48;889898682;41.99235;46.34449;-6715;0;8
Облако-земля;2023-04-07 02:51:58;592464136;41.9545699;46.41424;-4828;0;8
Облако-земля;2023-04-07 03:30:44;915992804;41.65961;46.33844;-9403;0;10
Облако-земля;2023-04-07 03:44:56;899532460;41.9886;46.20319;-15485;0;15
Облако-земля;2023-04-07 03:47:43;770694386;42.01725;46.15232;-7880;0;7
Облако-земля;2023-04-07 03:58:45;671910812;41.6597;46.48346;199125;0;18
Облако-облако;2023-04-07 04:02:09;284238221;41.73625;46.23928;-5764;18245;8
Облако-облако;2023-04-07 04:02:09;732329997;41.73088;46.43826;-4738;19206;7
Облако-облако;2023-04-07 04:04:17;496039243;41.79158;46.19426;-4588;19626;7
Облако-земля;2023-04-07 04:09:15;921919576;41.70793;46.48695;7085;0;8
Облако-облако;2023-04-07 04:11:59;609558514;41.77023;46.72255;-32854;7939;9
Облако-земля;2023-04-07 04:12:00;807840806;41.66515;46.52553;-4882;0;6
Облако-облако;2023-04-07 04:16:26;602945118;41.9400199;46.32275;-39293;3572;10
Облако-земля;2023-04-07 04:16:27;281726304;41.6830799;46.52359;24758;0;12
Облако-земля;2023-04-07 04:20:24;546491305;41.70867;46.47144;-36362;0;12
Облако-облако;2023-04-07 04:20:25;248179197;41.73037;46.48883;-3219;17243;5
Облако-земля;2023-04-07 04:25:42;514941678;41.72401;46.58423;38644;0;16
Облако-облако;2023-04-07 04:27:24;988145213;41.44438;46.81262;-5421;6810;9
Облако-земля;2023-04-07 04:29:33;715597605;41.88642;46.57998;29453;0;11
Облако-земля;2023-04-07 04:31:37;707812102;41.71719;46.60061;12063;0;11
Облако-облако;2023-04-07 04:33:27;311163119;41.70764;46.66106;4486;3222;6
Облако-земля;2023-04-07 04:35:42;276217229;41.7055;46.65983;-10564;0;10
Облако-земля;2023-04-07 04:39:07;878078854;41.72375;46.6305;-6175;0;9
Облако-земля;2023-04-07 04:50:23;553571087;41.74842;46.69925;-6089;0;7
Облако-земля;2023-04-07 04:51:30;690016446;41.72933;46.74951;-9763;0;11
Облако-земля;2023-04-07 04:53:05;920915953;41.75951;46.8427999;-8211;0;11
Облако-земля;2023-04-07 04:56:36;154714365;41.75244;46.74465;-10383;0;9
Облако-земля;2023-04-07 04:59:27;620143337;41.75725;46.84026;-8784;0;9
Облако-земля;2023-04-07 05:00:46;669689027;41.75553;46.85676;-8808;0;9
Облако-земля;2023-04-07 05:02:31;697028430;41.75528;46.87934;-9481;0;10
Облако-облако;2023-04-07 05:02:31;759075437;41.79196;46.65801;-9795;8713;7
Облако-земля;2023-04-07 05:03:40;500145070;41.7438;46.90602;-10717;0;10
Облако-земля;2023-04-07 05:06:29;225880042;41.73362;46.7613;-20415;0;14
Облако-земля;2023-04-07 05:10:05;728472894;41.9171;46.30183;-4952;0;8
Облако-земля;2023-04-07 05:13:17;832292083;41.75454;46.83017;-11569;0;13
Облако-земля;2023-04-07 05:16:29;664742432;41.73411;46.82115;-8855;0;9
Облако-земля;2023-04-07 05:18:18;751955986;41.75275;46.8598;-8281;0;10
Облако-земля;2023-04-07 05:20:31;276572644;41.75488;46.86619;-5368;0;9
Облако-земля;2023-04-07 05:20:49;820904431;41.75912;46.82591;-5411;0;9
Облако-земля;2023-04-07 05:20:49;618787769;41.86495;46.68566;-4052;0;6
Облако-земля;2023-04-07 05:23:12;702013369;41.94625;45.90896;-9409;0;11
Облако-земля;2023-04-07 05:25:50;672656644;41.76512;46.89106;-10804;0;10
Облако-облако;2023-04-07 05:27:12;977383292;41.76151;46.93713;-6072;19333;10
Облако-земля;2023-04-07 05:32:44;876946040;41.75031;46.86501;-7061;0;7
Облако-земля;2023-04-07 06:10:59;641019363;41.99864;46.12548;-12914;0;12
Облако-земля;2023-04-07 06:12:36;701423174;41.99179;46.1237799;-4622;0;7
Облако-земля;2023-04-07 06:12:36;653966540;42.0979;46.0008;-3741;0;6
Облако-земля;2023-04-07 06:15:52;393362393;42.00313;46.17836;-5472;0;9
Облако-земля;2023-04-07 06:16:59;515438841;41.98027;46.20675;-8497;0;14
Облако-земля;2023-04-07 06:18:59;393107596;41.87594;46.56511;-10724;0;10
Облако-земля;2023-04-07 06:21:38;282879085;41.79654;46.59198;-8915;0;9
Облако-земля;2023-04-07 06:21:51;411011000;41.9856;46.1236;-5737;0;5
Облако-земля;2023-04-07 06:21:51;335401385;42.13472;46.0072199;-3585;0;6
