"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2022-03-03 17:43:14";264209000;41.8474;42.9535;-10196;0;8
Облако-облако;"2022-03-03 18:04:32";986827450;42.5098399;45.3350099;10980;16605;9
Облако-облако;"2022-03-03 18:09:31";549368090;42.57886;45.46637;10108;15934;10
Облако-земля;"2022-03-03 18:09:31";468038000;42.5848;45.281;-10728;0;8
Облако-земля;"2022-03-03 18:09:31";426158000;42.6614;45.2305;-12151;0;6
Облако-земля;"2022-03-03 18:09:31";227316000;42.6129;45.2211;-9180;0;7
Облако-земля;"2022-03-03 18:09:31";290711000;42.5341;45.2483;-6181;0;5
Облако-земля;"2022-03-03 18:09:31";251056000;42.5235;45.2268;-8996;0;5
Облако-земля;"2022-03-03 18:09:31";189090000;42.5090999;45.2412;-9731;0;7
Облако-земля;"2022-03-03 18:19:02";254915000;41.1487;42.7584;-12218;0;10
Облако-земля;"2022-03-03 18:22:07";291946154;41.04665;42.82839;-8061;0;10
Облако-облако;"2022-03-03 18:23:39";246065654;41.05952;42.83695;-20259;18708;5
Облако-облако;"2022-03-03 18:28:13";897913246;42.42437;44.94205;9930;11501;10
Облако-облако;"2022-03-03 18:28:13";402351150;42.3847;44.65243;-9475;14365;11
Облако-земля;"2022-03-03 18:28:13";707671000;42.4637;44.815;-14192;0;6
Облако-облако;"2022-03-03 18:31:26";559980651;42.43079;44.90639;7326;10740;8
Облако-земля;"2022-03-03 18:31:26";323843000;42.4366;44.7862;-14189;0;7
Облако-земля;"2022-03-03 18:33:57";919144000;42.423;44.7945;-11004;0;6
Облако-земля;"2022-03-03 18:33:57";887260000;42.4537;44.8339;24316;0;11
Облако-земля;"2022-03-03 18:33:57";412887000;42.4051;44.8349;-12761;0;8
Облако-земля;"2022-03-03 18:33:58";103380698;42.41111;44.96404;-6399;0;9
Облако-земля;"2022-03-03 18:33:58";94758000;42.287;44.7494;34465;0;7
Облако-земля;"2022-03-03 18:37:50";470924071;42.45963;44.99029;-23937;0;15
Облако-земля;"2022-03-03 18:37:50";394632000;42.3489;44.7203;44657;0;8
Облако-земля;"2022-03-03 18:37:50";498394000;42.408;44.7796;-13393;0;6
Облако-земля;"2022-03-03 18:37:50";434917000;42.3063999;44.6801;17427;0;7
Облако-земля;"2022-03-03 18:37:50";142816000;42.4728;44.7954999;-11617;0;5
Облако-облако;"2022-03-03 18:41:01";293280229;42.51761;44.83212;6365;15735;10
Облако-облако;"2022-03-03 18:42:07";955644503;42.52651;44.87449;7743;14111;14
Облако-облако;"2022-03-03 18:45:48";869174762;42.30585;44.59169;11140;18105;6
Облако-земля;"2022-03-03 18:50:06";122505000;42.4321;44.645;-11595;0;6
Облако-земля;"2022-03-03 18:57:11";620020000;42.4602999;44.8624;-7621;0;6
Облако-земля;"2022-03-03 18:57:21";576905148;42.51301;44.6979;-5081;0;9
Облако-земля;"2022-03-03 18:59:14";987880000;41.883;44.7631;29892;0;6
Облако-земля;"2022-03-03 18:59:15";55140000;41.9685;44.8359;-13691;0;6
Облако-земля;"2022-03-03 19:01:33";160234000;42.0210999;44.8175;-7227;0;6
Облако-облако;"2022-03-03 19:06:06";270657494;41.98923;44.96168;22454;18011;9
Облако-земля;"2022-03-03 19:07:49";839245000;42.6567999;44.8243;22848;0;8
Облако-земля;"2022-03-03 19:07:49";417626000;42.555;44.8486;-21660;0;9
Облако-облако;"2022-03-03 19:08:53";309167974;42.4688;44.63818;7733;15139;9
Облако-земля;"2022-03-03 19:08:53";276692000;42.4012;44.6049999;-14510;0;6
Облако-облако;"2022-03-03 19:13:26";887067852;42.58292;44.91721;5578;16835;6
Облако-облако;"2022-03-03 19:17:37";179982285;41.50116;43.30086;16701;14655;11
Облако-земля;"2022-03-03 19:20:48";518730455;41.53085;43.35667;-14623;0;14
Облако-земля;"2022-03-03 19:20:48";464466000;41.4305;43.1739;-74278;0;5
Облако-облако;"2022-03-03 19:22:09";865901652;41.13627;43.22573;7059;14521;8
Облако-земля;"2022-03-03 19:22:09";49797469;41.0887699;43.2305;-167728;0;9
Облако-земля;"2022-03-03 19:31:15";637028776;41.08469;43.29093;-54650;0;10
Облако-земля;"2022-03-03 19:32:23";238267000;42.4357;44.8623;-40432;0;6
Облако-земля;"2022-03-03 19:32:24";376047000;42.258;44.9414;54724;0;7
Облако-земля;"2022-03-03 19:32:24";398572000;42.3164;44.9687;23078;0;5
Облако-облако;"2022-03-03 19:33:47";507754689;42.5038;44.83184;9304;16746;9
Облако-земля;"2022-03-03 19:33:47";243243000;42.617;44.9069999;-10538;0;6
Облако-облако;"2022-03-03 19:36:34";825626791;42.52202;44.84709;7772;10070;9
Облако-земля;"2022-03-03 19:36:34";707927000;42.5796;44.7999;-13518;0;8
Облако-земля;"2022-03-03 19:38:15";979088000;42.2376;45.0514;-72956;0;6
Облако-земля;"2022-03-03 19:38:15";991754000;42.2898;45.0981;-83620;0;13
Облако-земля;"2022-03-03 19:38:16";36703000;42.2785;45.119;-11860;0;9
Облако-облако;"2022-03-03 19:39:47";321855104;42.21454;45.0177;7830;16479;8
Облако-облако;"2022-03-03 19:39:47";1842839;42.29118;45.16503;23437;16836;12
Облако-земля;"2022-03-03 19:39:47";433013000;42.2881;45.1021;-13220;0;9
Облако-земля;"2022-03-03 19:39:47";522512000;42.2376;45.129;-10730;0;6
Облако-земля;"2022-03-03 19:39:47";286345000;42.2633;45.1173;17293;0;7
Облако-облако;"2022-03-03 19:42:13";387778586;42.29956;45.065;15252;16323;12
Облако-земля;"2022-03-03 19:43:29";884875159;42.33174;44.9883499;-7433;0;17
Облако-земля;"2022-03-03 19:43:29";919408000;42.3516;45.0779;-8148;0;5
Облако-земля;"2022-03-03 19:43:29";860887000;42.6139;45.1351;-11675;0;5
Облако-облако;"2022-03-03 19:45:34";825000689;42.34095;45.19104;7234;16621;6
Облако-облако;"2022-03-03 19:46:31";951745845;42.33448;45.1465;6542;12759;10
Облако-облако;"2022-03-03 19:48:25";337589757;42.4700599;45.06281;8286;15540;11
Облако-облако;"2022-03-03 19:49:22";425785373;42.36897;45.2436999;5355;18421;5
Облако-земля;"2022-03-03 19:49:23";147652000;42.3108;44.955;24207;0;6
Облако-земля;"2022-03-03 19:50:43";839707000;42.4165;45.0055;-10206;0;8
Облако-облако;"2022-03-03 19:52:08";787541176;42.6182;45.09662;6733;11844;8
Облако-земля;"2022-03-03 19:55:09";151689000;41.8138999;43.3908;16202;0;8
Облако-облако;"2022-03-03 19:55:09";380166478;41.65523;43.39985;11407;11722;6
Облако-земля;"2022-03-03 19:55:09";183710000;41.6804;43.3943;-9759;0;5
Облако-земля;"2022-03-03 19:55:09";110322000;41.5956;43.3592;-7723;0;5
Облако-облако;"2022-03-03 19:55:09";208570781;41.6913;43.54992;12235;4098;10
Облако-земля;"2022-03-03 19:55:57";212854000;41.4856;43.4842;-10336;0;5
Облако-облако;"2022-03-03 19:56:58";932950210;42.3875699;45.21118;8054;19890;7
Облако-земля;"2022-03-03 19:56:58";872829000;42.5964;45.1133;-11714;0;6
Облако-земля;"2022-03-03 20:03:39";7375000;42.4681;45.205;21807;0;5
Облако-облако;"2022-03-03 20:05:45";31762837;42.31923;45.1018;7909;19917;7
Облако-облако;"2022-03-03 20:08:05";383022646;42.37562;45.19423;8005;9561;13
Облако-земля;"2022-03-03 20:08:05";429730000;42.4186;45.165;15639;0;6
Облако-земля;"2022-03-03 20:08:05";356880000;42.3264;45.1628;20950;0;7
Облако-земля;"2022-03-03 20:08:05";499608000;42.4116;45.2003;-13334;0;5
Облако-облако;"2022-03-03 20:08:15";964183470;42.45258;45.36674;11561;18932;13
Облако-облако;"2022-03-03 20:09:41";400932009;42.42992;45.2871499;7793;17633;10
Облако-земля;"2022-03-03 20:10:25";386632000;42.3614;45.054;-14335;0;9
Облако-земля;"2022-03-03 20:10:25";600186000;42.4046;45.0279;-12833;0;5
Облако-облако;"2022-03-03 20:11:19";275976619;42.43054;45.30052;11339;17987;8
Облако-земля;"2022-03-03 20:12:37";959537000;42.4756;45.3153;16360;0;9
Облако-облако;"2022-03-03 20:13:02";839503059;41.66223;43.44226;3589;15773;7
Облако-облако;"2022-03-03 20:13:02";756981958;41.72862;43.63708;8971;12385;11
Облако-земля;"2022-03-03 20:13:02";811664000;41.7506;43.5522;-13751;0;7
Облако-земля;"2022-03-03 20:13:02";901735000;41.6731;43.5257;-12100;0;6
Облако-земля;"2022-03-03 20:13:02";719296000;41.7045;43.5261;15645;0;11
Облако-земля;"2022-03-03 20:13:03";77265000;41.8744;43.6043;-11973;0;6
Облако-земля;"2022-03-03 20:13:03";31628000;41.7832999;43.5576999;-12537;0;9
Облако-земля;"2022-03-03 20:13:55";771110000;42.5034;45.3226;20189;0;7
Облако-облако;"2022-03-03 20:15:14";570864788;42.45981;45.30016;7694;16814;6
Облако-земля;"2022-03-03 20:15:14";542112000;42.4694999;45.2796;16832;0;7
Облако-облако;"2022-03-03 20:15:57";986019394;42.44349;45.14549;9829;18855;13
Облако-земля;"2022-03-03 20:15:57";954390000;42.4714;45.1418;18491;0;9
Облако-земля;"2022-03-03 20:15:58";37002000;42.4333;45.1717;19369;0;5
Облако-земля;"2022-03-03 20:15:58";453310000;42.5677;45.2068;-14315;0;6
Облако-земля;"2022-03-03 20:16:31";345493000;41.0112;43.9132;-92120;0;11
Облако-облако;"2022-03-03 20:24:04";956224987;42.50139;45.36928;14729;11448;7
Облако-земля;"2022-03-03 20:24:04";314744000;42.4884;44.9289;16794;0;9
Облако-земля;"2022-03-03 20:24:04";281172000;42.5165999;44.9216;-27274;0;8
Облако-земля;"2022-03-03 20:25:05";388859021;41.00636;43.89401;-15264;0;14
Облако-земля;"2022-03-03 20:26:27";372575000;42.1217;46.1046;25105;0;7
Облако-земля;"2022-03-03 20:28:11";360537000;42.453;45.2107;-10813;0;7
Облако-земля;"2022-03-03 20:28:11";326821000;42.6258;45.1013;16458;0;7
Облако-облако;"2022-03-03 20:29:06";939917244;42.18522;46.106;6075;12672;5
Облако-земля;"2022-03-03 20:29:06";620425000;42.1738;46.1175;-72541;0;9
Облако-земля;"2022-03-03 20:29:07";129003000;42.3533;46.1085;17193;0;6
Облако-облако;"2022-03-03 20:31:02";660731550;42.55457;45.06586;8916;18050;7
Облако-земля;"2022-03-03 20:31:02";400757000;42.5082;45.0862;-5330;0;5
Облако-облако;"2022-03-03 20:32:15";672867940;42.19705;46.16648;13483;9033;9
Облако-земля;"2022-03-03 20:32:15";262548000;42.2058;46.1054;-26339;0;9
Облако-земля;"2022-03-03 20:32:15";512069000;42.1853;46.0809;16891;0;10
Облако-земля;"2022-03-03 20:33:17";234044000;41.8686999;44.3452;15606;0;10
Облако-облако;"2022-03-03 20:36:02";520373017;41.84987;44.52784;15864;13142;6
Облако-земля;"2022-03-03 20:37:29";744246000;41.0359;43.8761;-11860;0;7
Облако-земля;"2022-03-03 20:37:29";729626000;41.0834;43.8167;-97324;0;7
Облако-земля;"2022-03-03 20:37:35";899554479;42.19365;46.0664;-23686;0;15
Облако-облако;"2022-03-03 20:37:36";660709728;42.10293;45.80278;6223;11687;5
Облако-облако;"2022-03-03 20:37:36";53367385;42.14475;45.9156199;5956;18638;5
Облако-земля;"2022-03-03 20:37:36";171346000;42.2389;46.0419;-13354;0;6
Облако-земля;"2022-03-03 20:37:36";149815000;42.1849;46.0859;24255;0;5
Облако-земля;"2022-03-03 20:37:36";215749000;42.1217;46.05;24729;0;9
Облако-земля;"2022-03-03 20:37:36";511775000;42.0829;46.042;18058;0;8
Облако-земля;"2022-03-03 20:37:36";436838000;42.1315;46.0411;-12755;0;6
Облако-облако;"2022-03-03 20:40:11";843656957;42.52053;45.23048;9724;17424;11
Облако-земля;"2022-03-03 20:40:11";998496000;42.5186;45.3226;21106;0;8
Облако-земля;"2022-03-03 20:40:11";939864000;42.5324;45.338;29051;0;10
Облако-облако;"2022-03-03 20:41:31";15154643;42.5698099;45.05604;12012;18495;9
Облако-земля;"2022-03-03 20:43:54";470242000;42.3513;46.1926;-11468;0;5
Облако-земля;"2022-03-03 20:43:54";559251000;42.3129;46.177;16710;0;7
Облако-земля;"2022-03-03 20:43:54";453229000;42.3092;46.1734;26544;0;11
Облако-облако;"2022-03-03 20:44:52";564740193;41.56824;43.88876;12290;17692;8
Облако-земля;"2022-03-03 20:44:52";192605000;41.5889;43.7516;-27249;0;6
Облако-земля;"2022-03-03 20:44:52";598076000;41.586;43.8021;-14813;0;10
Облако-земля;"2022-03-03 20:44:52";176584000;41.5274;43.7676;-128918;0;5
Облако-облако;"2022-03-03 20:45:18";185843255;41.56827;44.05603;-26031;13060;12
Облако-земля;"2022-03-03 20:45:18";197080000;41.5474;44.0153;28117;0;6
Облако-облако;"2022-03-03 20:45:32";239790087;42.40199;46.39796;5400;8892;5
Облако-облако;"2022-03-03 20:45:32";156590692;42.3418;46.24495;14642;14418;7
Облако-земля;"2022-03-03 20:45:32";221913000;42.3641999;46.2146;15769;0;8
Облако-земля;"2022-03-03 20:45:32";201578000;42.4201;46.1617;-14409;0;6
Облако-облако;"2022-03-03 20:46:25";484762232;41.56873;44.06812;6721;10902;6
Облако-облако;"2022-03-03 20:46:31";143537686;42.34607;46.21369;6843;17318;6
Облако-облако;"2022-03-03 20:49:06";477974341;42.34764;46.1811999;14137;10279;14
Облако-земля;"2022-03-03 20:49:06";492972000;42.4459;46.1415999;-12481;0;5
Облако-облако;"2022-03-03 20:52:01";861258707;41.77587;44.30117;-4348;15659;6
Облако-облако;"2022-03-03 20:52:01";978229902;41.62698;44.18492;9003;18910;9
Облако-земля;"2022-03-03 20:52:01";854841000;41.7275;43.9676;20940;0;8
Облако-земля;"2022-03-03 20:52:01";454358000;41.6676;43.9827;-23717;0;6
Облако-земля;"2022-03-03 20:52:35";63397000;42.3953;46.1498;-7033;0;5
Облако-земля;"2022-03-03 20:53:31";422838000;41.6769;44.1786;-11557;0;6
Облако-облако;"2022-03-03 20:55:50";764343634;41.66895;44.2637;7883;10333;5
Облако-земля;"2022-03-03 20:56:55";536034394;41.65301;43.91495;-16815;0;5
Облако-земля;"2022-03-03 20:56:55";565302000;41.5994;44.0741;34713;0;9
Облако-земля;"2022-03-03 20:56:55";890069000;41.6944;44.0465;23302;0;7
Облако-земля;"2022-03-03 20:56:55";596367000;41.7622;44.1276;15239;0;6
Облако-земля;"2022-03-03 20:56:55";606012000;41.67;44.0899;-10286;0;7
Облако-земля;"2022-03-03 21:01:38";129216000;41.7329;44.0387;22249;0;8
Облако-земля;"2022-03-03 21:01:38";256724000;41.7265;44.0245;19056;0;5
Облако-земля;"2022-03-03 21:06:04";964526000;41.7313;44.0633;-13379;0;9
Облако-облако;"2022-03-03 21:10:17";425877964;41.76574;44.0747799;-11724;13137;6
Облако-облако;"2022-03-03 21:10:54";620934875;41.75939;44.03384;9716;15375;8
Облако-земля;"2022-03-03 21:10:54";584087000;41.8581;44.0124;-8501;0;7
Облако-земля;"2022-03-03 21:10:54";684832000;41.7223;44.0159;-14474;0;6
Облако-облако;"2022-03-03 21:12:02";262360220;41.7417;43.9232299;5612;9083;6
Облако-облако;"2022-03-03 21:12:33";309431279;41.74621;44.00536;5191;17877;6
Облако-земля;"2022-03-03 21:12:59";541508000;41.7511;44.0371;-9675;0;7
Облако-облако;"2022-03-03 21:13:58";253837085;41.75043;44.01188;8216;10483;14
Облако-земля;"2022-03-03 21:13:58";359316000;41.8279;44.0101;-11569;0;5
Облако-земля;"2022-03-03 21:13:58";35932000;41.7903;44.0366;-5948;0;6
Облако-земля;"2022-03-03 21:17:11";656208000;41.8229;44.6706999;-14782;0;8
Облако-земля;"2022-03-03 21:17:11";685087000;41.861;44.6255;-6241;0;7
Облако-земля;"2022-03-03 21:17:11";674708000;41.7885;44.6269;-16825;0;7
Облако-земля;"2022-03-03 21:39:50";354309000;42.5138;44.6611;21789;0;9
Облако-облако;"2022-03-03 21:41:34";816306595;42.51299;44.74885;8210;12881;8
Облако-земля;"2022-03-03 21:45:10";697802000;42.1352;46.2876;-11294;0;5
Облако-земля;"2022-03-03 21:45:10";448402000;42.0627;46.3126;-199747;0;15
Облако-земля;"2022-03-03 21:47:10";993073000;42.5217;44.6629;-9610;0;5
Облако-земля;"2022-03-03 21:47:10";858011000;42.7053;44.7638;16479;0;8
Облако-земля;"2022-03-03 21:47:10";950291000;42.7461;44.7712;-7151;0;7
Облако-земля;"2022-03-03 21:55:10";514571000;42.0334;44.7267;27873;0;11
Облако-облако;"2022-03-03 21:58:57";882564901;42.05585;44.7153599;-6971;16310;9
Облако-земля;"2022-03-03 21:58:57";878443000;42.0052;44.6855;-11039;0;5
Облако-земля;"2022-03-03 21:58:57";869019000;41.9822;44.7304;35709;0;7
Облако-земля;"2022-03-03 22:01:46";221352000;41.8741;46.4558;-12668;0;9
Облако-земля;"2022-03-03 22:02:53";862267000;42.103;46.1751;17205;0;5
Облако-земля;"2022-03-03 22:05:53";11922000;42.0912999;44.7070999;-174553;0;8
Облако-земля;"2022-03-03 22:06:36";847095000;41.9446;46.4581;33352;0;8
Облако-земля;"2022-03-03 22:06:36";873939000;41.9764;46.4822;-24422;0;10
Облако-облако;"2022-03-03 22:06:37";151561690;41.96564;46.4614;10964;12067;7
Облако-земля;"2022-03-03 22:06:37";130564000;41.9704;46.4656;26698;0;6
Облако-земля;"2022-03-03 22:06:37";139820000;41.9767;46.4867;15970;0;5
Облако-земля;"2022-03-03 22:06:37";185449000;41.9461;46.4971;15481;0;9
Облако-земля;"2022-03-03 22:07:43";249848000;41.11;46.0108;23769;0;5
Облако-земля;"2022-03-03 22:08:54";25882000;41.189;45.8547;18594;0;8
Облако-облако;"2022-03-03 22:09:52";563067709;42.51648;44.51371;5327;18993;9
Облако-земля;"2022-03-03 22:09:52";741752000;42.5668999;44.5079;-9968;0;5
Облако-облако;"2022-03-03 22:11:07";18308219;41.80077;44.66087;10824;14918;10
Облако-облако;"2022-03-03 22:11:40";884084550;42.41036;45.37911;3847;10277;5
Облако-земля;"2022-03-03 22:11:40";927499000;42.415;45.2502;-10463;0;5
Облако-земля;"2022-03-03 22:11:40";978040000;42.4614;45.4813;-13831;0;6
Облако-облако;"2022-03-03 22:11:41";21979401;42.36072;45.24171;10851;19583;10
Облако-земля;"2022-03-03 22:15:35";21752092;42.03904;46.55035;-23028;0;11
Облако-облако;"2022-03-03 22:15:37";836858428;42.29291;46.01795;4850;16567;8
Облако-облако;"2022-03-03 22:18:04";27242182;42.04181;46.50047;9885;13386;9
Облако-земля;"2022-03-03 22:18:04";64532000;42.0867999;46.4819;-9655;0;5
Облако-облако;"2022-03-03 22:18:18";692233754;42.3154899;45.52691;14881;16893;10
Облако-земля;"2022-03-03 22:18:18";744631000;42.2873;45.4829999;17857;0;7
Облако-земля;"2022-03-03 22:18:18";726976000;42.2887;45.4811;23517;0;9
Облако-земля;"2022-03-03 22:18:18";639407000;42.2871;45.5263;22016;0;8
Облако-облако;"2022-03-03 22:19:56";449338407;42.30296;45.48193;10012;16832;12
Облако-облако;"2022-03-03 22:20:02";797638466;41.92291;44.68381;8679;13354;9
Облако-земля;"2022-03-03 22:20:02";840789000;41.8622;44.6663;-6942;0;6
Облако-земля;"2022-03-03 22:20:02";805835000;41.8788;44.5848;-47201;0;5
Облако-земля;"2022-03-03 22:20:16";842388000;41.8885999;46.5391;-23287;0;7
Облако-земля;"2022-03-03 22:20:34";365178000;42.3085;44.9584;16280;0;6
Облако-земля;"2022-03-03 22:21:57";754284597;42.29013;45.5117199;-20842;0;11
Облако-земля;"2022-03-03 22:21:57";812776000;42.3009;45.4883;22564;0;10
Облако-облако;"2022-03-03 22:22:26";323700150;41.88959;46.56192;11928;16224;9
Облако-земля;"2022-03-03 22:22:26";287119000;41.8823999;46.5401;21506;0;8
Облако-земля;"2022-03-03 22:22:26";312723000;41.9545;46.5171;18293;0;7
Облако-облако;"2022-03-03 22:24:45";932783784;42.05654;46.49979;6190;15004;7
Облако-облако;"2022-03-03 22:24:45";910116836;42.0754;46.56948;4932;14182;5
Облако-земля;"2022-03-03 22:24:45";913913000;42.0105;46.479;24598;0;7
Облако-земля;"2022-03-03 22:24:45";986187000;42.0359;46.5829;21245;0;5
Облако-земля;"2022-03-03 22:24:45";967146000;42.0497;46.5033;22082;0;7
Облако-земля;"2022-03-03 22:24:45";857641000;42.0745999;46.4983;35859;0;6
Облако-облако;"2022-03-03 22:27:34";303537590;42.52367;44.89345;7890;16461;6
Облако-облако;"2022-03-03 22:28:28";580909317;41.92535;46.45105;9214;11555;11
Облако-земля;"2022-03-03 22:28:55";229026000;42.1233999;46.4809;-9500;0;8
Облако-облако;"2022-03-03 22:29:20";747525869;41.75505;46.78165;12110;16980;10
Облако-облако;"2022-03-03 22:29:20";415537274;41.76994;46.83832;-24507;13939;12
Облако-земля;"2022-03-03 22:29:20";424545000;41.8644;46.8444;-16023;0;6
Облако-земля;"2022-03-03 22:29:20";733605000;41.8363;46.7288;27088;0;7
Облако-облако;"2022-03-03 22:29:25";405909287;42.36981;45.04641;-11226;12085;11
Облако-земля;"2022-03-03 22:29:25";376964000;42.3782;44.9387;-23452;0;6
Облако-земля;"2022-03-03 22:30:08";627482199;42.53561;44.82239;-17862;0;9
Облако-земля;"2022-03-03 22:30:30";871154000;42.5445;45.1276;-8043;0;6
Облако-облако;"2022-03-03 22:31:46";781716518;42.43479;45.0502899;7878;16114;11
Облако-облако;"2022-03-03 22:31:49";115951691;42.05807;46.4907899;7862;12037;9
Облако-земля;"2022-03-03 22:31:49";21727000;42.0454999;46.52;24869;0;5
Облако-облако;"2022-03-03 22:33:13";157898243;41.76273;46.81439;-9923;17406;8
Облако-земля;"2022-03-03 22:34:38";847229000;42.1611;45.8102;61336;0;7
Облако-облако;"2022-03-03 22:36:54";747615902;42.10833;45.87432;-11355;11734;8
Облако-земля;"2022-03-03 22:36:54";879435000;42.1636;46.0648;61285;0;8
