"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2021-10-01 13:01:02";446823000;43.1183;39.8857;-24798;0;7
Облако-земля;"2021-10-01 13:01:02";311922000;43.0708;39.851;-18408;0;6
Облако-земля;"2021-10-01 13:01:02";285171000;43.0747;39.8922;-22204;0;10
Облако-земля;"2021-10-01 13:01:02";271309000;43.0998;39.893;-25192;0;6
Облако-земля;"2021-10-01 13:01:02";244658000;43.0874;39.8681;-102336;0;8
Облако-облако;"2021-10-01 13:01:13";96059367;43.27502;39.82322;-10355;13449;5
Облако-земля;"2021-10-01 13:01:13";80492000;43.3265;39.8211;-38058;0;8
Облако-земля;"2021-10-01 13:02:19";462900590;43.0698999;39.88062;-14760;0;11
Облако-земля;"2021-10-01 13:02:19";431715000;43.0905;39.9176;-14600;0;5
Облако-облако;"2021-10-01 13:02:24";809749775;43.30133;39.92841;3328;15120;5
Облако-земля;"2021-10-01 13:02:24";797495000;43.2842;39.8641999;-95201;0;5
Облако-земля;"2021-10-01 13:02:24";819959000;43.2888;40.0287;-21759;0;6
Облако-земля;"2021-10-01 13:03:35";163665000;43.3123;39.8484;-17469;0;6
Облако-земля;"2021-10-01 13:03:35";136625000;43.2978;39.8553;47313;0;7
Облако-земля;"2021-10-01 13:04:05";406016243;43.07023;39.87216;-10872;0;14
Облако-земля;"2021-10-01 13:04:05";353055000;43.3451;39.8936;17936;0;5
Облако-земля;"2021-10-01 13:04:05";384928000;43.0979;39.9104;-16620;0;7
Облако-земля;"2021-10-01 13:04:05";326714000;43.1268;39.8679;109929;0;13
Облако-земля;"2021-10-01 13:04:58";231881000;43.3222;39.9076;-14684;0;6
Облако-земля;"2021-10-01 13:04:58";211811000;43.3388;39.9012;-23411;0;5
Облако-земля;"2021-10-01 13:04:58";160531000;43.205;40.0760999;60320;0;6
Облако-земля;"2021-10-01 13:04:58";185055000;43.2909;39.9563;28533;0;8
Облако-земля;"2021-10-01 13:06:08";827967000;43.1068;39.9174999;64788;0;11
Облако-земля;"2021-10-01 13:06:09";199871293;43.11163;39.83544;-21263;0;17
Облако-земля;"2021-10-01 13:06:29";631159000;43.3037;39.8778999;-82576;0;6
Облако-земля;"2021-10-01 13:06:29";651556000;43.2543999;40.2235;-26307;0;5
Облако-земля;"2021-10-01 13:06:29";676754000;43.2894;39.7312;-13365;0;5
Облако-облако;"2021-10-01 13:07:46";178248221;43.08842;39.8826899;-28172;15553;12
Облако-земля;"2021-10-01 13:07:46";202926000;43.4165;39.8611999;-23683;0;5
Облако-земля;"2021-10-01 13:07:46";182676000;43.1025;39.8992999;54002;0;8
Облако-земля;"2021-10-01 13:07:59";490010000;43.3307;39.8281;-9313;0;6
Облако-земля;"2021-10-01 13:07:59";425299000;43.3183;39.8151;-16182;0;6
Облако-земля;"2021-10-01 13:07:59";446741000;43.3354;39.8192;-12884;0;6
Облако-земля;"2021-10-01 13:07:59";405631000;43.3352;39.8468;52920;0;8
Облако-облако;"2021-10-01 13:10:52";855849813;43.29243;39.81562;11069;12051;12
Облако-земля;"2021-10-01 13:10:52";864804000;43.2356;40.2951;-47399;0;5
Облако-земля;"2021-10-01 13:10:52";877787000;43.278;39.7599;-25178;0;5
Облако-земля;"2021-10-01 13:10:52";900651000;43.3194;39.7254;-33759;0;5
Облако-земля;"2021-10-01 13:11:44";442991667;43.29016;39.78617;-7744;0;8
Облако-земля;"2021-10-01 13:11:44";425807000;43.2996;39.8012;-14371;0;5
Облако-облако;"2021-10-01 13:12:33";696991789;43.30201;39.81147;11728;10044;6
Облако-земля;"2021-10-01 13:12:33";750077000;43.2937;39.7822;-12361;0;5
Облако-земля;"2021-10-01 13:12:33";722265000;43.3086;39.7794;-15597;0;5
Облако-облако;"2021-10-01 13:12:34";209666408;43.2037199;39.8133;-3640;15093;6
Облако-земля;"2021-10-01 13:13:32";325934995;43.3149;39.802;-14534;0;6
Облако-облако;"2021-10-01 13:14:11";942096509;43.23954;39.76271;5780;10636;10
Облако-земля;"2021-10-01 13:14:38";62199253;43.3465;39.83716;-5576;0;15
Облако-облако;"2021-10-01 13:15:20";56979570;43.07823;39.88533;-7063;13826;7
Облако-земля;"2021-10-01 13:16:00";363812361;43.32812;39.77837;-15095;0;8
Облако-земля;"2021-10-01 13:16:00";315142000;43.3544;39.7894;-32305;0;10
Облако-земля;"2021-10-01 13:16:00";334368000;43.3258;39.7813;-41466;0;9
Облако-земля;"2021-10-01 13:17:20";722842000;43.2421999;39.8075;-90138;0;9
Облако-земля;"2021-10-01 13:17:20";444796000;43.2933;39.8277;-150966;0;7
Облако-земля;"2021-10-01 13:18:01";97831000;43.3099;39.7766;-27360;0;8
Облако-облако;"2021-10-01 13:18:33";605156758;43.10935;39.86304;-12952;8471;5
Облако-облако;"2021-10-01 13:18:33";99234263;43.3051699;39.78006;-9671;18395;14
Облако-земля;"2021-10-01 13:18:33";581109000;43.1486;39.8812;-44402;0;5
Облако-земля;"2021-10-01 13:18:33";471603000;43.4004;39.751;22259;0;7
Облако-земля;"2021-10-01 13:19:34";750909000;43.3205;39.952;-16610;0;7
Облако-земля;"2021-10-01 13:19:34";771644384;43.25519;39.80018;-26951;0;8
Облако-облако;"2021-10-01 13:19:34";763361308;43.20059;39.6592;7006;9246;5
Облако-земля;"2021-10-01 13:20:42";629788781;43.2645399;39.81857;-10172;0;19
Облако-земля;"2021-10-01 13:20:42";602631000;43.2777;39.7824;-10395;0;5
Облако-земля;"2021-10-01 13:20:42";558543000;43.1177;39.9092;-59168;0;7
Облако-земля;"2021-10-01 13:20:51";662140514;43.3123099;39.7679;-6789;0;6
Облако-земля;"2021-10-01 13:20:51";777398000;43.3042;39.8238;-13734;0;8
Облако-земля;"2021-10-01 13:22:34";754781296;43.3156899;39.76725;-9203;0;8
Облако-земля;"2021-10-01 13:22:34";767156107;43.34842;39.73264;-6579;0;6
Облако-земля;"2021-10-01 13:24:23";808927036;43.02802;39.76509;-22448;0;13
Облако-земля;"2021-10-01 13:24:44";891145000;43.3432;39.873;-31401;0;6
Облако-земля;"2021-10-01 13:27:52";530949663;43.33171;39.7374;-7880;0;8
Облако-земля;"2021-10-01 13:30:14";612241470;43.30843;39.78576;-20978;0;9
Облако-земля;"2021-10-01 13:30:14";599577000;43.3352999;39.7986;49580;0;9
Облако-земля;"2021-10-01 13:31:04";358238000;43.0554;39.7772999;-28590;0;10
Облако-земля;"2021-10-01 13:32:56";735841177;43.31485;39.81316;-18778;0;16
Облако-облако;"2021-10-01 13:35:40";794349597;42.99337;39.7483;6492;18462;10
Облако-облако;"2021-10-01 13:35:40";308373212;43.3324;39.9608599;-12775;13039;10
Облако-земля;"2021-10-01 13:39:20";479257000;42.8526;40.6798;17963;0;8
Облако-земля;"2021-10-01 13:39:24";279673000;43.3275999;39.7512;40364;0;9
Облако-облако;"2021-10-01 13:39:24";140901680;43.27923;39.74561;11661;20050;12
Облако-облако;"2021-10-01 13:40:51";391671725;43.27483;39.7483;8407;13810;7
Облако-земля;"2021-10-01 13:40:51";566317000;43.2979;39.7324;16234;0;6
Облако-земля;"2021-10-01 13:40:51";374638000;43.2939;39.7445;-11943;0;7
Облако-облако;"2021-10-01 13:42:23";497947872;43.28201;39.7769;-4053;12448;7
Облако-земля;"2021-10-01 13:42:23";443019000;43.3041;39.7896;-9556;0;5
Облако-земля;"2021-10-01 13:44:09";305976000;43.3473;39.7752;57828;0;8
Облако-земля;"2021-10-01 13:44:09";648060658;43.30237;39.6570899;-18910;0;18
Облако-земля;"2021-10-01 13:44:09";619098000;43.3123999;39.6385999;-10769;0;6
Облако-облако;"2021-10-01 13:46:18";613519292;43.3144;39.69877;6779;11201;13
Облако-земля;"2021-10-01 13:49:34";81817000;43.325;39.773;-7560;0;5
Облако-земля;"2021-10-01 13:49:34";248184000;43.3266;39.8024;61585;0;7
Облако-облако;"2021-10-01 13:50:22";978351412;43.05839;39.9295199;-7247;7183;10
Облако-облако;"2021-10-01 13:50:22";337014752;43.1292;39.61488;6484;19517;5
Облако-земля;"2021-10-01 13:50:22";324155000;43.0775999;39.7385;-124014;0;10
Облако-облако;"2021-10-01 13:50:38";442808209;43.32804;39.71446;-2939;16671;9
Облако-облако;"2021-10-01 13:53:20";973144574;43.39942;39.9326;4800;12853;5
Облако-земля;"2021-10-01 13:53:20";632296209;43.35437;39.72277;-9524;0;11
Облако-земля;"2021-10-01 13:53:21";116124000;43.2254;39.9358999;-55278;0;6
Облако-земля;"2021-10-01 14:04:25";792408000;43.0884;39.9208;-28277;0;7
Облако-земля;"2021-10-01 14:04:25";819576864;43.06474;39.96814;-22960;0;11
Облако-земля;"2021-10-01 14:04:26";88716000;43.0506;39.9361;27570;0;5
Облако-земля;"2021-10-01 14:06:01";974276636;43.08571;39.96544;-12543;0;12
Облако-земля;"2021-10-01 14:07:11";302934776;43.10498;39.9721;-5454;0;5
Облако-земля;"2021-10-01 14:07:11";197416000;43.1203999;39.9398;-15605;0;7
Облако-земля;"2021-10-01 14:07:11";256549000;43.079;39.9623;-12785;0;5
Облако-земля;"2021-10-01 14:07:11";227133000;43.0867999;39.9645;-18460;0;5
Облако-земля;"2021-10-01 14:07:11";180643000;43.123;39.9906999;-17137;0;8
Облако-облако;"2021-10-01 14:10:42";658221995;43.09753;39.9403099;-20415;17435;9
Облако-земля;"2021-10-01 14:10:42";662894000;43.2706;39.938;-18277;0;6
Облако-земля;"2021-10-01 14:10:43";45397000;43.1087;40.0903;-11941;0;6
Облако-облако;"2021-10-01 14:12:28";242040915;43.08108;39.96708;-6163;17998;6
Облако-земля;"2021-10-01 14:12:28";256860000;43.1018;39.9185;-13812;0;6
Облако-земля;"2021-10-01 14:33:09";880977000;43.0108;40.0904;44391;0;5
Облако-земля;"2021-10-01 14:33:09";760043000;43.0405;40.0592;-34581;0;6
Облако-земля;"2021-10-01 15:34:50";184576000;42.9874;40.5576999;-10992;0;9
Облако-земля;"2021-10-01 15:36:40";450886000;42.9111;40.5966;43129;0;8
Облако-земля;"2021-10-01 15:39:01";707385831;42.97773;40.66661;-16049;0;6
Облако-земля;"2021-10-01 15:39:54";753267415;42.94779;40.62053;-16290;0;8
Облако-земля;"2021-10-01 15:41:09";69929000;42.9702;40.619;67142;0;5
Облако-земля;"2021-10-01 15:42:04";637377000;43.01;40.6747;77692;0;6
Облако-облако;"2021-10-01 15:43:31";913005997;42.95431;40.6029399;-10276;16385;6
Облако-земля;"2021-10-01 15:45:09";187308000;43.0109;40.5952;17416;0;7
Облако-земля;"2021-10-01 15:46:12";695601000;42.9993;40.645;27164;0;5
Облако-облако;"2021-10-01 15:46:54";582359822;42.956;40.72183;-9761;16191;8
Облако-земля;"2021-10-01 15:47:25";410178522;43.00965;40.7153599;-24732;0;13
Облако-земля;"2021-10-01 15:47:25";382083000;43.0027;40.6635;-45707;0;10
Облако-облако;"2021-10-01 15:47:53";203088183;42.95519;40.65276;-15595;15507;5
Облако-земля;"2021-10-01 15:48:17";595041000;42.9498;40.6866;-10872;0;5
Облако-земля;"2021-10-01 15:48:56";39127000;43.0122;40.6015;21231;0;7
Облако-земля;"2021-10-01 15:50:02";418484000;43.0304;40.7072;15385;0;6
Облако-облако;"2021-10-01 15:50:29";522518854;42.95675;40.61581;-15846;18127;9
Облако-облако;"2021-10-01 15:50:58";491486354;42.96727;40.63696;-16731;15928;6
Облако-земля;"2021-10-01 15:51:20";692097819;42.98151;40.4773;-8438;0;5
Облако-облако;"2021-10-01 15:52:28";48872427;42.94214;40.65504;-4217;17393;5
Облако-земля;"2021-10-01 15:53:21";989197000;43.2070999;41.0575;78245;0;5
Облако-земля;"2021-10-01 15:53:22";17014813;42.97402;40.65303;-21559;0;12
Облако-земля;"2021-10-01 15:54:25";222761138;42.97536;40.67403;-36146;0;9
Облако-облако;"2021-10-01 15:54:44";979464043;42.9925;40.63221;8542;17070;6
Облако-облако;"2021-10-01 15:55:27";319921005;43.01912;40.75791;-5100;14574;6
Облако-земля;"2021-10-01 15:55:27";327900000;42.9535;40.6214;-2775;0;6
Облако-земля;"2021-10-01 15:55:27";437010000;43.0431;40.7169;36929;0;5
Облако-земля;"2021-10-01 15:55:27";442223000;43.0405;40.5874;23993;0;5
Облако-земля;"2021-10-01 15:55:27";305306000;42.9635;40.6047;-208634;0;15
Облако-облако;"2021-10-01 15:56:27";578004479;42.98916;40.64454;-4498;16142;6
Облако-земля;"2021-10-01 15:57:17";846338705;42.98914;40.6128799;-32617;0;7
Облако-земля;"2021-10-01 15:57:17";826552000;42.9522;40.6743;-88096;0;9
Облако-земля;"2021-10-01 15:58:16";513646624;42.96886;40.68314;-17490;0;7
Облако-земля;"2021-10-01 15:58:16";165510000;42.9558;40.465;168670;0;6
Облако-облако;"2021-10-01 15:59:13";171567962;42.99978;40.6851399;-7344;18198;5
Облако-земля;"2021-10-01 15:59:53";288256828;42.97857;40.65928;-20194;0;6
Облако-облако;"2021-10-01 16:00:27";295540482;43.00329;40.69721;-23416;18852;6
Облако-облако;"2021-10-01 16:01:51";947236083;42.96826;40.81417;-10137;19546;5
Облако-облако;"2021-10-01 16:02:26";914447069;42.99392;40.68217;-8934;11943;11
Облако-облако;"2021-10-01 16:02:26";930165290;43.0434399;40.8153999;-4636;10825;5
Облако-облако;"2021-10-01 16:02:54";968739987;42.99344;40.71301;11404;9732;8
Облако-земля;"2021-10-01 16:04:13";949302726;42.99735;40.73546;-12149;0;8
Облако-облако;"2021-10-01 16:05:13";795803143;42.99091;40.73164;8062;18036;7
Облако-земля;"2021-10-01 16:05:42";741644411;43.00824;40.69556;-16208;0;11
Облако-земля;"2021-10-01 16:06:06";765245144;43.04018;40.63732;-19642;0;8
