"Тип";"Время";"Наносекунды";"Широта";"Долгота";"Пик";"Высота";"Количествосенсоров"
Облако-земля;"2021-04-01 14:03:07";769812963;41.6263099;41.8424;-8246;0;11
Облако-земля;"2021-04-01 14:03:08";274542000;41.6302;41.7592;-5567;0;5
Облако-земля;"2021-04-01 14:03:08";801048000;41.7877;41.744;-9998;0;5
Облако-земля;"2021-04-01 14:05:09";425997000;41.647;41.8391;-6768;0;5
Облако-земля;"2021-04-01 14:07:42";526508000;41.2028;41.9458;-32976;0;7
Облако-земля;"2021-04-01 14:08:01";226730000;41.7267;41.7959;-8439;0;5
Облако-земля;"2021-04-01 14:08:01";40197556;41.73857;41.79592;-16069;0;11
Облако-облако;"2021-04-01 14:09:41";845566111;41.74572;41.90628;4064;13005;5
Облако-земля;"2021-04-01 14:09:42";147028656;41.78286;42.0187;-6590;0;7
Облако-земля;"2021-04-01 14:11:07";666359000;41.7513999;41.7819;21091;0;7
Облако-земля;"2021-04-01 14:11:07";700130545;41.75523;41.78599;-15634;0;8
Облако-земля;"2021-04-01 14:11:08";581053000;41.8945;41.5454;21655;0;7
Облако-земля;"2021-04-01 14:11:08";611982000;41.8909;41.5846;-14873;0;6
Облако-земля;"2021-04-01 14:11:08";450770000;41.8744;41.6052;21242;0;5
Облако-земля;"2021-04-01 14:11:08";531667438;41.89065;41.6397;-17535;0;10
Облако-облако;"2021-04-01 14:14:04";866745407;41.74208;41.9140299;-7337;9770;6
Облако-земля;"2021-04-01 14:24:53";480917000;41.894;41.8005;-20471;0;5
Облако-земля;"2021-04-01 14:24:53";320797000;41.8649;41.9216;-7406;0;5
Облако-земля;"2021-04-01 14:27:18";913411000;41.9424;41.8086;34327;0;10
Облако-земля;"2021-04-01 14:30:05";211610000;41.9927;41.7324;-13621;0;6
Облако-земля;"2021-04-01 14:40:10";557797000;41.9803;41.9158;-23380;0;8
Облако-земля;"2021-04-01 14:56:24";120749000;41.9974;41.9133;16600;0;7
Облако-земля;"2021-04-01 14:56:24";40164000;41.9712;41.9338;-19110;0;6
Облако-земля;"2021-04-01 14:57:55";644105313;42.12455;41.92906;-23832;0;6
Облако-земля;"2021-04-01 15:00:16";912956000;41.7783;40.7959;-4022;0;5
Облако-земля;"2021-04-01 15:08:47";796233000;42.119;41.9668;-8796;0;7
Облако-земля;"2021-04-01 15:10:35";362137000;41.5725;42.1924;263089;0;7
Облако-земля;"2021-04-01 15:14:45";218646000;41.71;42.1721;-126442;0;9
Облако-земля;"2021-04-01 15:19:15";125571000;41.6248999;42.1611;-64902;0;8
Облако-земля;"2021-04-01 15:21:35";7943353;41.65248;42.33923;-12023;0;6
Облако-земля;"2021-04-01 15:27:49";314935000;41.6608;42.2045;-87903;0;9
Облако-облако;"2021-04-01 15:27:49";290051850;41.77727;42.47714;-6907;16266;8
Облако-облако;"2021-04-01 15:29:08";503349754;42.12247;42.06432;-4569;15026;6
Облако-земля;"2021-04-01 15:31:42";795277000;42.1175;41.7025999;-7534;0;5
Облако-земля;"2021-04-01 15:35:58";543963000;42.2534;41.8596;-2713;0;9
Облако-земля;"2021-04-01 16:04:26";249910000;41.9313;42.3482;22667;0;5
Облако-земля;"2021-04-01 16:04:26";207626000;41.9034;42.4525;35084;0;10
Облако-земля;"2021-04-01 16:04:26";234798000;41.8937;42.5024;16502;0;5
Облако-земля;"2021-04-01 16:13:51";398020000;41.7189;41.2323;108848;0;7
Облако-земля;"2021-04-01 16:13:51";877011000;41.5963;41.2172;-14744;0;6
Облако-земля;"2021-04-01 16:13:51";410505000;41.6877;41.259;-27431;0;6
Облако-земля;"2021-04-01 16:49:56";941418000;41.9643;41.4149;65034;0;8
Облако-земля;"2021-04-01 16:49:56";961975000;41.9223;41.3426;26351;0;6
Облако-земля;"2021-04-01 16:49:56";998165000;42.0103;41.2337;23813;0;5
Облако-облако;"2021-04-01 16:49:57";13916156;41.87346;41.45614;7376;19044;9
Облако-земля;"2021-04-01 16:50:40";451359000;41.8735;41.3048;-12720;0;7
Облако-земля;"2021-04-01 16:50:40";410839000;41.905;41.3706;-14132;0;8
Облако-земля;"2021-04-01 16:50:40";543041739;41.85821;41.38229;-15010;0;8
Облако-земля;"2021-04-01 16:51:23";334665000;41.9482;41.3401;-12623;0;8
Облако-облако;"2021-04-01 16:51:23";367037147;41.84629;41.3584699;8363;18610;8
Облако-земля;"2021-04-01 16:51:23";307957368;41.88284;41.4848799;-24267;0;10
Облако-облако;"2021-04-01 17:03:12";195543912;42.4781199;43.85954;6871;2857;8
Облако-земля;"2021-04-01 17:07:50";618680000;42.2672;42.7052;40827;0;5
Облако-земля;"2021-04-01 17:11:36";622764000;42.3636;42.6992;-67745;0;6
Облако-облако;"2021-04-01 17:11:36";594628388;42.26795;42.71911;7538;18252;7
Облако-земля;"2021-04-01 17:12:18";828768000;42.1295;42.2249;-10278;0;5
Облако-земля;"2021-04-01 17:12:19";111734000;41.6193;42.2913;15461;0;5
Облако-облако;"2021-04-01 17:12:19";635095061;41.7939;42.34051;7703;19117;10
Облако-земля;"2021-04-01 17:16:29";939999000;42.0561999;42.2744;68292;0;7
Облако-облако;"2021-04-01 17:16:29";715945506;41.84717;42.29586;12548;1509;8
Облако-земля;"2021-04-01 17:16:29";967401468;41.99295;42.27459;-19731;0;10
Облако-облако;"2021-04-01 17:20:06";724272393;41.86197;42.29389;13813;2255;15
Облако-облако;"2021-04-01 17:21:26";335808170;41.88002;42.37862;5410;19393;9
Облако-облако;"2021-04-01 17:24:15";985128090;42.53043;43.99613;5350;9042;5
Облако-земля;"2021-04-01 17:24:16";63303000;42.7655;43.8939;-10441;0;5
Облако-земля;"2021-04-01 17:27:19";285871000;41.9582;42.3128;-23753;0;7
Облако-облако;"2021-04-01 17:27:19";661872360;41.93141;42.32051;-4744;19318;6
Облако-облако;"2021-04-01 17:33:55";196255785;41.97894;42.4543899;13363;12009;8
Облако-облако;"2021-04-01 17:35:10";204378259;41.96202;42.3827799;4771;12408;6
Облако-земля;"2021-04-01 18:39:22";817048000;42.6047;43.8934;-17584;0;7
Облако-земля;"2021-04-01 18:39:23";42881000;42.9089;43.902;15955;0;5
Облако-земля;"2021-04-01 18:42:58";807057694;42.50355;43.77113;-67187;0;5
Облако-земля;"2021-04-01 18:51:23";268945000;42.7447;43.7793;-10248;0;5
Облако-земля;"2021-04-01 18:51:23";643604000;42.5652;43.7151;-25262;0;9
Облако-земля;"2021-04-01 18:54:01";193673932;42.4898499;43.95245;-17777;0;7
Облако-земля;"2021-04-01 18:56:59";496281000;42.5730999;43.8714;17138;0;7
Облако-облако;"2021-04-01 18:56:59";543585113;42.58487;43.81951;5152;14297;5
Облако-облако;"2021-04-01 18:56:59";626346663;42.57222;43.87359;13761;15800;11
Облако-облако;"2021-04-01 18:59:00";107419054;42.5635;43.93509;12735;12545;15
Облако-облако;"2021-04-01 18:59:00";395098150;42.64567;44.16736;8610;17239;7
Облако-земля;"2021-04-01 19:07:58";130197000;42.5688;43.9608;-10070;0;7
Облако-земля;"2021-04-01 19:07:58";500036000;42.7032;43.8444;19447;0;6
Облако-земля;"2021-04-01 19:07:58";197621390;42.5781599;43.96083;-16930;0;14
Облако-земля;"2021-04-01 19:15:27";495619000;42.612;43.8606;-14953;0;7
Облако-земля;"2021-04-01 19:15:27";157198000;42.5083;43.8372;-15341;0;6
Облако-облако;"2021-04-01 19:15:27";189436429;42.58683;43.86369;12070;15905;11
Облако-земля;"2021-04-02 07:45:34";825492000;42.383;45.2727999;-9577;0;6
Облако-земля;"2021-04-02 07:45:34";767150000;42.3599;45.3069;-6390;0;6
Облако-земля;"2021-04-02 11:37:32";680299000;43.5089;42.9146;-9841;0;7
Облако-земля;"2021-04-02 11:53:52";691657000;43.5931;42.8566999;-6535;0;6
Облако-земля;"2021-04-02 11:53:52";964220000;43.6016;42.8181;-11308;0;8
Облако-земля;"2021-04-02 11:53:52";804333000;43.6717;42.8626999;-12121;0;5
Облако-земля;"2021-04-02 11:53:52";643749000;43.5812;42.8473;-7746;0;5
Облако-облако;"2021-04-02 11:53:52";889505284;43.56032;42.76171;5542;19019;10
Облако-земля;"2021-04-02 13:04:52";347252000;41.1333;42.9143;-9204;0;6
Облако-земля;"2021-04-02 13:30:35";942386000;41.342;44.5384;-31458;0;6
Облако-облако;"2021-04-02 14:34:51";456132805;41.7524;46.67847;13302;13019;10
Облако-земля;"2021-04-03 12:20:37";737371000;43.3161;43.2494;-3419;0;5
Облако-земля;"2021-04-04 11:25:17";258162000;41.3949;36.0063;-3674;0;5
Облако-земля;"2021-04-04 11:47:00";90821000;41.5113;36.1407;77101;0;6
Облако-земля;"2021-04-04 11:47:29";594197000;41.3214;36.4667;-7192;0;6
Облако-земля;"2021-04-04 11:49:27";492688000;41.5774;36.1126;62869;0;10
Облако-облако;"2021-04-04 11:49:55";613640396;41.31815;36.57678;5802;11050;6
Облако-облако;"2021-04-04 11:51:15";879629727;41.47179;36.22602;-8597;8656;8
Облако-земля;"2021-04-04 11:51:16";52840000;41.4873;36.1837;33177;0;9
Облако-облако;"2021-04-04 11:51:53";775400180;41.51915;36.09693;5075;17819;8
Облако-облако;"2021-04-04 11:53:47";223325339;41.19325;37.04472;-15326;18861;14
Облако-облако;"2021-04-04 11:53:48";757925545;41.53711;36.38005;-12553;19106;5
Облако-облако;"2021-04-04 11:56:47";162727385;41.56277;36.14711;-2713;13828;8
Облако-земля;"2021-04-04 11:57:43";954186000;41.4510999;36.5309;-14073;0;5
Облако-облако;"2021-04-04 11:57:43";932037163;41.375;36.58291;-4752;11758;7
Облако-земля;"2021-04-04 11:58:26";82484135;41.55689;36.1687;-56765;0;10
Облако-облако;"2021-04-04 11:58:43";50353683;41.16203;37.0195;-9588;19569;17
Облако-облако;"2021-04-04 11:59:14";648179846;41.3881;36.58656;-9637;16274;8
Облако-земля;"2021-04-04 12:00:08";184711000;41.5086;36.3052;-4406;0;6
Облако-облако;"2021-04-04 12:00:32";973765515;41.18914;37.04715;-3871;15047;10
Облако-облако;"2021-04-04 12:00:33";702687453;41.63297;36.16204;-5289;14333;6
Облако-облако;"2021-04-04 12:01:26";175027978;41.53511;36.22373;-7134;17140;8
Облако-облако;"2021-04-04 12:02:10";240086953;41.58024;36.19753;-8060;18443;9
Облако-облако;"2021-04-04 12:02:57";818888419;41.56693;36.22913;-10650;17453;7
Облако-облако;"2021-04-04 12:03:42";378221699;41.57164;36.24827;12650;15025;7
Облако-земля;"2021-04-04 12:03:43";60050000;44.7196;37.7177999;-9282;0;5
Облако-облако;"2021-04-04 12:03:43";159766218;44.7215599;37.68753;-5852;10294;9
Облако-земля;"2021-04-04 12:03:54";454896000;41.4184;36.6344;-9152;0;6
Облако-облако;"2021-04-04 12:03:54";449604775;41.39354;36.60892;-5227;8564;9
Облако-земля;"2021-04-04 12:05:00";595221000;41.6835;36.1047;-5026;0;5
Облако-земля;"2021-04-04 12:05:58";193848205;41.59738;36.23746;-4683;0;7
Облако-облако;"2021-04-04 12:06:27";361789102;41.45257;36.67471;-21042;14023;13
Облако-земля;"2021-04-04 12:07:02";497868000;41.5773;36.4273;-16417;0;5
Облако-земля;"2021-04-04 12:07:02";320595694;41.55935;36.24572;-3896;0;7
Облако-облако;"2021-04-04 12:07:12";209032857;42.32506;36.10478;-8138;17670;9
Облако-земля;"2021-04-04 12:07:51";978649536;44.74763;37.69906;-43951;0;14
Облако-облако;"2021-04-04 12:07:57";111976224;41.5581;36.27584;7313;16794;8
Облако-земля;"2021-04-04 12:08:58";56448000;41.6193;36.2057;-58256;0;8
Облако-облако;"2021-04-04 12:08:58";53678565;41.58103;36.26245;14379;16641;17
Облако-облако;"2021-04-04 12:09:16";968361971;42.34129;36.15321;28609;11242;6
Облако-земля;"2021-04-04 12:09:17";79584000;42.3855;36.1415;-6926;0;6
Облако-облако;"2021-04-04 12:09:35";6232750;41.61264;36.32781;-2632;15736;6
Облако-земля;"2021-04-04 12:10:19";344319000;41.4891;36.7135;-4190;0;5
Облако-земля;"2021-04-04 12:10:46";847740000;41.7237;36.2199;-83672;0;6
Облако-земля;"2021-04-04 12:10:46";912739635;41.58749;36.27767;-5939;0;8
Облако-земля;"2021-04-04 12:11:39";484932000;44.9105;37.707;-47989;0;7
Облако-земля;"2021-04-04 12:11:39";497059000;44.7871;37.674;-5918;0;5
Облако-земля;"2021-04-04 12:12:06";716126000;41.6251;36.2851;33887;0;7
Облако-земля;"2021-04-04 12:12:06";623089640;41.58513;36.23508;-42248;0;5
Облако-земля;"2021-04-04 12:13:20";145006000;41.5172;36.7109;-7723;0;5
Облако-облако;"2021-04-04 12:13:42";801261667;41.59697;36.30051;-6517;17506;6
Облако-земля;"2021-04-04 12:13:43";478916000;41.4879;36.4232;-8334;0;6
Облако-земля;"2021-04-04 12:15:02";946490000;41.4982;36.7678;-9158;0;5
Облако-земля;"2021-04-04 12:15:02";920452000;41.6462999;36.7747;-10880;0;6
Облако-земля;"2021-04-04 12:15:02";619848000;41.496;36.802;-10466;0;6
Облако-облако;"2021-04-04 12:15:02";816725006;41.50255;36.7477;-15427;17838;9
Облако-облако;"2021-04-04 12:15:54";126656668;41.53591;36.71005;8176;18806;14
Облако-облако;"2021-04-04 12:15:54";631141003;41.23926;36.54173;7668;11253;14
Облако-земля;"2021-04-04 12:16:04";310381000;41.6316;36.2851;109452;0;7
Облако-земля;"2021-04-04 12:16:04";289787000;41.6118;36.3529;-4885;0;8
Облако-земля;"2021-04-04 12:16:04";240854810;41.62662;36.30825;35852;0;14
Облако-земля;"2021-04-04 12:17:32";657513436;41.52772;36.74385;-8315;0;12
Облако-земля;"2021-04-04 12:17:56";196944000;41.6547;36.3022;-6662;0;5
Облако-земля;"2021-04-04 12:18:54";599301342;41.55892;36.77551;-7068;0;18
Облако-земля;"2021-04-04 12:20:13";78555000;41.5359;36.741;-6312;0;6
Облако-земля;"2021-04-04 12:20:58";325630000;41.6469;36.638;-11629;0;5
Облако-земля;"2021-04-04 12:20:58";865961783;41.55873;36.78117;-3752;0;14
Облако-земля;"2021-04-04 12:22:03";685018000;44.7766;37.8736;-5171;0;8
Облако-земля;"2021-04-04 12:22:06";6821000;42.6673;36.3574;-68016;0;5
Облако-облако;"2021-04-04 12:24:08";690908038;42.47469;36.24837;11281;16406;10
Облако-земля;"2021-04-04 12:24:08";711154210;42.44896;36.23037;-3828;0;10
Облако-земля;"2021-04-04 12:29:53";480817000;42.5957;36.3418;49102;0;10
Облако-земля;"2021-04-04 12:29:53";493515000;42.5098;36.3513;-17444;0;6
Облако-облако;"2021-04-04 12:29:53";559156428;42.47578;36.37748;-16972;11993;13
Облако-земля;"2021-04-04 12:31:06";225234000;42.5287999;36.4295;-5574;0;6
Облако-земля;"2021-04-04 12:32:42";518338000;42.5347;36.3126;-8151;0;5
Облако-земля;"2021-04-04 12:32:42";509888348;42.52975;36.3518;-9977;0;21
Облако-облако;"2021-04-04 12:34:13";263717463;41.38692;36.70998;-5777;17848;17
Облако-облако;"2021-04-04 12:35:48";94136176;42.55692;36.37589;-14743;18014;15
Облако-земля;"2021-04-04 12:37:14";335495000;42.5723;36.4033;-6973;0;5
Облако-земля;"2021-04-04 12:38:24";323945000;42.5901;36.3861;15249;0;9
Облако-земля;"2021-04-04 12:38:24";343904000;42.6274;36.3776;-22647;0;5
Облако-земля;"2021-04-04 12:38:24";311935234;42.57123;36.38735;-39811;0;11
Облако-земля;"2021-04-04 12:39:22";508085000;41.4029;36.8204;-4260;0;5
Облако-земля;"2021-04-04 12:39:22";226388636;41.41134;36.7352599;-23572;0;8
Облако-земля;"2021-04-04 12:40:35";290825644;42.67116;36.51668;-33483;0;6
Облако-земля;"2021-04-04 13:00:54";896414000;42.5963;36.6001;25063;0;6
Облако-облако;"2021-04-04 13:02:46";780988383;42.71587;36.63058;-10799;13653;19
Облако-земля;"2021-04-04 13:04:22";469480000;42.7885;36.6119;-158287;0;12
Облако-земля;"2021-04-04 13:04:22";518958321;42.71229;36.6121399;-8900;0;13
Облако-облако;"2021-04-04 13:14:56";748056161;42.05891;36.62982;20970;16421;19
Облако-земля;"2021-04-04 13:16:40";481272000;42.0798;36.5817;-11376;0;10
Облако-земля;"2021-04-04 13:19:37";974873000;44.6504;38.2122;25629;0;8
Облако-земля;"2021-04-04 14:02:10";585196000;42.2296;37.7297;-7528;0;5
Облако-облако;"2021-04-04 14:30:40";161463915;42.10445;38.15914;-7155;14424;12
Облако-земля;"2021-04-05 06:23:52";22980202;43.80065;40.31982;-7928;0;13
Облако-земля;"2021-04-05 07:09:08";980493000;43.6909;40.307;-6540;0;5
Облако-земля;"2021-04-05 07:09:09";40833000;43.7068;40.3507;-7828;0;5
Облако-земля;"2021-04-05 07:09:09";56618000;43.6599999;40.4435;-4180;0;5
Облако-земля;"2021-04-05 07:09:09";152369000;43.7222;40.3602;-1978;0;6
Облако-земля;"2021-04-05 07:09:09";20750000;43.7093;40.3684;-6666;0;5
Облако-земля;"2021-04-05 14:41:30";91570000;43.337;40.7486;-8938;0;5
Облако-земля;"2021-04-05 14:45:14";197197000;43.5219;40.5144;-11476;0;5
Облако-земля;"2021-04-05 14:53:39";563003000;43.4966;40.517;-12090;0;7
Облако-земля;"2021-04-05 15:01:43";946652000;43.3938;40.5492;37186;0;6
Облако-земля;"2021-04-05 15:46:52";971400000;43.9239;39.6819;-4962;0;5
Облако-облако;"2021-04-05 15:46:52";944561495;43.89809;39.85074;11237;12405;9
Облако-земля;"2021-04-05 15:46:52";956394049;43.87507;39.69202;-73331;0;11
Облако-земля;"2021-04-05 15:46:53";278229000;43.895;39.7311;-7566;0;5
Облако-земля;"2021-04-05 15:50:25";262780423;43.99012;39.90822;-7319;0;15
Облако-земля;"2021-04-05 15:54:34";415529000;43.8161;40.1262;-15532;0;6
Облако-земля;"2021-04-05 15:54:34";699063000;44.002;39.9675;-14899;0;7
Облако-земля;"2021-04-05 15:55:36";69248834;43.76305;40.23776;-9841;0;8
Облако-земля;"2021-04-05 17:03:37";918565000;43.675;40.0598;-57563;0;8
Облако-земля;"2021-04-05 17:03:37";970288000;43.6601;40.0903;-13909;0;5
Облако-земля;"2021-04-05 17:03:38";6650000;43.8631;40.0351;32960;0;5
Облако-земля;"2021-04-05 17:03:38";31983000;43.6467;40.0832;-25439;0;7
Облако-земля;"2021-04-05 17:03:38";161641000;43.7807;40.0387;-20296;0;6
Облако-земля;"2021-04-05 17:03:38";62657000;43.6513;40.0901;-19090;0;8
Облако-земля;"2021-04-05 17:18:16";41175000;43.9138;39.9626;-2488;0;5
Облако-земля;"2021-04-05 17:18:16";166720000;43.9591;39.8743;-12689;0;8
Облако-земля;"2021-04-05 17:18:16";269559000;43.9812;39.9418999;15180;0;7
Облако-земля;"2021-04-05 18:01:50";733948000;43.4006;40.7351;-7993;0;7
Облако-земля;"2021-04-05 18:10:55";363801000;43.2664;40.7147999;-16296;0;6
Облако-земля;"2021-04-05 18:10:55";732105000;43.4016;40.7001;-8453;0;6
Облако-земля;"2021-04-05 18:10:55";837257000;43.3645;40.7397;-14001;0;9
Облако-облако;"2021-04-05 18:10:55";507069929;43.29603;40.7673599;6891;11484;16
Облако-земля;"2021-04-05 18:13:51";253228000;43.5268;40.8404;-6236;0;6
Облако-облако;"2021-04-05 18:13:51";161962840;43.3589399;40.73647;3593;16173;6
Облако-облако;"2021-04-05 18:13:51";456804596;43.4378;40.93499;6343;19053;14
Облако-земля;"2021-04-05 18:15:44";818400000;43.42;40.7864999;-9226;0;7
Облако-земля;"2021-04-05 18:15:44";873132000;43.3469;40.7295;-10220;0;6
Облако-земля;"2021-04-05 18:15:45";18809000;43.3324;40.7991;-17960;0;5
Облако-земля;"2021-04-05 18:15:45";59497982;43.29945;40.78245;-9047;0;6
Облако-облако;"2021-04-05 18:17:55";771951464;43.29531;40.7607799;4228;12435;6
Облако-облако;"2021-04-05 18:21:24";78246234;43.42691;41.12075;5091;16409;7
Облако-земля;"2021-04-05 18:27:27";507219000;43.3257;40.74;-9977;0;7
Облако-земля;"2021-04-05 18:27:27";702344000;43.225;40.9894;-20124;0;5
Облако-облако;"2021-04-05 18:27:27";561618709;43.20553;40.91613;-8263;13053;12
Облако-земля;"2021-04-05 18:45:40";930550000;43.3959;41.2406;-6788;0;8
Облако-облако;"2021-04-05 18:45:40";954227073;43.24772;41.2489;5029;15305;8
Облако-земля;"2021-04-05 18:45:41";3866000;43.3015;41.2087;-4948;0;5
Облако-земля;"2021-04-05 18:46:53";910650000;42.9667;41.911;-11228;0;6
Облако-земля;"2021-04-05 18:46:53";951614000;43.1269;41.8844;-8769;0;6
Облако-облако;"2021-04-05 18:46:53";985775823;43.02565;41.93981;9325;13059;14
Облако-земля;"2021-04-05 18:46:54";56915000;43.0334999;41.9171;-14100;0;5
Облако-земля;"2021-04-05 19:02:30";812322000;43.2699;41.8334;-7313;0;5
Облако-облако;"2021-04-05 19:02:31";51223075;43.03718;41.9061499;7779;9643;17
Облако-облако;"2021-04-05 19:08:06";561125903;43.04345;41.93473;4840;15204;5
Облако-земля;"2021-04-05 19:12:04";722136000;43.1231;41.8882;-13348;0;6
Облако-земля;"2021-04-05 19:12:04";746055000;43.1003;41.8811;-7066;0;5
Облако-облако;"2021-04-05 19:12:04";674275022;43.03038;41.9300799;6508;16105;8
Облако-облако;"2021-04-05 19:18:06";717850152;43.02096;41.89991;9977;15793;14
Облако-земля;"2021-04-05 19:23:48";523558000;43.0607;41.7286;-8696;0;5
Облако-земля;"2021-04-05 19:23:48";444374000;42.9944;41.8065;-15709;0;7
Облако-облако;"2021-04-05 19:30:30";388850237;42.96542;41.86384;4465;16860;11
Облако-земля;"2021-04-05 19:31:57";35249000;42.8509;41.8912;-5601;0;5
Облако-земля;"2021-04-05 19:31:57";328452774;42.84714;41.81086;-13385;0;5
Облако-земля;"2021-04-05 19:33:07";867927000;42.9962;41.4527;55770;0;7
Облако-земля;"2021-04-05 19:33:07";7076207;42.96958;41.85502;-6250;0;20
Облако-земля;"2021-04-05 19:34:34";889486000;43.0221;41.9228;-6667;0;5
Облако-облако;"2021-04-05 19:34:35";24026328;42.96499;41.88297;12798;17919;10
Облако-облако;"2021-04-05 19:35:19";501879069;42.96414;41.91346;4990;14530;10
Облако-облако;"2021-04-05 19:35:19";633903336;42.86413;41.69696;6618;10327;6
Облако-облако;"2021-04-05 19:44:13";255084165;42.83266;42.3522;6962;12741;10
Облако-земля;"2021-04-05 19:47:00";143396000;43.0304;42.6625;-14397;0;5
Облако-земля;"2021-04-05 19:47:00";501054000;42.9225;42.6433;-14905;0;7
Облако-земля;"2021-04-05 19:47:00";208581000;43.0581;42.678;-10466;0;5
Облако-земля;"2021-04-05 19:47:00";183132000;42.8165;42.7201;-14326;0;5
Облако-облако;"2021-04-05 19:47:00";372045244;42.84466;42.74461;11559;15411;7
Облако-облако;"2021-04-05 19:47:00";406921140;42.851;42.7045;10724;9796;11
Облако-земля;"2021-04-05 19:54:17";813262000;42.9225;42.8108;20319;0;5
Облако-земля;"2021-04-05 19:54:17";865247081;42.86927;42.7836;-16128;0;9
Облако-земля;"2021-04-05 20:14:06";3832000;42.7156;42.0907;-12383;0;5
Облако-земля;"2021-04-05 21:33:16";46280000;42.402;44.1698;-6172;0;5
Облако-облако;"2021-04-05 21:33:16";229497136;42.52986;43.99251;7523;10789;14
Облако-земля;"2021-04-05 21:35:50";478280000;42.509;43.9871;-5782;0;5
Облако-земля;"2021-04-05 21:35:50";879519996;42.50153;44.02469;-22751;0;13
Облако-облако;"2021-04-05 21:38:18";448077333;42.48914;44.02073;11017;12976;14
Облако-земля;"2021-04-05 21:47:00";422436000;42.7274;43.9489;-15981;0;6
Облако-облако;"2021-04-05 21:47:00";434713173;42.52408;44.07161;5394;14182;8
Облако-земля;"2021-04-06 17:08:57";474767942;41.67431;46.82292;-16818;0;15
Облако-земля;"2021-04-07 05:28:03";959692000;47.2409;38.885;31622;0;5
Облако-земля;"2021-04-07 11:21:23";705295000;46.8936;40.2082;-27992;0;7
Облако-земля;"2021-04-07 11:21:23";690715000;46.824;40.1936;-19528;0;5
Облако-облако;"2021-04-07 11:26:02";433517887;46.86893;40.24871;-13464;19239;7
Облако-земля;"2021-04-07 11:28:25";334883000;46.9014;40.3239;-6948;0;6
Облако-облако;"2021-04-07 11:28:25";310568993;46.87204;40.2662;-11047;13961;13
Облако-земля;"2021-04-07 11:30:48";50105109;46.90922;40.33529;-21586;0;15
Облако-земля;"2021-04-07 11:33:22";636387000;46.9416;40.33;-9204;0;5
Облако-земля;"2021-04-07 11:34:58";644873000;46.9666;40.2522;-3120;0;6
Облако-облако;"2021-04-07 11:37:59";453516688;47.05238;40.31535;-18585;14537;7
Облако-облако;"2021-04-07 11:37:59";482684522;47.0877;40.40879;5251;16538;6
Облако-земля;"2021-04-07 11:39:49";673273000;47.0732;40.3615;-7395;0;8
Облако-облако;"2021-04-07 11:39:49";679710699;47.04701;40.33697;-5671;18890;7
