Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-10-04 00:30:47;354643009;42.25652;41.82685;-11685;5173;9
Облако-земля;2023-10-04 00:30:47;347429126;42.21019;41.66554;-10333;0;14
Облако-облако;2023-10-04 00:37:02;540199312;42.27612;41.82317;-7067;6575;13
Облако-земля;2023-10-04 00:37:02;614006430;42.17457;41.66666;-13112;0;12
Облако-облако;2023-10-04 01:05:12;467795159;42.28329;41.56562;7068;16296;11
Облако-облако;2023-10-04 01:07:02;658583951;42.3375;41.71237;-8320;4323;9
Облако-земля;2023-10-04 01:07:02;647145156;42.2837699;41.55428;-49028;0;17
Облако-облако;2023-10-04 01:08:13;771083617;42.28927;41.57787;9502;16394;14
Облако-облако;2023-10-04 01:08:13;771568057;42.36175;41.70723;10183;7238;7
Облако-облако;2023-10-04 01:09:28;347979363;42.3468;41.71089;12367;4665;9
Облако-земля;2023-10-04 01:14:34;3286462;42.29214;41.5781;-41792;0;18
Облако-земля;2023-10-04 01:14:34;6486650;42.3592;41.72189;-19623;0;9
Облако-земля;2023-10-04 01:16:47;760368350;42.29862;41.56718;-15681;0;16
Облако-облако;2023-10-04 01:17:42;43457271;42.31909;41.73063;25879;6813;8
Облако-земля;2023-10-04 01:19:05;769676617;42.30141;41.58583;-40248;0;13
Облако-земля;2023-10-04 01:20:10;722197912;42.3314499;41.74767;73893;0;12
Облако-облако;2023-10-04 01:20:10;722701139;42.2914;41.6149;-9421;19597;18
Облако-земля;2023-10-04 01:20:41;82799237;42.29946;41.58621;-9287;0;11
Облако-земля;2023-10-04 01:21:09;83788684;42.3626099;41.71577;22879;0;13
Облако-облако;2023-10-04 01:21:41;945961769;42.28419;41.6189899;4540;17345;11
Облако-облако;2023-10-04 01:22:29;547468642;42.34106;41.7812399;19484;5773;16
Облако-земля;2023-10-04 01:23:13;231324580;42.29674;41.59341;-15695;0;9
Облако-облако;2023-10-04 01:23:13;232302264;42.31754;41.7743899;-26146;5319;9
Облако-облако;2023-10-04 01:24:15;920205594;42.37005;41.7332899;7110;5514;14
Облако-облако;2023-10-04 01:24:15;915320610;42.3011399;41.62749;-11627;19355;20
Облако-земля;2023-10-04 01:28:54;243232865;42.26368;41.51645;-25284;0;16
Облако-облако;2023-10-04 01:28:54;119889391;42.36405;41.74175;11483;16406;14
Облако-облако;2023-10-04 01:28:54;116173142;42.33717;41.61736;4261;16471;6
Облако-земля;2023-10-04 01:33:03;429293062;42.30721;41.58999;-24057;0;17
Облако-облако;2023-10-04 01:33:03;419326974;42.33288;41.76348;-12989;5192;10
Облако-земля;2023-10-04 01:44:45;805267638;42.2455;41.51668;13426;0;7
Облако-облако;2023-10-04 01:44:45;702848476;42.32555;41.5848;-4602;17857;10
Облако-облако;2023-10-04 01:57:04;119312995;42.40664;41.66277;6818;4716;8
Облако-облако;2023-10-04 01:57:04;118666058;42.41563;41.52023;-3870;3038;8
Облако-облако;2023-10-04 01:58:33;153116000;42.42596;41.68935;4023;7119;12
Облако-облако;2023-10-04 01:58:33;151978504;42.3624;41.52079;-6325;5039;11
Облако-земля;2023-10-04 01:59:41;951925215;42.40284;41.52129;-9581;0;14
Облако-облако;2023-10-04 02:01:18;12793767;42.79144;40.95214;-11474;13053;15
Облако-облако;2023-10-04 02:02:44;549750386;42.34471;41.58491;-5774;18002;10
Облако-облако;2023-10-04 02:07:00;891452180;42.4056799;41.74107;-23413;16661;13
Облако-земля;2023-10-04 02:07:00;880810431;42.36037;41.61155;-74445;0;17
Облако-облако;2023-10-04 02:23:38;933153196;42.46625;41.63473;4429;5208;10
Облако-облако;2023-10-04 02:23:38;934934938;42.42114;41.50565;5153;18718;7
Облако-облако;2023-10-04 02:29:37;206325121;42.50518;41.55365;3890;18967;7
Облако-земля;2023-10-04 02:29:37;192769119;42.40236;41.50418;-77176;0;17
Облако-облако;2023-10-04 02:36:31;89595102;42.37233;41.70832;-10623;10580;10
Облако-земля;2023-10-04 02:38:54;279217195;42.2596;41.61127;-14225;0;11
Облако-земля;2023-10-04 02:39:40;744369491;42.28317;41.64242;-5641;0;11
Облако-земля;2023-10-04 02:40:34;313671686;42.27709;41.67673;-16645;0;9
Облако-земля;2023-10-04 02:42:45;201285981;42.2871;41.71682;-39189;0;19
Облако-земля;2023-10-04 02:45:03;309422963;42.31708;41.84513;27321;0;16
Облако-облако;2023-10-04 02:45:57;278373767;42.27823;41.68551;-8194;13756;11
Облако-облако;2023-10-04 02:47:29;775391616;42.3402699;41.84557;10738;4156;8
Облако-облако;2023-10-04 02:47:29;774867804;42.28383;41.70541;6819;9642;13
Облако-облако;2023-10-04 02:47:29;776588548;42.40869;41.744;3785;7452;8
Облако-облако;2023-10-04 02:55:31;188290855;42.27376;41.68755;-10891;13100;13
Облако-облако;2023-10-04 03:00:02;888322244;42.06678;42.14055;-10159;3097;12
Облако-облако;2023-10-04 03:00:02;967046312;42.2866;41.73407;-5349;16711;7
Облако-земля;2023-10-04 04:06:25;902667079;42.1882;40.88136;-18102;0;17
Облако-земля;2023-10-04 04:08:42;255294700;42.19045;40.86375;-14376;0;13
Облако-земля;2023-10-04 04:10:32;5159344;42.19765;40.86254;-13058;0;17
