Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-04-27 00:52:10;580985155;41.87634;44.85588;-6534;9183;7
Облако-облако;2023-04-27 00:52:39;976602140;41.89788;44.86633;-4921;3088;9
Облако-облако;2023-04-27 00:52:39;770825682;41.99151;45.17477;-22259;7434;10
Облако-облако;2023-04-27 00:53:08;710807652;41.96796;45.1124099;-14382;6225;11
Облако-земля;2023-04-27 00:53:08;726610635;41.8668;44.85868;30818;0;9
Облако-земля;2023-04-27 00:54:45;499576000;41.8949;45.0835;-2819;0;5
Облако-облако;2023-04-27 00:54:54;111434427;41.98851;45.12887;-23444;3527;12
Облако-облако;2023-04-27 00:56:11;17462312;41.99569;45.0581699;4655;18925;7
Облако-облако;2023-04-27 00:56:15;394788261;41.88608;45.1403899;-6980;15746;9
Облако-облако;2023-04-27 00:57:12;605548203;41.97321;45.04471;-4460;4195;7
Облако-земля;2023-04-27 00:58:48;319457000;41.9975;45.0257;-2943;0;6
Облако-земля;2023-04-27 01:00:41;910019237;41.9244;44.81415;-3624;0;9
Облако-земля;2023-04-27 01:02:34;867106530;42.02268;45.09796;-5392;0;9
Облако-облако;2023-04-27 01:06:26;339255209;41.90676;44.85539;5699;17320;11
Облако-облако;2023-04-27 01:09:47;387332110;42.02642;45.0826;-7946;3395;10
Облако-облако;2023-04-27 01:15:05;573681610;41.89145;44.80744;-6250;3040;7
Облако-облако;2023-04-27 01:19:25;865305161;42.01352;45.38407;-18134;6257;12
Облако-земля;2023-04-27 01:19:26;108672060;41.9126199;45.10861;-11533;0;10
Облако-облако;2023-04-27 01:25:06;252250267;42.04085;45.40004;12453;13356;7
Облако-земля;2023-04-27 01:27:03;687383315;41.89469;45.17745;5917;0;11
Облако-облако;2023-04-27 01:27:35;644732201;41.87565;45.0215699;-5387;8859;7
Облако-облако;2023-04-27 01:28:57;732414697;42.0063699;45.43226;-6533;8497;8
Облако-облако;2023-04-27 01:30:20;584728877;41.86742;44.93926;-6268;5885;9
Облако-облако;2023-04-27 01:30:59;684514888;42.0035;45.45041;-10409;7895;8
Облако-земля;2023-04-27 01:31:21;359687017;41.9335499;45.10533;-8356;0;10
Облако-облако;2023-04-27 01:31:43;317792109;42.01227;45.4764399;-8798;13272;10
Облако-облако;2023-04-27 01:32:18;101190317;41.91825;45.21379;9491;7463;9
Облако-облако;2023-04-27 01:33:29;507127668;41.92281;45.13952;-3628;5952;8
Облако-облако;2023-04-27 01:37:44;553198832;42.00353;45.40517;-5897;16499;7
Облако-облако;2023-04-27 01:38:35;468096755;41.96126;45.2842;-6334;17256;8
Облако-облако;2023-04-27 01:39:53;903109916;41.99136;45.46602;-4745;9848;6
Облако-облако;2023-04-27 01:42:06;865221278;42.02464;45.4686499;-7124;11377;10
Облако-облако;2023-04-27 01:46:52;390665775;41.9793;45.25643;5971;3013;6
Облако-облако;2023-04-27 01:48:15;615334987;42.03722;45.49178;-20970;3014;12
Облако-земля;2023-04-27 01:51:11;323787911;41.9305;45.19091;81238;0;13
Облако-облако;2023-04-27 01:56:17;814650262;42.01991;45.46342;-5208;14399;7
Облако-облако;2023-04-27 01:56:18;162384661;41.95337;45.24658;4416;3157;8
Облако-земля;2023-04-27 07:50:41;125739472;41.88059;43.94586;-9244;0;13
Облако-земля;2023-04-27 07:52:01;275111499;41.89767;43.94865;-14154;0;16
Облако-облако;2023-04-27 07:53:56;647573106;41.04939;45.03636;-8317;6686;9
Облако-облако;2023-04-27 07:53:56;533813915;41.10807;44.69206;-4714;13261;11
Облако-земля;2023-04-27 07:53:56;554623874;41.00368;44.88453;132056;0;13
Облако-облако;2023-04-27 07:54:57;894127611;41.90123;43.9127;-3838;8133;7
Облако-земля;2023-04-27 08:03:39;681554410;41.8943299;43.99697;6108;0;7
Облако-облако;2023-04-27 08:05:42;151834718;41.90977;44.00396;-2650;8095;6
Облако-облако;2023-04-27 08:06:18;601964583;41.94855;44.13805;-4852;16494;10
Облако-земля;2023-04-27 08:08:06;954360239;41.91351;44.02469;-7619;0;11
Облако-облако;2023-04-27 08:08:54;852684175;41.98626;44.00701;-4915;9351;6
