Тип;Время;Наносекунды;Широта;Долгота;Пик;Высота;Количество сенсоров
Облако-облако;2023-02-16 01:31:08;4104322;41.4779399;41.27735;4940;14046;12
Облако-облако;2023-02-16 01:31:08;91665880;41.53358;41.03961;4886;9372;9
Облако-облако;2023-02-16 01:31:08;5261484;41.51394;41.40343;-5208;3008;8
Облако-облако;2023-02-16 01:32:16;844570317;41.55103;41.11604;-6353;16283;12
Облако-облако;2023-02-16 01:40:45;620593757;41.53009;41.34847;-5940;6063;12
Облако-облако;2023-02-16 01:40:45;763649007;41.67946;40.946;-7702;3410;15
Облако-земля;2023-02-16 01:40:46;10278239;41.44187;41.47826;-24916;0;18
Облако-земля;2023-02-16 02:07:56;1439681;41.83584;41.73748;-25716;0;14
Облако-облако;2023-02-16 02:07:56;303465119;41.94057;41.91538;-5096;5126;13
Облако-земля;2023-02-16 02:56:55;742513740;42.13409;39.49869;-16747;0;13
Облако-облако;2023-02-16 03:23:24;753532274;42.1620599;42.0057;-8848;7693;10
Облако-облако;2023-02-16 03:23:24;768824545;42.02827;41.97686;-9034;10300;9
Облако-облако;2023-02-16 03:28:11;339684956;42.0277699;41.97767;-10309;7426;12
Облако-облако;2023-02-16 03:28:11;369590671;42.13721;41.98986;-2797;6176;7
Облако-облако;2023-02-16 03:33:56;899399750;42.0287099;41.97848;-7197;8783;10
Облако-облако;2023-02-16 04:09:19;997269616;41.84483;41.6051;16462;13570;10
Облако-земля;2023-02-16 05:08:45;782608203;41.61077;36.82247;-8488;0;15
Облако-облако;2023-02-16 05:10:23;926526352;41.6005899;36.85065;-6670;12487;14
Облако-земля;2023-02-16 05:35:50;869359125;41.49898;37.00696;-3571;0;12
Облако-земля;2023-02-16 10:11:42;677299628;41.11362;38.60859;-21079;0;15
Облако-земля;2023-02-16 10:54:32;786520686;41.34064;37.45888;-2556;0;6
Облако-земля;2023-02-16 11:00:33;957748242;41.029;38.97237;-7004;0;12
Облако-облако;2023-02-16 11:00:34;136663062;41.06071;38.81611;-4814;14195;11
Облако-облако;2023-02-16 17:13:01;349351248;41.94702;41.90536;9886;8180;17
Облако-облако;2023-02-16 17:17:44;8555892;41.91051;41.932;8184;5230;14
Облако-облако;2023-02-16 17:17:44;26163766;42.0262699;42.03025;8875;6323;17
Облако-облако;2023-02-16 17:20:25;84515093;41.96548;41.98152;-13569;4342;17
Облако-облако;2023-02-16 17:21:56;438709157;41.92857;41.92699;13428;5549;12
Облако-облако;2023-02-16 17:28:28;991466574;41.9353399;41.97139;4750;10971;10
Облако-облако;2023-02-16 17:28:28;950756982;42.05734;41.96229;11165;3003;8
Облако-земля;2023-02-16 17:30:59;155012390;41.95529;41.92255;25837;0;15
Облако-облако;2023-02-16 21:30:29;133194023;41.66657;41.77522;-25482;3937;13
Облако-облако;2023-02-16 21:30:29;154183035;41.75752;41.84744;-23455;3250;12
